Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Scheduled_Payment__c,OrderApi__API_Amount__c,OrderApi__AVS_Code__c,OrderApi__AVS_Message__c,OrderApi__Account__c,OrderApi__Bank_Account_Holder_Type__c,OrderApi__Bank_Account_Number__c,OrderApi__Bank_Account_Type__c,OrderApi__Bank_Name__c,OrderApi__Bank_Routing_Number__c,OrderApi__Batch__c,OrderApi__Billing_City__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__CVV_Code__c,OrderApi__CVV_Message__c,OrderApi__Cancelled__c,OrderApi__Card_Number__c,OrderApi__Card_Type__c,OrderApi__Contact__c,OrderApi__Create_Payment_Schedule__c,OrderApi__Currency_Code__c,OrderApi__Date__c,OrderApi__Deposit_Account__c,OrderApi__Description__c,OrderApi__Eligible_for_Card_Updater__c,OrderApi__Email__c,OrderApi__Entity__c,OrderApi__Error_Code__c,OrderApi__Errors__c,OrderApi__First_Name__c,OrderApi__First_Six_Digits__c,OrderApi__Full_Name__c,OrderApi__Gateway_Token__c,OrderApi__Gateway_Transaction_ID__c,OrderApi__Has_Errors__c,OrderApi__IP_Address__c,OrderApi__Is_Scheduled__c,OrderApi__Last_4_Digits__c,OrderApi__Last_Four_Digits__c,OrderApi__Last_Name__c,OrderApi__Merchant_Location_Descriptor__c,OrderApi__Merchant_Name_Descriptor__c,OrderApi__Message__c,OrderApi__Month__c,OrderApi__Number__c,OrderApi__Number_of_Installments__c,OrderApi__On_Test_Gateway__c,OrderApi__Order_ID__c,OrderApi__Path__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method_Token__c,OrderApi__Payment_Method_Type__c,OrderApi__Payment_Method__c,OrderApi__Pending__c,OrderApi__Phone__c,OrderApi__Receipt_Created__c,OrderApi__Reference_Token__c,OrderApi__Refund_Receipt__c,OrderApi__Retain_on_Success__c,OrderApi__Sales_Order__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Type__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Storage_State__c,OrderApi__Succeeded__c,OrderApi__Total__c,OrderApi__Transaction_Token__c,OrderApi__Transaction_Type__c,OrderApi__Verification_Value__c,OrderApi__Year__c,OrderApi__Amount__c,OrderApi__API_Response__c,OrderApi__EPayment__c,OrderApi__Is_Voided__c,OrderApi__Process_Payment__c,OrderApi__Process_Void__c,OrderApi__State__c,OrderApi__Is_ThreeDS__c,LastReferencedDate,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Batch__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Deposit_Account__r.Name,OrderApi__Payment_Gateway__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Refund_Receipt__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Source_Code__r.Name,OrderApi__EPayment__r.External_Id__c
a0z4W00000hqL8DQAU,false,0000000187,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-15,a104W00000FuSwjQAF,Sales Order #000002065,false,,Contact,,,FON,411111,FON Fischer,S3cC7nvTH0SezBYdmrX48h46kat,68,false,,false,,1111,Fischer,,,Succeeded!,1,,,false,000002065,/aura,a184W00000Ejm3VQAR,YWuzBNtv60pIAs3uUldb4bDqWJX,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,30,D66w4xRhNc5N9llb3ayk26HDQGy,Purchase,,2030,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,,,,
a0z4W00000hqL8EQAU,false,0000000188,25,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-15,a104W00000FuSwjQAF,New Refund for Receipt #0000001180,false,,Contact,,,,411111,,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,,,,Succeeded!,1,,,false,,/mockRequest/QueuedApexJob/00D6A0000039vRf/7073s00005kLb5E/1573839187333,a184W00000Ejm3VQAR,,credit_card,,false,,false,,a1E4W00000Djw0fUAB,false,,,,,,Success,,true,30,2ysLvKjQ2jNp9YnG1zEym2OfqPG,Credit,,2030,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,300,,,
a0z4W00000hqL8FQAU,false,0000000189,26,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-15,a104W00000FuSwjQAF,Sales Order #000002066,false,,Contact,,,FON,411111,FON Fischer,S3cC7nvTH0SezBYdmrX48h46kat,61,false,,false,,1111,Fischer,,,Succeeded!,1,,,false,000002066,/aura,a184W00000Ejm3VQAR,Y832zstH01EwxMF3gyKtgzp4GUJ,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,30,1U2ea7VVtGqbF9NA9dvaPQj2tOg,Purchase,,2031,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,,,,
a0z4W00000hqL8IQAU,false,0000000190,27,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,0,,,0014W000021fm0dQAA,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,,0034W00002AU8TgQAL,false,USD,,,,false,,Contact,,,,,,,,false,,false,,,,,,,,,,false,,,a184W00000Ejm3VQAR,,,,false,,false,,,false,,,,,,In-Progress  Pending,,false,0,,,,,0,,,false,false,false,,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,,3,,,,,
a0z4W00000hqL8JQAU,false,0000000191,28,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-22,a104W00000FuSwjQAF,,false,,Contact,,,FON,411111,FON Fischer,S3cC7nvTH0SezBYdmrX48h46kat,64,false,,false,,1111,Fischer,,,Succeeded!,1,,,false,0000000191,/aura,a184W00000Ejm3VQAR,5ueK0QkgdVc4sJsdqkeJxCBXNEo,credit_card,,false,,false,,,false,,,,,,Success,cached,true,100,2vAGbY8FUJiS1l29SvvrfgGoleb,Purchase,,2026,100,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,,,,
a0z4W00000hqL8GQAU,false,0000000192,29,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-22,a104W00000FuSwjQAF,,false,,Contact,,,FON,411111,FON Fischer,S3cC7nvTH0SezBYdmrX48h46kat,66,false,,false,,1111,Fischer,,,Succeeded!,1,,,false,0000000192,/aura,a184W00000Ejm3VQAR,YMR9i5BHDJBkvedS1EmHz8QfJz2,credit_card,,false,,false,,,false,,,,,,Success,cached,true,100,9hEWmVzTYxE9bxIQqwyQnjCjINe,Purchase,,2033,100,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,,,,
a0z4W00000hqL8HQAU,false,0000000194,30,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,30000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-22,a104W00000FuSwjQAF,,false,,Contact,,,FON,411111,FON Fischer,S3cC7nvTH0SezBYdmrX48h46kat,53,false,,false,,1111,Fischer,,,Succeeded!,1,,,false,0000000194,/aura,a184W00000Ejm3VQAR,BgJ0oO5u02sXa9gawuDpIXoiKPi,credit_card,,false,,false,,,false,,,,,,Success,cached,true,300,MLteCO1RkZHfx2RnroND4lqRnYC,Purchase,,2033,300,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,,,,
a0z4W00000hqL8KQAU,false,0000000193,31,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-22,a104W00000FuSwjQAF,New Refund for Receipt #0000001184,false,,Contact,,,,411111,,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,,,,Succeeded!,1,,,false,,/mockRequest/QueuedApexJob/00D6A0000039vRf/7073s00005n3M5L/1574443714935,a184W00000Ejm3VQAR,,credit_card,,false,,false,,a1E4W00000Djw0jUAB,false,,,,,,Success,,true,100,YFBVikLs4FqqfkVcGuyEq6q0wUo,Credit,,2033,100,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,332,,,
a0z4W00000hqL8LQAU,false,0000000195,32,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,30000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-22,a104W00000FuSwjQAF,New Refund for Receipt #0000001186,false,,Contact,,,,411111,,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,,,,Succeeded!,1,,,false,,/mockRequest/QueuedApexJob/00D6A0000039vRf/7073s00005n3MXN/1574443774079,a184W00000Ejm3VQAR,,credit_card,,false,,false,,a1E4W00000Djw0lUAB,false,,,,,,Success,,true,300,Eew8AoyCVR41VuuCr5uH6bIJyDl,Credit,,2033,300,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,334,,,
a0z4W00000hqL8MQAU,false,0000000196,33,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,350000,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2019-11-27,a104W00000FuSwjQAF,Sales Order #000002105,false,,Account,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,48,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,000002105,/aura,a184W00000Ejm3VQAR,DbmICttRrbZkWXQe4mWignTe13c,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,3500,T6oEy9MnSCwWvvQwJYtiEzkWEFu,Purchase,,2032,3500,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqL8NQAU,false,0000000197,34,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10500,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2019-12-01,a104W00000FuSwjQAF,,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,51,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,0000000197,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,VgVySACdHGz8vzReQzG3MnS0ntT,credit_card,,false,,false,,,false,,,,,,Success,cached,true,105,CHUdjSIVRZx9cMuwaqNzP6XWgj4,Purchase,,2037,105,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqL8OQAU,false,0000000198,35,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,99500,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2019-12-01,a104W00000FuSwjQAF,Sales Order #000002107,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,66,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,000002107,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,74NUUCr6ZQFQEr1hQvz7p8T0qSK,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,995,EF13pRMk6JsmgBTRZ6cXzmY9Cay,Purchase,,2031,995,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqLAtQAM,false,0000000142,36,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,333333,,,,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,,false,USD,2019-05-10,a104W00000FuSwjQAF,Sales Order #000001927,false,,Contact,,,GCO,411111,GCO Patch7Test,S3cC7nvTH0SezBYdmrX48h46kat,55,false,,false,,1111,Patch7Test,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001927,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,BTQ62nbFYafjSlV031noMIhsTYZ,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,3333.33,QRVAXRv4h3fh3bpyO19OoQXtMrA,Purchase,,2022,3333.33,,,false,false,false,succeeded,false,,,,,FON-International Association,,1000 - Cash,3,,,,,
a0z4W00000hqLAuQAM,false,0000000143,37,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021flzVQAQ,,,,,,,Piscataway,United States,08854,NJ,47 E Burgess St,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TRQA1,false,USD,2019-05-20,a104W00000FuSwjQAF,Sales Order #000001933,false,,Contact,,,Babu,411111,Babu Mumbai,S3cC7nvTH0SezBYdmrX48h46kat,52,false,,false,,1111,Mumbai,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001933,/aura,a184W00000Ejm3VQAR,IEbs40Lu3j9qU91k9wHwBM8pgLy,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,30,OGgsexNwSaH2mAeR86oZJ2wkD8O,Purchase,,2020,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,257,1000 - Cash,3,,,,,
a0z4W00000hqLAvQAM,false,0000000144,38,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,2500,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,,0034W00002AU8TRQA1,false,USD,,,,false,,,,,,,,,,false,,false,,,,,,,,,,false,,,a184W00000Ejm3VQAR,,,,false,,false,,,false,,,,,,In-Progress  Pending,,false,25,,,,,25,,,false,false,false,,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,257,,3,,,,,
a0z4W00000hqLAwQAM,false,0000000145,39,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,2500,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,,0034W00002AU8TRQA1,false,USD,,,,false,,,,,,,,,,false,,false,,,,,,,,,,false,,,a184W00000Ejm3VQAR,,,,false,,false,,,false,,,,,,In-Progress  Pending,,false,25,,,,,25,,,false,false,false,,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,257,,3,,,,,
a0z4W00000hqLAxQAM,false,0000000146,40,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,2500,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,,0034W00002AU8TRQA1,false,USD,,,,false,,,,,,,,,,false,,false,,,,,,,,,,false,,,a184W00000Ejm3VQAR,,,,false,,false,,,false,,,,,,In-Progress  Pending,,false,25,,,,,25,,,false,false,false,,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,257,,3,,,,,
a0z4W00000hqLAyQAM,false,0000000147,41,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,2500,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8WwQAL,false,USD,2019-06-11,a104W00000FuSwjQAF,Sales Order #000001947,false,,Contact,,,Amber,411111,Amber MCann,S3cC7nvTH0SezBYdmrX48h46kat,59,false,,false,,1111,MCann,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001947,/aura,a184W00000Ejm3VQAR,Yn4bDi5FOHfpL0qyXQzsSWDwbvv,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,25,VJk9KwQOG2v9eitvDCtG2dcj5v5,Purchase,,2038,25,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,259,1000 - Cash,3,,,,,
a0z4W00000hqLAzQAM,false,0000000148,42,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,1000000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8WxQAL,false,USD,2019-06-20,a104W00000FuSwjQAF,Sales Order #000001950,false,,Contact,,,Adhip,411111,Adhip Pokharel,S3cC7nvTH0SezBYdmrX48h46kat,46,false,,false,,1111,Pokharel,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001950,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,AS37et4X2pPgyDdzvwpTyttEvWC,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,10000,4Vm8ByClToZNRo1hrGpP1ntTLwh,Purchase,,2021,10000,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,260,1000 - Cash,3,,,,,
a0z4W00000hqLB0QAM,false,0000000149,43,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,7500,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TYQA1,false,USD,2019-06-20,a104W00000FuSwjQAF,Sales Order #000001951,false,,Contact,,,Mo,411111,Mo Salah,S3cC7nvTH0SezBYdmrX48h46kat,63,false,,false,,1111,Salah,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001951,/aura,a184W00000Ejm3VQAR,SAbquuIZdUl4gQt4fSeR1fJyYDR,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,75,XOHEgssTcyAmgPG6ow2m3EfklWj,Purchase,,2022,75,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,262,1000 - Cash,3,,,,,
a0z4W00000hqLB1QAM,false,0000000150,44,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,7500,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TYQA1,false,USD,2019-06-20,a104W00000FuSwjQAF,Sales Order #000001952,false,,Contact,,,Henry,411111,Henry Henry,S3cC7nvTH0SezBYdmrX48h46kat,51,false,,false,,1111,Henry,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001952,/aura,a184W00000Ejm3VQAR,O4oFintm4Ji3q1bT8xkZP4vjswB,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,75,AGc5l5ZbnOAnduYrHr884W34O1o,Purchase,,2022,75,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,262,1000 - Cash,3,,,,,
a0z4W00000hqL8RQAU,false,0000000200,45,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,27500,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2020-01-02,a104W00000FuSwjQAF,Sales Order #000002137,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,66,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,000002137,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,NV5iU9SKzpwLlfrZ2Chb5YWmyUg,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,275,3ZFqLdzcfURrooPfv89FyAsugtc,Purchase,,2022,275,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqL8QQAU,false,0000000201,46,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,15000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TrQAL,false,USD,2020-01-02,a104W00000FuSwjQAF,Sales Order #000002138,false,,Contact,,,Will,411111,Will Brown,S3cC7nvTH0SezBYdmrX48h46kat,59,false,,false,,1111,Brown,,,Succeeded!,1,,,false,000002138,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,MkMVnFsIWcKATOf91uOVDy2JMxq,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,150,GBZMrP7xKV86T6f8RVNPBsRgjK7,Purchase,,2022,150,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,75,1000 - Cash,3,,,,,
a0z4W00000hqL8SQAU,false,0000000202,47,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,89500,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8T6QAL,false,USD,2020-01-03,a104W00000FuSwjQAF,Sales Order #000002141,false,,Account,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,65,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,000002141,/aura,a184W00000Ejm3VQAR,HobMnLnewFtN3JxSNZSq4oWBBJH,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,895,SF1lsubEAF33Zkb86NKAfea7zKN,Purchase,,2020,895,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqL8TQAU,false,0000000203,48,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,17500,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,Virginia,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-01-15,a104W00000FuSwjQAF,Sales Order #000002145,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,67,false,,false,,1111,Qureshi,,,Succeeded!,1,,,false,000002145,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,MYqiyhvIBFhVWeCOGz3s4NFs6IT,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,175,2tN81XXGSC6hYXdWmu00TFiXuK0,Purchase,,2027,175,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,,,,,
a0z4W00000hqL8UQAU,false,0000000204,49,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,250000,,,0014W000021flzTQAQ,,,,,,,Arlington,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8RzQAL,false,USD,2020-01-16,a104W00000FuSwjQAF,Sales Order #000002146,false,,Contact,,,Jim,411111,Jim Nugget,S3cC7nvTH0SezBYdmrX48h46kat,61,false,,false,,1111,Nugget,,,Succeeded!,1,,,false,000002146,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,2egpQwc1hGrqEq7QMcUpZGeax7B,credit_card,a194W000009Hjm6QAC,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,2500,A75xGkEbvnyS8riughNWmavoGcD,Purchase,,2022,2500,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,82,,FON-International Association,246,1000 - Cash,3,3,,,,
a0z4W00000hqL8VQAU,false,0000000205,50,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,229167,,,0014W000021flzSQAQ,,,,,,,Thái Nguyên,KG,132431543,,qewdasdsad,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8S9QAL,false,USD,2020-02-06,a104W00000FuSwjQAF,,false,,Contact,,,Caroline,411111,Caroline Qureshi,S3cC7nvTH0SezBYdmrX48h46kat,46,false,,false,,1111,Qureshi,,,Succeeded!,4,,,false,0000000205,/aura,a184W00000Ejm3VQAR,FRZuIvWWiVoeW2bdn2YxYDwm57c,credit_card,,false,,false,,,false,,,,,,Success,cached,true,2291.67,Veir9pa4GxCkMUKs5ZElkLHfpLA,Purchase,,2020,2291.67,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,58,1000 - Cash,3,,,,,
