Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Invoice__c,OrderApi__Activation_Date__c,OrderApi__Adjustment_Reason__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Credit_Memo__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Parent_Sales_Order_Line__c,OrderApi__Posted_Date__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__AR_Account__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Invoice_Line__c,OrderApi__Is_Child_Line__c,OrderApi__Payment_Priority__c,OrderApi__Credit_Note__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Credit_Memo__r.External_Id__c,OrderApi__GL_Account__r.Name,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Parent_Sales_Order_Line__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,OrderApi__AR_Account__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Credit_Note__r.External_Id__c
a114W00000LFqUkQAL,false,0000001722,370,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 2b: Quality Assurance in Modern Organizations,0,,,false,,1,40,a1I4W00000H4K7ZUAV,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,40,false,0,40,a104W00000FuSwjQAF,0,0,0,40,,0,,false,,,,,345,FON-International Association,,1000 - Cash,,,,,1848,,,1000 - Cash,,,
a114W00000LFqUlQAL,false,0000001723,371,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Session 3: Round Table,0,,,false,,1,0,a1I4W00000H4K7aUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,345,FON-International Association,,1000 - Cash,,,,,1836,,,1000 - Cash,,,
a114W00000LFqUmQAL,false,0000001724,372,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjq8QAA,Session 4a: Building Successful Teams,0,,,false,,1,0,a1I4W00000H4K7bUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,345,FON-International Association,,1000 - Cash,95,435,,,1837,,,1000 - Cash,,,
a114W00000LFqUnQAL,false,0000001725,373,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqAQAQ,Executive Reception & Dinner,25,,,false,,1,25,a1I4W00000H4K7cUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,25,false,0,25,a104W00000FuSwjQAF,0,0,0,25,,0,,false,,,,,345,FON-International Association,,1000 - Cash,95,436,,,1839,,,1000 - Cash,,,
a114W00000LFqUoQAL,false,0000001726,374,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqKQAQ,Networking Breakfast,15,,,false,,1,15,a1I4W00000H4K7dUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,15,false,0,15,a104W00000FuSwjQAF,0,0,0,15,,0,,false,,,,,345,FON-International Association,,1000 - Cash,95,437,,,1842,,,1000 - Cash,,,
a114W00000LFqUpQAL,false,0000001727,375,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqGQAQ,Season 7a: Maximizing ROI,0,,,false,,1,0,a1I4W00000H4K7eUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,345,FON-International Association,,1000 - Cash,95,470,,,1849,,,1000 - Cash,,,
a114W00000LFqUqQAL,false,0000001728,376,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqCQAQ,Season 7b: Minimizing Conflict in High Stress Situations,0,,,false,,1,0,a1I4W00000H4K7fUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,345,FON-International Association,,1000 - Cash,95,471,,,1850,,,1000 - Cash,,,
a114W00000LFqUrQAL,false,0000001729,377,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEveQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqMQAQ,Closing Keynote,0,,,false,,1,0,a1I4W00000H4K7gUAF,Chillicothe,Loretta Riley,United States,45601,Ohio,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,345,FON-International Association,,1000 - Cash,95,472,,,1851,,,1000 - Cash,,,
a114W00000LFqUsQAL,false,0000001730,378,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEvfQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Member Registration 2015 Conference,0,,,false,,1,200,a1I4W00000H4K7hUAF,Lake,Esther Wilson,United States,48632,Michigan,,,,200,false,0,200,a104W00000FuSwjQAF,0,0,0,200,,0,,false,,,,,346,FON-International Association,,1000 - Cash,,,,,1852,,,1000 - Cash,,,
a114W00000LFqUtQAL,false,0000001731,379,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEvfQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000H4K7iUAF,Lake,Esther Wilson,United States,48632,Michigan,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,346,FON-International Association,,1000 - Cash,,,,,1853,,,1000 - Cash,,,
a114W00000LFqUuQAL,false,0000001732,380,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEvfQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqKQAQ,Networking Breakfast,15,,,false,,1,15,a1I4W00000H4K7jUAF,Lake,Esther Wilson,United States,48632,Michigan,,,,15,false,0,15,a104W00000FuSwjQAF,0,0,0,15,,0,,false,,,,,346,FON-International Association,,1000 - Cash,95,437,,,1854,,,1000 - Cash,,,
a114W00000LFqUvQAL,false,0000001733,381,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEvfQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqHQAQ,Season 5: Managing Complex Projects,0,,,false,,1,0,a1I4W00000H4K7kUAF,Lake,Esther Wilson,United States,48632,Michigan,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,346,FON-International Association,,1000 - Cash,95,438,,,1855,,,1000 - Cash,,,
a114W00000LFqUwQAL,false,0000001734,382,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEvfQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDYQA2,a154W000008mjqFQAQ,Season 6: A Step Ahead: Anticipating Change,0,,,false,,1,0,a1I4W00000H4K7lUAF,Lake,Esther Wilson,United States,48632,Michigan,,,,0,false,0,0,a104W00000FuSwjQAF,0,0,0,0,,0,,false,,,,,346,FON-International Association,,1000 - Cash,95,439,,,725,,,1000 - Cash,,,
a114W00000LFqGGQA1,false,0000002202,383,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwdQAF,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDDQA2,a154W000008mjpIQAQ,Baseball Hat,25,,,false,a1C4W000006w73IUAQ,1,25,a1I4W00000H4KHuUAN,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,,,25,false,0,25,a104W00000FuSwkQAF,0,0,0,25,0034W00002AU8UVQA1,0,,false,1,,,,501,FON-International Association,,1000 - Cash,116,513,,346,247,,,1100 - Accounts Receivable,279,,
a114W00000LFqZaQAL,false,0000002203,384,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEweQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,502,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZbQAL,false,0000002204,385,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwfQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,503,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZcQAL,false,0000002205,386,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwgQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,504,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZdQAL,false,0000002206,387,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwhQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,505,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZeQAL,false,0000002207,388,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwiQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,532,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZfQAL,false,0000002208,389,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwjQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,533,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZgQAL,false,0000002209,390,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwkQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,534,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZhQAL,false,0000002210,391,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwlQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,535,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZiQAL,false,0000002211,392,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwmQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,536,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZjQAL,false,0000002212,393,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwnQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,537,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZkQAL,false,0000002213,394,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwoQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.13,a1I4W00000H4KHxUAN,,,,,,,a1R4W0000048ZSQUA2,,4.13,false,0,4.13,a104W00000FuSwkQAF,0,0,0,4.13,,0,,false,,,,,538,FON-International Association,,1000 - Cash,120,30,,,250,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZlQAL,false,0000002214,395,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwpQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHyUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,539,FON-International Association,,1000 - Cash,120,30,,,251,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZmQAL,false,0000002215,396,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwqQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHyUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,540,FON-International Association,,1000 - Cash,120,30,,,251,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqZnQAL,false,0000002216,397,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEwrQAF,2018-10-01,,true,a0o4W00000MOvweQAD,true,,false,2019-09-30,a104W00000FuSwjQAF,false,false,false,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,Associations Today Magazine,50,,,true,,1,4.17,a1I4W00000H4KHyUAN,,,,,,,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,a104W00000FuSwkQAF,0,0,0,4.17,,0,,false,,,,,541,FON-International Association,,1000 - Cash,120,30,,,251,FON-1 Year Anniversary with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqH6QAL,false,0000002457,398,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEp8QAF,2020-03-30,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4Jw9UAF,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,283,FON-International Association,,4100 - Organization Membership Income,123,219,,,1654,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqH7QAL,false,0000002458,399,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEp9QAF,2020-03-30,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4Jw9UAF,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,284,FON-International Association,,4100 - Organization Membership Income,123,219,,,1654,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqH8QAL,false,0000002459,400,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:25.000+0000,2020-09-28T06:37:26.000+0000,a124W00000LbEpAQAV,2020-03-30,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.63,a1I4W00000H4Jw9UAF,,,,,,,a1R4W0000048ZSOUA2,,416.63,false,0,416.63,a104W00000FuSwkQAF,0,0,0,416.63,,0,,false,,,,,285,FON-International Association,,4100 - Organization Membership Income,123,219,,,1654,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqH9QAL,false,0000002460,401,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpBQAV,2020-03-30,,true,,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4Jw9UAF,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,286,,,4100 - Organization Membership Income,123,219,,,1654,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqFVQA1,false,0000002461,402,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpEQAV,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSwmQAF,false,false,false,false,false,a134W000008hIDCQA2,a154W000008mjp0QAA,Book,100,,,false,a1C4W000006w74CUAQ,1,100,a1I4W00000H4JwAUAV,Washington,Sabrina Crawley 6,United States,20500,DC,1600 Pennsylvania Avenue Northwest,,,100,false,0,100,a104W00000FuSwkQAF,0,0,0,100,0034W00002AU8SRQA1,0,,false,,,,,287,FON-International Association,,4000 - Income,117,536,,349,1655,,,1100 - Accounts Receivable,123,,
a114W00000LFqFWQA1,false,0000002462,403,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpEQAV,,,true,a0o4W00000MOvweQAD,true,,false,,a104W00000FuSxEQAV,false,false,false,true,false,a134W000008hIDEQA2,a154W000008mjp2QAA,Fedex Regular - US,5,,,false,a1C4W000006w73JUAQ,1,5,a1I4W00000H4JwBUAV,Washington,Sabrina Crawley 6,United States,20500,DC,1600 Pennsylvania Avenue Northwest,,,5,false,0,5,a104W00000FuSwkQAF,0,0,0,5,0034W00002AU8SRQA1,0,,false,,,,,287,FON-International Association,,6055 - Shipping,115,114,,550,1656,,,1100 - Accounts Receivable,123,,
a114W00000LFqHAQA1,false,0000002463,404,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpFQAV,2020-03-31,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4JwCUAV,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,288,FON-International Association,,4100 - Organization Membership Income,123,219,,,1657,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqHBQA1,false,0000002464,405,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpGQAV,2020-03-31,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4JwCUAV,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,289,FON-International Association,,4100 - Organization Membership Income,123,219,,,1657,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqHCQA1,false,0000002465,406,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpHQAV,2020-03-31,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4JwCUAV,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,290,FON-International Association,,4100 - Organization Membership Income,123,219,,,1657,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
a114W00000LFqHDQA1,false,0000002466,407,2020-08-28T02:16:22.000+0000,2020-09-28T06:37:26.000+0000,2020-09-28T06:37:27.000+0000,a124W00000LbEpIQAV,2020-03-31,,true,a0o4W00000MOvweQAD,true,,false,2020-12-31,a104W00000FuSx9QAF,false,false,false,false,false,a134W000008hIDMQA2,a154W000008mjplQAA,Company Membership,5000,,,true,,1,416.67,a1I4W00000H4JwCUAV,,,,,,,a1R4W0000048ZSOUA2,,416.67,false,0,416.67,a104W00000FuSwkQAF,0,0,0,416.67,,0,,false,,,,,291,FON-International Association,,4100 - Organization Membership Income,123,219,,,1657,FON-1 Year Calendar with Installments,,1100 - Accounts Receivable,,,
