Id,OrderApi__Sales_Order__c,OrderApi__Term__c,Name,OrderApi__AR_Account__c,OrderApi__Scheduled_Payment__c,OrderApi__Subscription__c,OrderApi__Account__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Due_Date__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Days_Overdue__c,OrderApi__Description__c,OrderApi__Due_Date__c,OrderApi__Entity__c,OrderApi__Has_Payments__c,OrderApi__Has_Refunds__c,OrderApi__Invoice_Date__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Overdue__c,OrderApi__Is_Paid__c,OrderApi__Is_Posted__c,OrderApi__Is_Voided__c,OrderApi__Memo__c,OrderApi__Paid_Date__c,OrderApi__Payment_Count__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Refund_Count__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Total__c,OrderApi__Voided_Date__c,OrderApi__Adjustments__c,OrderApi__Item_Count__c,OrderApi__Subtotal__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Encrypted_Id__c,FontevaReports__Posted_Age__c,OrderApi__Sales_Order__r.Id,OrderApi__Term__r.Id,OrderApi__AR_Account__r.Id,OrderApi__Scheduled_Payment__r.Id,OrderApi__Subscription__r.Id,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.Id,OrderApi__Payment_Terms__r.Id
a124W00000MTdkmQAD,a1J4W00000CgG7FUAV,,000000620,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,0,0,208.33,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohLQAR,0,Fonteva Default Contact,,0,,2020-01-07,,false,false,2020-01-07,false,false,false,false,false,,,0,a1A4W00000F6ZX2UAN,,0,,Fonteva Default Contact,,,,,Draft,208.33,,0,1,208.33,0,7NgdYN/hxKmabrYEH0TSyIP4HTTwNWT29RJ4OIA4rsc=,,a1J4W00000CgG7FUAV,,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,FON-International Association,0034W00002DpohLQAR,a1A4W00000F6ZX2UAN
a124W00000MTdknQAD,a1J4W00000CgG7FUAV,,000000621,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,0,0,208.33,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohLQAR,0,Fonteva Default Contact,,0,,2020-02-07,,false,false,2020-02-07,false,false,false,false,false,,,0,a1A4W00000F6ZX2UAN,,0,,Fonteva Default Contact,,,,,Draft,208.33,,0,1,208.33,0,Zy0qK9nFYIGkO8MBdrmuWrp3I/oyxZHZhdEXJsnGDFg=,,a1J4W00000CgG7FUAV,,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,FON-International Association,0034W00002DpohLQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkoQAD,a1J4W00000CgG7FUAV,,000000622,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,0,0,208.33,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohLQAR,0,Fonteva Default Contact,,0,,2020-03-07,,false,false,2020-03-07,false,false,false,false,false,,,0,a1A4W00000F6ZX2UAN,,0,,Fonteva Default Contact,,,,,Draft,208.33,,0,1,208.33,0,2IlpR3YmxTt+048FinxB7wgIAWPhHeiH0Arr2nTIcJY=,,a1J4W00000CgG7FUAV,,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,FON-International Association,0034W00002DpohLQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkpQAD,a1J4W00000CgG7FUAV,,000000623,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,0,0,208.37,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohLQAR,0,Fonteva Default Contact,,0,,2020-04-07,,false,false,2020-04-07,false,false,false,false,false,,,0,a1A4W00000F6ZX2UAN,,0,,Fonteva Default Contact,,,,,Draft,208.37,,0,1,208.37,0,dMoDlzYts2pi7LTYckxypuIJ9Ikf4z4BTS+GRPEewxY=,,a1J4W00000CgG7FUAV,,a104W00000G3d1FQAR,,,0014W000025FRmIQAW,FON-International Association,0034W00002DpohLQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkqQAD,a1J4W00000CgG7TUAV,a1H4W00000BB53sUAD,000000624,a104W00000G3d1FQAR,,a1S4W000004D1S7UAK,0014W000025FRkNQAW,0,0,25,,Babu Mumbai,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpodwQAB,0,Babu Mumbai,052019,500,,2019-05-20,,false,false,2019-05-20,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2019-05-20,0,,Babu Mumbai,,,,,Overdue,25,,0,1,25,0,yyuajT+Bz4/H6Kc9sEVMyPWx/00az4/88jWamQR3n9U=,500,a1J4W00000CgG7TUAV,a1H4W00000BB53sUAD,a104W00000G3d1FQAR,,a1S4W000004D1S7UAK,0014W000025FRkNQAW,FON-International Association,0034W00002DpodwQAB,a1A4W00000F6ZX2UAN
a124W00000MTdkYQAT,a1J4W00000CgG5RUAV,a1H4W00000BB546UAD,000000598,a104W00000G3d1FQAR,,a1S4W000004D1TrUAK,0014W000025FRmIQAW,0,0,525,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohLQAR,0,Fonteva Default Contact,ABC123,624,,2019-01-16,Contact,false,false,2019-01-16,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2019-01-16,0,,Fonteva Default Contact,,,,,Overdue,525,,0,3,525,0,cxEkw5do/9BrnksAOlgyR+BQcTBuiuAIfro1w72I7Ak=,624,a1J4W00000CgG5RUAV,a1H4W00000BB546UAD,a104W00000G3d1FQAR,,a1S4W000004D1TrUAK,0014W000025FRmIQAW,FON-International Association,0034W00002DpohLQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkZQAT,a1J4W00000CgG5XUAV,a1H4W00000BB547UAD,000000599,a104W00000G3d1FQAR,,a1S4W000004D1TsUAK,0014W000025FRmIQAW,0,0,515,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohLQAR,0,Fonteva Default Contact,123445,618,,2019-01-22,Contact,false,false,2019-01-22,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2019-01-22,0,,Fonteva Default Contact,,,,,Overdue,515,,0,3,515,0,FZJJfwzGoo403oNiiQfWlEAITPzWDldS30k+dGM1CKA=,618,a1J4W00000CgG5XUAV,a1H4W00000BB547UAD,a104W00000G3d1FQAR,,a1S4W000004D1TsUAK,0014W000025FRmIQAW,FON-International Association,0034W00002DpohLQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkaQAD,a1J4W00000CgG66UAF,,000000605,a104W00000G3d1FQAR,,,0014W000025FRkNQAW,0,0,175,,James Radcliff,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpohFQAR,0,James Radcliff,2342343,591,,2019-02-18,Contact,false,false,2019-02-18,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2019-02-18,0,,James Radcliff,,,,,Overdue,175,,0,5,175,0,IeC7rwRTNVLccfBnWPMp97N+QgZoY86PQXFqNVNU+UE=,591,a1J4W00000CgG66UAF,,a104W00000G3d1FQAR,,,0014W000025FRkNQAW,FON-International Association,0034W00002DpohFQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkrQAD,a1J4W00000CgG7jUAF,a1H4W00000BB53uUAD,000000625,a104W00000G3d1FQAR,,a1S4W000004D1S9UAK,0014W000025FRl7QAG,0,0,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofmQAB,0,Aaron Marsh,,0,,2019-06-21,Contact,false,false,2019-06-21,false,false,false,false,true,,,0,a1A4W00000F6ZX2UAN,2019-06-21,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,Voided,150,2019-06-21,-150,2,150,-150,aHQkcBJxaht7jgGsKjfAE3p8ab1iYRBBIjz0NHXl7RY=,468,a1J4W00000CgG7jUAF,a1H4W00000BB53uUAD,a104W00000G3d1FQAR,,a1S4W000004D1S9UAK,0014W000025FRl7QAG,FON-International Association,0034W00002DpofmQAB,a1A4W00000F6ZX2UAN
a124W00000MTdksQAD,a1J4W00000CgG7kUAF,a1H4W00000BB53vUAD,000000626,a104W00000G3d1FQAR,,a1S4W000004D1SAUA0,0014W000025FRl7QAG,0,0,25,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofmQAB,0,Aaron Marsh,,0,,2019-06-21,Contact,false,false,2019-06-21,true,false,false,false,false,,,0,a1A4W00000F6ZX2UAN,2019-06-21,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,Cancelled,25,,0,1,25,0,jcv4ZHFnp/C16Z+9HJqMRKH7ykifxgj4/rHlv7+JsRs=,468,a1J4W00000CgG7kUAF,a1H4W00000BB53vUAD,a104W00000G3d1FQAR,,a1S4W000004D1SAUA0,0014W000025FRl7QAG,FON-International Association,0034W00002DpofmQAB,a1A4W00000F6ZX2UAN
a124W00000MTdktQAD,a1J4W00000CgG7lUAF,a1H4W00000BB53wUAD,000000627,a104W00000G3d1FQAR,,a1S4W000004D1SBUA0,0014W000025FRl7QAG,0,0,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofmQAB,0,Aaron Marsh,,0,,2019-06-21,Contact,false,false,2019-06-21,false,false,false,false,true,,,0,a1A4W00000F6ZX2UAN,2019-06-21,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,Voided,25,2019-06-21,-25,2,25,-25,jEDtVckOJGaa0FPhDZI7p20hFi6cXEWQcAqaleqPjqw=,468,a1J4W00000CgG7lUAF,a1H4W00000BB53wUAD,a104W00000G3d1FQAR,,a1S4W000004D1SBUA0,0014W000025FRl7QAG,FON-International Association,0034W00002DpofmQAB,a1A4W00000F6ZX2UAN
a124W00000MTdkuQAD,a1J4W00000CgG7mUAF,a1H4W00000BB53xUAD,000000628,a104W00000G3d1FQAR,,a1S4W000004D1SCUA0,0014W000025FRl7QAG,0,0,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofmQAB,0,Aaron Marsh,,0,,2019-06-21,Contact,false,false,2019-06-21,false,false,true,true,false,,2019-06-21,0,a1A4W00000F6ZX2UAN,2019-06-21,0,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,Paid,25,,-25,2,25,-25,osBiH6ooCI4yVbHP6flYGTauNCytbr40dNl9lJtuo9o=,468,a1J4W00000CgG7mUAF,a1H4W00000BB53xUAD,a104W00000G3d1FQAR,,a1S4W000004D1SCUA0,0014W000025FRl7QAG,FON-International Association,0034W00002DpofmQAB,a1A4W00000F6ZX2UAN
a124W00000MTde4QAD,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000795,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.67,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,0,,2020-10-08,Account,false,false,2020-10-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,z5dg32FKNMGAJumTsYXaNtZ3O+WvtiBRMlM6rnmSwKg=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTde5QAD,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000796,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.67,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,0,,2020-11-08,Account,false,false,2020-11-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,t02oFa/MeBF4g+V972nGm4xoIKeDRXaWbaKSSTUBFcU=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTde6QAD,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000797,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.67,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,0,,2020-12-08,Account,false,false,2020-12-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,rsUAJy+fD+4wgSjrzyx+3RsQXstbo31i8xklASdyTeI=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTde7QAD,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000798,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.67,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,0,,2021-01-08,Account,false,false,2021-01-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,Wpgjqjo/2UyGdSuli4Vq3Nt16CChvEwb1t4QuXpwIR4=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTde8QAD,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000799,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.67,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,0,,2021-02-08,Account,false,false,2021-02-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,9pse6AJn9V5/MV3z/Zo8iWOlkzQjhM4ilFKPv4vcoQU=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTde9QAD,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000800,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.63,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,0,,2021-03-08,Account,false,false,2021-03-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Posted,416.63,,0,1,416.63,0,8gqi490zVPrCjOgS9tAGjzgI66eTbmUJKma88eHF6g0=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTdeAQAT,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,000000801,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,0,0,416.67,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocqQAB,0,"EUT-XYZ, Inc. 3",,176,,2020-04-08,Account,false,false,2020-04-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,wssTzs4FSCWBcaR4jCw0HmjBvbjpnNp/H6k0UUmsNNE=,176,a1J4W00000CgFsnUAF,a1H4W00000BB53XUAT,a104W00000G3d1FQAR,,a1S4W000004D1RoUAK,0014W000025FRkXQAW,FON-International Association,0034W00002DpocqQAB,a1A4W00000F6ZX2UAN
a124W00000MTdeBQAT,a1J4W00000CgFsoUAF,,000000802,a104W00000G3d1FQAR,,,0014W000025FRkYQAW,0,,105,Washington,Sabrina Crawley 4,United States,,District of Columbia,1600 Pennsylvania Avenue,a0o4W00000M5SknQAF,true,true,false,0034W00002DpocsQAB,,Sabrina Crawley 4,,176,,2020-04-08,Contact,false,false,2020-04-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Washington,Sabrina Crawley 4,United States,20500,DC,1600 Pennsylvania Avenue Northwest,Overdue,105,,0,2,105,,/eYoWV51lxlGLJzRa9aNqN0fA9ZsSYMX8/XbNy0TSnQ=,176,a1J4W00000CgFsoUAF,,a104W00000G3d1FQAR,,,0014W000025FRkYQAW,FON-International Association,0034W00002DpocsQAB,a1A4W00000F6ZX2UAN
a124W00000MTdeCQAT,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,000000803,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,0,0,416.67,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocsQAB,0,"EUT-XYZ, Inc. 4",,146,,2020-05-08,Account,false,false,2020-05-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,skaVTZshx3Cgi/8W2WAztnk8Q7PJf5CA+4jlyH9YElE=,176,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,FON-International Association,0034W00002DpocsQAB,a1A4W00000F6ZX2UAN
a124W00000MTdeDQAT,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,000000804,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,0,0,416.67,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocsQAB,0,"EUT-XYZ, Inc. 4",,115,,2020-06-08,Account,false,false,2020-06-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,8jUO473sJrtJD71qh5MnC3Xxowp+Kn2BXp88g/rFp9c=,176,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,FON-International Association,0034W00002DpocsQAB,a1A4W00000F6ZX2UAN
a124W00000MTdeEQAT,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,000000805,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,0,0,416.67,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocsQAB,0,"EUT-XYZ, Inc. 4",,85,,2020-07-08,Account,false,false,2020-07-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,g6ScGOx2QXplfGBMoIwo1KCX+ec6ToK71I6pFH3jS40=,176,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,FON-International Association,0034W00002DpocsQAB,a1A4W00000F6ZX2UAN
a124W00000MTdeFQAT,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,000000806,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,0,0,416.67,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocsQAB,0,"EUT-XYZ, Inc. 4",,54,,2020-08-08,Account,false,false,2020-08-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,v7KZ8ZRVeit1vaLbJt68pv0dA0qX8QeKu/QGnnSaMok=,176,a1J4W00000CgFspUAF,a1H4W00000BB53YUAT,a104W00000G3d1FQAR,,a1S4W000004D1RpUAK,0014W000025FRkYQAW,FON-International Association,0034W00002DpocsQAB,a1A4W00000F6ZX2UAN
a124W00000MTdhIQAT,a1J4W00000CgFwlUAF,,000000355,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,0,0,300,Chicago,Beatrice Cohen,United States,60640,Illinois,1507 W Sunnyside Ave,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofjQAB,0,Beatrice Cohen,,1414,,2016-11-17,Contact,false,false,2016-11-17,false,true,false,true,false,,2017-01-05,0,a1A4W00000F6ZX2UAN,2016-11-17,0,Chicago,Beatrice Cohen,United States,60640,Illinois,1507 W Sunnyside Ave,Overdue,300,,0,3,300,0,Hl6F021zakmp6ocBznLVi2SrCQkcJSHLUPfpoZMxxks=,1414,a1J4W00000CgFwlUAF,,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,FON-International Association,0034W00002DpofjQAB,a1A4W00000F6ZX2UAN
a124W00000MTdhJQAT,a1J4W00000CgFwnUAF,,000000356,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,0,0,0,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,a0o4W00000M5SknQAF,true,true,true,0034W00002DpoddQAB,0,Verna Rice,,0,,2015-03-17,Contact,false,false,2015-03-17,false,false,true,true,false,,2015-04-19,0,a1A4W00000F6ZX2UAN,2015-03-17,0,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,Paid,25,,-25,4,25,-25,hlzZ8JWDxlAHZdtc1JPapH+vdnnbhxn9yflEb4t2WeA=,2025,a1J4W00000CgFwnUAF,,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,FON-International Association,0034W00002DpoddQAB,a1A4W00000F6ZX2UAN
a124W00000MTdhKQAT,a1J4W00000CgFwpUAF,,000000357,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,0,0,75,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofkQAB,0,Nellie Ford,,1514,,2016-08-09,Contact,false,false,2016-08-09,false,true,false,true,false,,2016-08-24,0,a1A4W00000F6ZX2UAN,2016-08-09,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,Overdue,75,,0,3,75,0,6S5LVoUGW3oaqL/aZ7U5QGrlAEYAnGJrK+OB0NrDWQs=,1514,a1J4W00000CgFwpUAF,,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,FON-International Association,0034W00002DpofkQAB,a1A4W00000F6ZX2UAN
a124W00000MTdhLQAT,a1J4W00000CgFwqUAF,,000000358,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,0,0,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofkQAB,0,Nellie Ford,,0,,2016-06-14,Contact,false,false,2016-06-14,false,false,true,true,false,,2016-06-30,0,a1A4W00000F6ZX2UAN,2016-06-14,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,Paid,5,,-5,3,5,-5,me3GLqljUY3ibuSlzCLX7WiyutqY5QNF87JG9hEv8uM=,1570,a1J4W00000CgFwqUAF,,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,FON-International Association,0034W00002DpofkQAB,a1A4W00000F6ZX2UAN
a124W00000MTdhMQAT,a1J4W00000CgFwrUAF,,000000359,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,0,0,0,New York,Amy Christensen,United States,10017,New York,529 5th Ave,a0o4W00000M5SknQAF,true,true,true,0034W00002DpoflQAB,0,Amy Christensen,,0,,2017-07-25,Contact,false,false,2017-07-25,false,false,true,true,false,,2017-08-23,0,a1A4W00000F6ZX2UAN,2017-07-25,0,New York,Amy Christensen,United States,10017,New York,529 5th Ave,Paid,25,,-25,4,25,-25,UsI+h1kp7nVs6AJD+RhdoNngWmGxlJ+LUBar5MzabVg=,1164,a1J4W00000CgFwrUAF,,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,FON-International Association,0034W00002DpoflQAB,a1A4W00000F6ZX2UAN
a124W00000MTdhNQAT,a1J4W00000CgFwtUAF,,000000360,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,0,0,2500,Williamsville,Aaron Marsh,United States,14221,New York,1042 N Forest Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofmQAB,0,FON-Berkshire Hathaway,,1456,,2016-10-06,Account,false,false,2016-10-06,false,true,false,true,false,,2016-10-18,0,a1A4W00000F6ZX2UAN,2016-10-06,0,Northeast,Aaron Marsh,United States,20017,Washington DC,3110 10th street,Overdue,2500,,0,3,2500,0,dje2uWeGTHEJrFPNHGcoTKqTQd3L7SqJz46zkrDWaMo=,1456,a1J4W00000CgFwtUAF,,a104W00000G3d1EQAR,,,0014W000025FRl7QAG,FON-International Association,0034W00002DpofmQAB,a1A4W00000F6ZX2UAN
