Id,Name,OrderApi__Receipt__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Balance_Due__c,OrderApi__Invoice_Customer_Link__c,OrderApi__Invoice_Due_Date__c,OrderApi__Invoice__c,OrderApi__Is_Refund__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Receipt_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__EPayment_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Item_Name__c,OrderApi__Sales_Order__c,Source_Code__c,OrderApi__Receipt__r.Id,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Price_Rule__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.Id,OrderApi__Receipt_Line__r.Id,OrderApi__Contact__r.Id,OrderApi__Invoice_Line__r.Id,OrderApi__EPayment_Line__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Sales_Order__r.Id
a1D4W0000061v6BUAQ,0000002052,a1E4W00000DtYEmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S9QAI,Marketing Keynote with Lunch,0,true,,1,0,Redford,Rose Brixton,United States,48240,Michigan,19343 Norborne,,,0,false,0,0,false,,0034W00002DpodsQAB,,,,,,,,,a1E4W00000DtYEmUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGdQAO,a154W00000926S9QAI,,,,,0034W00002DpodsQAB,,,,
a1D4W0000061v6CUAQ,0000002053,a1E4W00000DtYEmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Season 7a: Maximizing ROI,0,true,,1,0,Redford,Rose Brixton,United States,48240,Michigan,19343 Norborne,,,0,false,0,0,false,,0034W00002DpodsQAB,,,,,,,,,a1E4W00000DtYEmUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGdQAO,a154W00000926S7QAI,,,,,0034W00002DpodsQAB,,,,
a1D4W0000061v6DUAQ,0000002054,a1E4W00000DtYEmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SCQAY,Golf Tournament,175,true,,1,175,Redford,Rose Brixton,United States,48240,Michigan,19343 Norborne,,,175,false,0,175,false,,0034W00002DpodsQAB,,,,,,,,,a1E4W00000DtYEmUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGdQAO,a154W00000926SCQAY,,,,,0034W00002DpodsQAB,,,,
a1D4W0000061v6EUAQ,0000002055,a1E4W00000DtYEnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RsQAI,Socks,10,true,,1,10,Muskegon,Anne Pratt,United States,49444,Michigan,3368 Black Creek Rd,,,10,false,0,10,false,,0034W00002DpogLQAR,,,,,,,,,a1E4W00000DtYEnUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RsQAI,,,,,0034W00002DpogLQAR,,,,
a1D4W0000061v6FUAQ,0000002056,a1E4W00000DtYEnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Muskegon,Anne Pratt,United States,49444,Michigan,3368 Black Creek Rd,,,0,false,0,0,false,,0034W00002DpogLQAR,,,,,,,,,a1E4W00000DtYEnUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpogLQAR,,,,
a1D4W0000061v6GUAQ,0000002057,a1E4W00000DtYEoUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926QmQAI,Water Bottles,30,true,,1,30,Urbana,Clara Flannigan,United States,61801,Illinois,1401 W Green St,,,30,false,0,30,false,,0034W00002DpofHQAR,,,,,,,,,a1E4W00000DtYEoUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926QmQAI,,,,,0034W00002DpofHQAR,,,,
a1D4W0000061v6HUAQ,0000002058,a1E4W00000DtYEpUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGgQAO,a154W00000926S5QAI,Homecoming Game Ticket,100,true,,1,100,ORPINGTON,Cora Klein,United Kingdom,BR5 3PJ,,9  OKEMORE GARDENS,,,100,false,0,100,false,,0034W00002DpogFQAR,,,,,,,,,a1E4W00000DtYEpUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGgQAO,a154W00000926S5QAI,,,,,0034W00002DpogFQAR,,,,
a1D4W0000061v6IUAQ,0000002059,a1E4W00000DtYEqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Sponsor Ticket,0,true,,1,150,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,150,false,0,150,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYEqUAN,FON-International Association,a104W00000G3d1EQAR,,,,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061v6JUAQ,0000002060,a1E4W00000DtYEqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Welcome Breakfast,0,true,,1,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,0,false,0,0,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYEqUAN,FON-International Association,a104W00000G3d1EQAR,,,,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061v6KUAQ,0000002061,a1E4W00000DtYEqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,0,false,0,0,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYEqUAN,FON-International Association,a104W00000G3d1EQAR,,,,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061v6LUAQ,0000002062,a1E4W00000DtYEqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,0,false,0,0,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYEqUAN,FON-International Association,a104W00000G3d1EQAR,,,,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061v6MUAQ,0000002258,a1E4W00000DtYEqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,0,false,0,0,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYEqUAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGdQAO,a154W00000926S6QAI,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061vB9UAI,0000002689,a1E4W00000DtYH6UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,N Flat Rock,Francis Riley,United States,48134,Michigan,28305 Sheeks Blvd,,,0,false,0,0,false,,0034W00002Dpof3QAB,,,,,,,,,a1E4W00000DtYH6UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002Dpof3QAB,,,,
a1D4W0000061vBAUAY,0000002690,a1E4W00000DtYH6UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,N Flat Rock,Francis Riley,United States,48134,Michigan,28305 Sheeks Blvd,,,0,false,0,0,false,,0034W00002Dpof3QAB,,,,,,,,,a1E4W00000DtYH6UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002Dpof3QAB,,,,
a1D4W0000061vBBUAY,0000002691,a1E4W00000DtYH7UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Blaine,Chris Bennett,United States,98230,Washington,4407 Masterson Rd,,,0,false,0,0,false,,0034W00002DpofdQAB,,,,,,,,,a1E4W00000DtYH7UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpofdQAB,,,,
a1D4W0000061vBCUAY,0000002692,a1E4W00000DtYH7UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Blaine,Chris Bennett,United States,98230,Washington,4407 Masterson Rd,,,0,false,0,0,false,,0034W00002DpofdQAB,,,,,,,,,a1E4W00000DtYH7UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpofdQAB,,,,
a1D4W0000061vBDUAY,0000002693,a1E4W00000DtYH8UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Chicago,Beatrice Cohen,United States,60640,Illinois,1507 W Sunnyside Ave,,,0,false,0,0,false,,0034W00002DpofjQAB,,,,,,,,,a1E4W00000DtYH8UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpofjQAB,,,,
a1D4W0000061vBEUAY,0000002694,a1E4W00000DtYH8UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Chicago,Beatrice Cohen,United States,60640,Illinois,1507 W Sunnyside Ave,,,0,false,0,0,false,,0034W00002DpofjQAB,,,,,,,,,a1E4W00000DtYH8UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpofjQAB,,,,
a1D4W0000061vBFUAY,0000002695,a1E4W00000DtYH9UAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,,,0,false,0,0,false,,0034W00002DpocTQAR,,,,,,,,,a1E4W00000DtYH9UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpocTQAR,,,,
a1D4W0000061vBGUAY,0000002696,a1E4W00000DtYH9UAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,,,0,false,0,0,false,,0034W00002DpocTQAR,,,,,,,,,a1E4W00000DtYH9UAN,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpocTQAR,,,,
a1D4W0000061vBHUAY,0000002697,a1E4W00000DtYHAUA3,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Harrisonburg,Sam Flannigan,United States,22801,Virginia,406 West Ave,,,0,false,0,0,false,,0034W00002DpofGQAR,,,,,,,,,a1E4W00000DtYHAUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpofGQAR,,,,
a1D4W0000061vBIUAY,0000002698,a1E4W00000DtYHAUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Harrisonburg,Sam Flannigan,United States,22801,Virginia,406 West Ave,,,0,false,0,0,false,,0034W00002DpofGQAR,,,,,,,,,a1E4W00000DtYHAUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpofGQAR,,,,
a1D4W0000061vBJUAY,0000002699,a1E4W00000DtYHBUA3,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,,,0,false,0,0,false,,0034W00002DpoezQAB,,,,,,,,,a1E4W00000DtYHBUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpoezQAB,,,,
a1D4W0000061vBKUAY,0000002700,a1E4W00000DtYHBUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Baltimore,Lucinda McKinney,United States,21218,Maryland,1500 Kingsway Road,,,0,false,0,0,false,,0034W00002DpoezQAB,,,,,,,,,a1E4W00000DtYHBUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpoezQAB,,,,
a1D4W0000061vBLUAY,0000002701,a1E4W00000DtYHCUA3,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,0,false,0,0,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYHCUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061vBMUAY,0000002702,a1E4W00000DtYHCUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Upper Darby,Nellie Ford,United States,19082,Pennsylvania,240 Ashby Rd,,,0,false,0,0,false,,0034W00002DpofkQAB,,,,,,,,,a1E4W00000DtYHCUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpofkQAB,,,,
a1D4W0000061vBNUAY,0000002703,a1E4W00000DtYHDUA3,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofxQAB,,,,,,Cloud Stress Ball,,,a1E4W00000DtYHDUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpofxQAB,,,,
a1D4W0000061vBOUAY,0000002704,a1E4W00000DtYHDUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofxQAB,,,,,,,,,a1E4W00000DtYHDUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpofxQAB,,,,
a1D4W0000061vBPUAY,0000002705,a1E4W00000DtYHEUA3,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,,,0,false,0,0,false,,0034W00002DpogKQAR,,,,,,Cloud Stress Ball,,,a1E4W00000DtYHEUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002DpogKQAR,,,,
a1D4W0000061vBQUAY,0000002706,a1E4W00000DtYHEUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,,,0,false,0,0,false,,0034W00002DpogKQAR,,,,,,,,,a1E4W00000DtYHEUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGWQA4,,,,,,0034W00002DpogKQAR,,,,
a1D4W0000061vBRUAY,0000002707,a1E4W00000DtYHFUA3,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,,,0,false,0,0,false,,0034W00002Dpog3QAB,,,,,,Cloud Stress Ball,,,a1E4W00000DtYHFUA3,FON-International Association,a104W00000G3d1EQAR,,a134W000009DZGEQA4,a154W00000926RaQAI,,,,,0034W00002Dpog3QAB,,,,
a1D4W0000061uqTUAQ,0000003188,a1E4W00000DtYApUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1jQAB,0,,,,false,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,Fedex Regular - US,5,false,a1C4W00000845KRUAY,1,5,New York,Nishkam Agnihotri,United States,10018,NY,1385 Broadway,,,5,false,0,5,false,,0034W00002DpoeVQAR,,a0y4W00000VRkwxQAD,3IIvIPCoUPzK1zXlQ9WXijrP9bS9Tl,,a1I4W00000HFZlqUAH,Fedex Regular,,,a1E4W00000DtYApUAN,FON-International Association,a104W00000G3d1jQAB,,a134W000009DZGFQA4,a154W00000926QnQAI,a1C4W00000845KRUAY,,,,0034W00002DpoeVQAR,,a0y4W00000VRkwxQAD,a1I4W00000HFZlqUAH,
a1D4W0000061uqUUAQ,0000003189,a1E4W00000DtYAqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926R3QAI,Baseball Hat,25,false,a1C4W00000845KQUAY,1,25,Reston,Sandy Carter,United States,20191,VA,12310 Sunrise Valley Drive,,,25,false,0,25,false,,0034W00002DpocgQAB,,a0y4W00000VRkwyQAD,tbfmEqf8Oub4VcgKBl27ULriviRA1a,,a1I4W00000HFZlrUAH,Baseball Hat,,,a1E4W00000DtYAqUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGEQA4,a154W00000926R3QAI,a1C4W00000845KQUAY,,,,0034W00002DpocgQAB,,a0y4W00000VRkwyQAD,a1I4W00000HFZlrUAH,
a1D4W0000061uqVUAQ,0000003190,a1E4W00000DtYAqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1jQAB,0,,,,false,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,Fedex Regular - US,5,false,a1C4W00000845KRUAY,1,5,Reston,Sandy Carter,United States,20191,VA,12310 Sunrise Valley Drive,,,5,false,0,5,false,,0034W00002DpocgQAB,,a0y4W00000VRkwzQAD,XPPjsQdq9bFUFybGgJTFLrqjBALTGt,,a1I4W00000HFZlsUAH,Fedex Regular,,,a1E4W00000DtYAqUAN,FON-International Association,a104W00000G3d1jQAB,,a134W000009DZGFQA4,a154W00000926QnQAI,a1C4W00000845KRUAY,,,,0034W00002DpocgQAB,,a0y4W00000VRkwzQAD,a1I4W00000HFZlsUAH,
a1D4W0000061uqWUAQ,0000003192,a1E4W00000DtYArUAN,2020-03-06,true,a0o4W00000M5SknQAF,true,2020-12-31,a104W00000G3d1eQAB,0,,,,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,a1C4W00000845KMUAY,1,2083.33,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,a1R4W000004PyfNUAS,,2083.33,false,0,2083.33,false,,0034W00002DpocUQAR,,a0y4W00000VRkx0QAD,wFoUxPjYBq8EhPPqpS6TswiYtjMFH2,,a1I4W00000HFZltUAH,Institutional Membership,,,a1E4W00000DtYArUAN,FON-International Association,a104W00000G3d1eQAB,,a134W000009DZGNQA4,a154W00000926QvQAI,a1C4W00000845KMUAY,a1R4W000004PyfNUAS,,,0034W00002DpocUQAR,,a0y4W00000VRkx0QAD,a1I4W00000HFZltUAH,
a1D4W0000061uqXUAQ,0000003193,a1E4W00000DtYAsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,Full Conference Pass (FON-Annual Symposium 2020 (Lightning Event)),100,false,a1C4W00000845KVUAY,1,100,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,100,false,0,100,false,,0034W00002DpocUQAR,,a0y4W00000VRkx1QAD,hJefiGxb80mdikW81RAwII5C1j2xoy,,a1I4W00000HFZluUAH,Full Conference Pass (FON- Annual Symposium 2020 (Lightning Event)),,,a1E4W00000DtYAsUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGRQA4,a154W00000926RHQAY,a1C4W00000845KVUAY,,,,0034W00002DpocUQAR,,a0y4W00000VRkx1QAD,a1I4W00000HFZluUAH,
a1D4W0000061uqYUAQ,0000003194,a1E4W00000DtYAsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,Advanced Discussion,25,false,a1C4W00000845KWUAY,1,25,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,25,false,0,25,false,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx2QAD,GKKqcZAcQGAq58FuJvrxZy1zMu94ki,hJefiGxb80mdikW81RAwII5C1j2xoy,a1I4W00000HFZlvUAH,Advanced Discussion,,,a1E4W00000DtYAsUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGSQA4,a154W00000926RIQAY,a1C4W00000845KWUAY,,,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx2QAD,a1I4W00000HFZlvUAH,
a1D4W0000061uqZUAQ,0000003195,a1E4W00000DtYAsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,Keynote Speech,0,false,a1C4W00000845KXUAY,1,0,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx3QAD,TUWUP2j6q3sKy31pnXvdaoBxsjHGUT,hJefiGxb80mdikW81RAwII5C1j2xoy,a1I4W00000HFZlwUAH,Keynote Speech,,,a1E4W00000DtYAsUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGSQA4,a154W00000926RLQAY,a1C4W00000845KXUAY,,,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx3QAD,a1I4W00000HFZlwUAH,
a1D4W0000061uqaUAA,0000003196,a1E4W00000DtYAsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,Leadership Workshop,25,false,a1C4W00000845KYUAY,1,25,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,25,false,0,25,false,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx4QAD,5rvMEXIhOyoUZy9KT2sZxFYmpoVukq,hJefiGxb80mdikW81RAwII5C1j2xoy,a1I4W00000HFZlxUAH,Leadership Workshop,,,a1E4W00000DtYAsUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGSQA4,a154W00000926RMQAY,a1C4W00000845KYUAY,,,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx4QAD,a1I4W00000HFZlxUAH,
a1D4W0000061uqbUAA,0000003197,a1E4W00000DtYAsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,Round Table Discussion I,0,false,a1C4W00000845KZUAY,1,0,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx5QAD,Xgsdw5ht1cbree6LCkAkYwsiiCxGnk,hJefiGxb80mdikW81RAwII5C1j2xoy,a1I4W00000HFZlyUAH,Round Table Discussion I,,,a1E4W00000DtYAsUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGSQA4,a154W00000926RJQAY,a1C4W00000845KZUAY,,,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx5QAD,a1I4W00000HFZlyUAH,
a1D4W0000061uqcUAA,0000003198,a1E4W00000DtYAsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,Round Table Discussion II,0,false,a1C4W00000845KaUAI,1,0,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx6QAD,4omRTnvmbthO7Yio8JjCBAyftFaCZz,hJefiGxb80mdikW81RAwII5C1j2xoy,a1I4W00000HFZlzUAH,Round Table Discussion II,,,a1E4W00000DtYAsUAN,FON-International Association,a104W00000G3d1HQAR,,a134W000009DZGSQA4,a154W00000926RKQAY,a1C4W00000845KaUAI,,,a1D4W0000061uqXUAQ,0034W00002DpocUQAR,,a0y4W00000VRkx6QAD,a1I4W00000HFZlzUAH,
