Id,Name,OrderApi__Invoice__c,OrderApi__Activation_Date__c,OrderApi__Adjustment_Reason__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Credit_Memo__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Parent_Sales_Order_Line__c,OrderApi__Posted_Date__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__AR_Account__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Invoice_Line__c,OrderApi__Is_Child_Line__c,OrderApi__Payment_Priority__c,OrderApi__Credit_Note__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__Invoice__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Credit_Memo__r.Id,OrderApi__GL_Account__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Parent_Sales_Order_Line__r.Id,OrderApi__Price_Rule__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.Id,OrderApi__AR_Account__r.Id,OrderApi__Contact__r.Id,OrderApi__Invoice_Line__r.Id,OrderApi__Credit_Note__r.Id
a114W00000Kvqr8QAB,0000001363,a124W00000MTdhlQAD,2015-06-20,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000HFaBgUAL,Las Vegas,Mittie Castro,United States,89117,Nevada,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhlQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGEQA4,a154W00000926RaQAI,,,a1I4W00000HFaBgUAL,,,a104W00000G3d1EQAR,,,
a114W00000Kvqr9QAB,0000001364,a124W00000MTdhlQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000HFaBhUAL,Las Vegas,Mittie Castro,United States,89117,Nevada,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhlQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGWQA4,,,,a1I4W00000HFaBhUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrAQAR,0000001365,a124W00000MTdhmQAD,2012-12-17,,true,a0o4W00000M5SknQAF,true,,false,2013-06-30,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,,,true,,1,175,a1I4W00000HFaBiUAL,Ventura,Nell Powell,United States,93003,California,,,,175,false,0,175,a104W00000G3d1EQAR,0,0,0,175,,0,,false,,,,,a124W00000MTdhmQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGIQA4,a154W00000926R6QAI,,,a1I4W00000HFaBiUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrBQAR,0000001366,a124W00000MTdhmQAD,2012-12-17,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000HFaBjUAL,Ventura,Nell Powell,United States,93003,California,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhmQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGEQA4,a154W00000926RaQAI,,,a1I4W00000HFaBjUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrCQAR,0000001367,a124W00000MTdhmQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000HFaBkUAL,Ventura,Nell Powell,United States,93003,California,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhmQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGWQA4,,,,a1I4W00000HFaBkUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrDQAR,0000001368,a124W00000MTdhnQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGEQA4,a154W00000926QmQAI,Water Bottles,30,,,false,,1,30,a1I4W00000HFaBlUAL,N Flat Rock,Lily Lindsey,United States,48134,Michigan,,,,30,false,0,30,a104W00000G3d1EQAR,0,0,0,30,,0,,false,,,,,a124W00000MTdhnQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGEQA4,a154W00000926QmQAI,,,a1I4W00000HFaBlUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrEQAR,0000001369,a124W00000MTdhoQAD,2017-07-04,,true,a0o4W00000M5SknQAF,true,,false,2117-07-04,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,true,,1,25,a1I4W00000HFaBmUAL,Bremerton,Jane Watson,United States,98337,Washington,,,,25,false,0,25,a104W00000G3d1EQAR,0,0,0,25,,0,,false,,,,,a124W00000MTdhoQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGIQA4,a154W00000926RDQAY,,,a1I4W00000HFaBmUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrFQAR,0000001370,a124W00000MTdhoQAD,2017-07-04,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000HFaBnUAL,Bremerton,Jane Watson,United States,98337,Washington,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhoQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGEQA4,a154W00000926RaQAI,,,a1I4W00000HFaBnUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrGQAR,0000001371,a124W00000MTdhoQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000HFaBoUAL,Bremerton,Jane Watson,United States,98337,Washington,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhoQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGWQA4,,,,a1I4W00000HFaBoUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrHQAR,0000001372,a124W00000MTdhpQAD,2015-02-24,,true,a0o4W00000M5SknQAF,true,,false,2115-02-24,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,true,,1,25,a1I4W00000HFaBpUAL,Harrisonburg,Evan Ward,United States,22801,Virginia,,,,25,false,0,25,a104W00000G3d1EQAR,0,0,0,25,,0,,false,,,,,a124W00000MTdhpQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGIQA4,a154W00000926RDQAY,,,a1I4W00000HFaBpUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrIQAR,0000001373,a124W00000MTdhpQAD,2015-02-24,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000HFaBqUAL,Harrisonburg,Evan Ward,United States,22801,Virginia,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhpQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGEQA4,a154W00000926RaQAI,,,a1I4W00000HFaBqUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrJQAR,0000001374,a124W00000MTdhpQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000HFaBrUAL,Harrisonburg,Evan Ward,United States,22801,Virginia,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhpQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGWQA4,,,,a1I4W00000HFaBrUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrKQAR,0000001375,a124W00000MTdhqQAD,2013-01-28,,true,a0o4W00000M5SknQAF,true,,false,2014-01-27,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,,,true,,1,2500,a1I4W00000HFaBsUAL,N Flat Rock,Lily Lindsey,United States,48134,Michigan,,,,2500,false,0,2500,a104W00000G3d1EQAR,0,0,0,2500,,0,,false,,,,,a124W00000MTdhqQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGNQA4,a154W00000926QvQAI,,,a1I4W00000HFaBsUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrLQAR,0000001376,a124W00000MTdhqQAD,2013-01-28,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,,,true,,1,0,a1I4W00000HFaBtUAL,N Flat Rock,Lily Lindsey,United States,48134,Michigan,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhqQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGEQA4,a154W00000926RaQAI,,,a1I4W00000HFaBtUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqrMQAR,0000001377,a124W00000MTdhqQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,,,true,,1,0,a1I4W00000HFaBuUAL,N Flat Rock,Lily Lindsey,United States,48134,Michigan,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdhqQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGWQA4,,,,a1I4W00000HFaBuUAL,,,a104W00000G3d1EQAR,,,
a114W00000KvqwPQAR,0000001696,a124W00000MTditQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Season 5: Managing Complex Projects,0,,,false,,1,0,a1I4W00000HFZy0UAH,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTditQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S8QAI,,,a1I4W00000HFZy0UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwQQAR,0000001697,a124W00000MTditQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,,,false,,1,0,a1I4W00000HFZy1UAH,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTditQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S6QAI,,,a1I4W00000HFZy1UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwRQAR,0000001698,a124W00000MTditQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Season 7a: Maximizing ROI,0,,,false,,1,0,a1I4W00000HFZy2UAH,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTditQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S7QAI,,,a1I4W00000HFZy2UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwSQAR,0000001699,a124W00000MTditQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926SCQAY,Golf Tournament,175,,,false,,1,175,a1I4W00000HFZy3UAH,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,,,,175,false,0,175,a104W00000G3d1EQAR,0,0,0,175,,0,,false,,,,,a124W00000MTditQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926SCQAY,,,a1I4W00000HFZy3UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwTQAR,0000001700,a124W00000MTditQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Welcome Breakfast,0,,,false,,1,0,a1I4W00000HFZy4UAH,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTditQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZy4UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwUQAR,0000001701,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Member Registration 2016 Conference,0,,,false,,1,200,a1I4W00000HFZy5UAH,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,200,false,0,200,a104W00000G3d1EQAR,0,0,0,200,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZy5UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwVQAR,0000001702,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000HFZy6UAH,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZy6UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwWQAR,0000001703,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,,,false,,1,0,a1I4W00000HFZy7UAH,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZy7UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwXQAR,0000001704,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Session 3: Round Table,0,,,false,,1,0,a1I4W00000HFZy8UAH,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZy8UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwYQAR,0000001705,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Session 4b: How to Lead and Follow,0,,,false,,1,0,a1I4W00000HFZy9UAH,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZy9UAH,,,a104W00000G3d1EQAR,,,
a114W00000KvqwZQAR,0000001706,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S1QAI,Executive Reception & Dinner,25,,,false,,1,25,a1I4W00000HFZyAUAX,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,25,false,0,25,a104W00000G3d1EQAR,0,0,0,25,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S1QAI,,,a1I4W00000HFZyAUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwaQAB,0000001707,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Season 5: Managing Complex Projects,0,,,false,,1,0,a1I4W00000HFZyBUAX,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S8QAI,,,a1I4W00000HFZyBUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwbQAB,0000001708,a124W00000MTdiuQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Closing Keynote,0,,,false,,1,0,a1I4W00000HFZyCUAX,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdiuQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926SDQAY,,,a1I4W00000HFZyCUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwcQAB,0000001709,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Member Registration 2015 Conference,0,,,false,,1,200,a1I4W00000HFZyDUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,200,false,0,200,a104W00000G3d1EQAR,0,0,0,200,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZyDUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwdQAB,0000001710,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000HFZyEUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZyEUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqweQAB,0000001711,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Session 2b: Quality Assurance in Modern Organizations,0,,,false,,1,40,a1I4W00000HFZyFUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,40,false,0,40,a104W00000G3d1EQAR,0,0,0,40,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,,,,,a1I4W00000HFZyFUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwfQAB,0000001712,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926RzQAI,Session 4a: Building Successful Teams,0,,,false,,1,0,a1I4W00000HFZyGUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926RzQAI,,,a1I4W00000HFZyGUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwgQAB,0000001713,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S1QAI,Executive Reception & Dinner,25,,,false,,1,25,a1I4W00000HFZyHUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,25,false,0,25,a104W00000G3d1EQAR,0,0,0,25,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S1QAI,,,a1I4W00000HFZyHUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwhQAB,0000001714,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Season 5: Managing Complex Projects,0,,,false,,1,0,a1I4W00000HFZyIUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S8QAI,,,a1I4W00000HFZyIUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwiQAB,0000001715,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,,,false,,1,0,a1I4W00000HFZyJUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S6QAI,,,a1I4W00000HFZyJUAX,,,a104W00000G3d1EQAR,,,
a114W00000KvqwjQAB,0000001716,a124W00000MTdivQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Season 7a: Maximizing ROI,0,,,false,,1,0,a1I4W00000HFZyKUAX,ORPINGTON,Celia Wallace,United Kingdom,BR6 0EL,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,a124W00000MTdivQAD,FON-International Association,,a104W00000G3d1EQAR,a134W000009DZGdQAO,a154W00000926S7QAI,,,a1I4W00000HFZyKUAX,,,a104W00000G3d1EQAR,,,
a114W00000Kvr1ZQAR,0000002290,a124W00000MTdkkQAD,2019-05-07,,true,a0o4W00000M5SknQAF,true,,false,2019-12-31,a104W00000G3d1eQAB,false,false,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,,,true,,1,208.33,a1I4W00000HFZrGUAX,,,,,,,a1R4W000004PyfRUAS,,208.33,false,0,208.33,a104W00000G3d1FQAR,0,0,0,208.33,,0,,false,,,,,a124W00000MTdkkQAD,FON-International Association,,a104W00000G3d1eQAB,a134W000009DZGNQA4,a154W00000926QvQAI,,,a1I4W00000HFZrGUAX,a1R4W000004PyfRUAS,,a104W00000G3d1FQAR,,,
a114W00000Kvr1aQAB,0000002291,a124W00000MTdklQAD,2019-05-07,,true,a0o4W00000M5SknQAF,true,,false,2019-12-31,a104W00000G3d1eQAB,false,false,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,,,true,,1,208.33,a1I4W00000HFZrGUAX,,,,,,,a1R4W000004PyfRUAS,,208.33,false,0,208.33,a104W00000G3d1FQAR,0,0,0,208.33,,0,,false,,,,,a124W00000MTdklQAD,FON-International Association,,a104W00000G3d1eQAB,a134W000009DZGNQA4,a154W00000926QvQAI,,,a1I4W00000HFZrGUAX,a1R4W000004PyfRUAS,,a104W00000G3d1FQAR,,,
a114W00000Kvr1bQAB,0000002292,a124W00000MTdkmQAD,2019-05-07,,true,a0o4W00000M5SknQAF,true,,false,2019-12-31,a104W00000G3d1eQAB,false,false,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,,,true,,1,208.33,a1I4W00000HFZrGUAX,,,,,,,a1R4W000004PyfRUAS,,208.33,false,0,208.33,a104W00000G3d1FQAR,0,0,0,208.33,,0,,false,,,,,a124W00000MTdkmQAD,FON-International Association,,a104W00000G3d1eQAB,a134W000009DZGNQA4,a154W00000926QvQAI,,,a1I4W00000HFZrGUAX,a1R4W000004PyfRUAS,,a104W00000G3d1FQAR,,,
a114W00000Kvr1cQAB,0000002293,a124W00000MTdknQAD,2019-05-07,,true,a0o4W00000M5SknQAF,true,,false,2019-12-31,a104W00000G3d1eQAB,false,false,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,,,true,,1,208.33,a1I4W00000HFZrGUAX,,,,,,,a1R4W000004PyfRUAS,,208.33,false,0,208.33,a104W00000G3d1FQAR,0,0,0,208.33,,0,,false,,,,,a124W00000MTdknQAD,FON-International Association,,a104W00000G3d1eQAB,a134W000009DZGNQA4,a154W00000926QvQAI,,,a1I4W00000HFZrGUAX,a1R4W000004PyfRUAS,,a104W00000G3d1FQAR,,,
a114W00000Kvr1dQAB,0000002294,a124W00000MTdkoQAD,2019-05-07,,true,a0o4W00000M5SknQAF,true,,false,2019-12-31,a104W00000G3d1eQAB,false,false,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,,,true,,1,208.33,a1I4W00000HFZrGUAX,,,,,,,a1R4W000004PyfRUAS,,208.33,false,0,208.33,a104W00000G3d1FQAR,0,0,0,208.33,,0,,false,,,,,a124W00000MTdkoQAD,FON-International Association,,a104W00000G3d1eQAB,a134W000009DZGNQA4,a154W00000926QvQAI,,,a1I4W00000HFZrGUAX,a1R4W000004PyfRUAS,,a104W00000G3d1FQAR,,,
