Id,Name,OrderApi__Account__c,OrderApi__Batch__c,OrderApi__Business_Group__c,OrderApi__Contact__c,OrderApi__Credit_Memo_Line__c,OrderApi__Credit_Memo__c,OrderApi__Customer_Link__c,OrderApi__Date__c,OrderApi__Entity__c,OrderApi__Invoice__c,OrderApi__Is_Valid__c,OrderApi__Memo__c,OrderApi__Receipt_Type__c,OrderApi__Receipt__c,OrderApi__Sales_Order__c,OrderApi__Source_Code__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__Num_Lines__c,OrderApi__Total_Credits__c,OrderApi__Total_Debits__c,OrderApi__Account__r.Id,OrderApi__Batch__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.Id,OrderApi__Credit_Memo_Line__r.Id,OrderApi__Credit_Memo__r.Id,OrderApi__Invoice__r.Id,OrderApi__Receipt__r.Id,OrderApi__Sales_Order__r.Id,OrderApi__Source_Code__r.Id,OrderApi__Subscription__r.Id
a1V4W00000FrAvbUAF,0000002882,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-05-31,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvcUAF,0000002883,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-06-30,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvdUAF,0000002884,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-07-31,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAveUAF,0000002885,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-08-31,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvfUAF,0000002886,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-09-30,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvgUAF,0000002887,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-10-31,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvhUAF,0000002888,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-11-30,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAviUAF,0000002889,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-12-31,Account,a124W00000MTdcNQAT,true,Posting Invoice #000000690,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.64,41.64,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcNQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvjUAF,0000002890,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-03-31,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvkUAF,0000002891,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-04-30,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvlUAF,0000002892,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-05-31,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvmUAF,0000002893,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-06-30,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvnUAF,0000002894,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-07-31,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvoUAF,0000002895,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-08-31,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvpUAF,0000002896,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-09-30,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvqUAF,0000002897,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-10-31,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvrUAF,0000002898,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-11-30,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvsUAF,0000002899,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-12-31,Account,a124W00000MTdcOQAT,true,Posting Invoice #000000691,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.64,41.64,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcOQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvtUAF,0000002900,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-03-31,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvuUAF,0000002901,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-04-30,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvvUAF,0000002902,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-05-31,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvwUAF,0000002903,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-06-30,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvxUAF,0000002904,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-07-31,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvyUAF,0000002905,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-08-31,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAvzUAF,0000002906,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-09-30,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw0UAF,0000002907,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-10-31,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw1UAF,0000002908,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-11-30,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw2UAF,0000002909,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-12-31,Account,a124W00000MTdcPQAT,true,Posting Invoice #000000692,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.64,41.64,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcPQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw3UAF,0000002910,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-03-31,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw4UAF,0000002911,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-04-30,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw5UAF,0000002912,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-05-31,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw6UAF,0000002913,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-06-30,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw7UAF,0000002914,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-07-31,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw8UAF,0000002915,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-08-31,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAw9UAF,0000002916,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-09-30,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwAUAV,0000002917,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-10-31,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwBUAV,0000002918,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-11-30,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwCUAV,0000002919,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-12-31,Account,a124W00000MTdcQQAT,true,Posting Invoice #000000693,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.64,41.64,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcQQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwDUAV,0000002920,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-03-31,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwEUAV,0000002921,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-04-30,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwFUAV,0000002922,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-05-31,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwGUAV,0000002923,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-06-30,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwHUAV,0000002924,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-07-31,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwIUAV,0000002925,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-08-31,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwJUAV,0000002926,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-09-30,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwKUAV,0000002927,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-10-31,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwLUAV,0000002928,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-11-30,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwMUAV,0000002929,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-12-31,Account,a124W00000MTdcRQAT,true,Posting Invoice #000000694,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.64,41.64,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcRQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwNUAV,0000002930,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-03-31,Account,a124W00000MTdcSQAT,true,Posting Invoice #000000695,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcSQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwOUAV,0000002931,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-04-30,Account,a124W00000MTdcSQAT,true,Posting Invoice #000000695,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcSQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwPUAV,0000002932,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-05-31,Account,a124W00000MTdcSQAT,true,Posting Invoice #000000695,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcSQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwQUAV,0000002933,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-06-30,Account,a124W00000MTdcSQAT,true,Posting Invoice #000000695,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcSQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwRUAV,0000002934,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-07-31,Account,a124W00000MTdcSQAT,true,Posting Invoice #000000695,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcSQAT,,a1J4W00000CgFsQUAV,,
a1V4W00000FrAwSUAV,0000002935,0014W000025FRkUQAW,,a0o4W00000M5SknQAF,0034W00002DpockQAB,,,"<a href=""/0014W000025FRkU"" target="""">EUT-XYZ, Inc. 0</a>",2020-08-31,Account,a124W00000MTdcSQAT,true,Posting Invoice #000000695,,,a1J4W00000CgFsQUAV,,,Receivable,2,41.67,41.67,0014W000025FRkUQAW,,FON-International Association,0034W00002DpockQAB,,,a124W00000MTdcSQAT,,a1J4W00000CgFsQUAV,,
