Id,Name,OrderApi__Account__c,OrderApi__Auto_Send_Proforma_Invoice_Emails__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Campaign_Page__c,OrderApi__Cancelled_Date__c,OrderApi__Closed_Date__c,OrderApi__Closed_Status__c,OrderApi__Contact__c,OrderApi__Created_by_Customer__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Date__c,OrderApi__Description__c,OrderApi__EPayment__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__Has_Installments__c,OrderApi__Has_Subscription__c,OrderApi__Invoice_Date__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Closed__c,OrderApi__Is_Evergreen__c,OrderApi__Is_Invoiced__c,OrderApi__Is_Posted__c,OrderApi__Is_Recurring__c,OrderApi__Is_Scheduled__c,OrderApi__Is_Suspended__c,OrderApi__JSON_Data__c,OrderApi__Memo__c,OrderApi__Number_of_Installments__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Posting_Entity__c,OrderApi__Posting_Status__c,OrderApi__Preferred_Email__c,OrderApi__Proforma_Invoice_Email_Sent_Date__c,OrderApi__Proforma_Invoice_Email_Sent__c,OrderApi__Require_Payment_Method__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Status__c,OrderApi__Schedule_Type__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Total__c,OrderApi__Valid_Payment_Method__c,OrderApi__Item_Count__c,OrderApi__Subscription_Lines__c,OrderApi__Subtotal__c,DonorApi__Acknowledged_Date__c,DonorApi__Acknowledgement_Method__c,DonorApi__Do_Not_Acknowledge__c,DonorApi__Forecast_Category__c,DonorApi__Forecasted_Amount__c,DonorApi__Forecasted_Close_Date__c,DonorApi__Gift_Match_Account__c,DonorApi__Gift_Match_Amount__c,DonorApi__Gift_Match_Contact__c,DonorApi__Gift_Matching_Company__c,DonorApi__Gift_Type__c,DonorApi__Grant_LOI_Submitted__c,DonorApi__Grant_Open_Date__c,DonorApi__Grant_Proposal_Deadline__c,DonorApi__Grant_Proposal_Response_Date__c,DonorApi__Grant_Proposal_Submitted__c,DonorApi__Grant_Term__c,DonorApi__Is_Acknowledged__c,DonorApi__Is_Won__c,DonorApi__Source__c,DonorApi__Stage__c,DonorApi__Tribute_Honoree__c,DonorApi__Tribute_Message__c,DonorApi__Tribute_Notification_City__c,DonorApi__Tribute_Notification_Country__c,DonorApi__Tribute_Notification_Email__c,DonorApi__Tribute_Notification_Method__c,DonorApi__Tribute_Notification_Phone__c,DonorApi__Tribute_Notification_Postal_Code__c,DonorApi__Tribute_Notification_State__c,DonorApi__Tribute_Notification_Street__c,DonorApi__Tribute_Notified__c,DonorApi__Tribute_Person_to_Notify__c,DonorApi__Tribute_Type__c,DonorApi__Tax_Deductible_Amount__c,OrderApi__Processing_Changes__c,OrderApi__Mass_Proforma_Email_Subject__c,OrderApi__Is_Pending_Payment__c,OrderApi__Due_Date__c,OrderApi__Encrypted_Id__c,OrderApi__Is_Proforma__c,OrderApi__Adjustment_Reason__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credits_Applied__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Generate_Installments__c,OrderApi__Is_Voided__c,OrderApi__Overall_Total__c,OrderApi__Paid_Date__c,OrderApi__Sales_Order_Status__c,OrderApi__Is_Open__c,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Campaign_Page__r.Id,OrderApi__Contact__r.Id,OrderApi__EPayment__r.Id,OrderApi__Payment_Gateway__r.Id,OrderApi__Payment_Method__r.Id,OrderApi__Payment_Terms__r.Id,OrderApi__Source_Code__r.Id,DonorApi__Gift_Match_Account__r.Id,DonorApi__Gift_Match_Contact__r.Id
a1J4W00000CgFpEUAV,000002047,0014W000025FRlTQAW,false,,JANE DOE,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-07,Cash Sale,0034W00002Dpoe9QAB,true,"<a href=""/0034W00002Dpoe9"" target=""_blank"">JANE DOE</a>",,2019-11-07,,,,Contact,false,false,,false,false,true,false,false,false,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,Receipt,Pending,,,false,false,,,Simple Receipt,,JANE DOE,,,,,,,Closed,,,false,995,false,1,0,995,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-07,Vwz9egxG/01zxpIFZNeHd/rfW0eqKn6tW9Q1cgxYT8s=,false,,,,0,,,false,false,,,Unpaid,false,0014W000025FRlTQAW,FON-International Association,,0034W00002Dpoe9QAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpFUAV,000002048,0014W000025FRkRQAW,false,,Fon Example_ReJoin,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-11,Cash Sale,0034W00002DpoccQAB,false,"<a href=""/0034W00002Dpocc"" target=""_blank"">Fon Example_ReJoin</a>",,2019-11-11,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zE7CEAU"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-11,Receipt,Posted,,,false,false,,,Simple Receipt,,Fon Example_ReJoin,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-11,4yVTOAxkr5k2E+XThiLI94EGRG3N/e8nJIvAwhgFOzQ=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkRQAW,FON-International Association,,0034W00002DpoccQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpGUAV,000002049,0014W000025FRkKQAW,false,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,true,true,,,2019-11-11,Cash Sale,0034W00002DpodbQAB,false,"<a href=""/0034W00002Dpodb"" target=""_blank"">Bob Kelley</a>",,2019-11-11,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zE7gEAE"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-11,Receipt,Posted,,,false,false,,,Simple Receipt,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-11,orLeIDSU7LGXWGz9UjR4zXcffmO3aPsAoEeUyLtxvto=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkKQAW,FON-International Association,,0034W00002DpodbQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpHUAV,000002050,0014W000025FRkRQAW,false,,Fon Example_ReJoin,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-11,Cash Sale,0034W00002DpoccQAB,true,"<a href=""/0034W00002Dpocc"" target=""_blank"">Fon Example_ReJoin</a>",,2019-11-11,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zE7qEAE"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-11,Receipt,Posted,,,false,false,,,Simple Receipt,,Fon Example_ReJoin,,,,,,,Closed,,,false,390,false,2,2,390,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-11,FcK0bwrg3QZ0zLHvJLOGJyemfGuoJwBgM/iVjreuBqA=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkRQAW,FON-International Association,,0034W00002DpoccQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpIUAV,000002051,0014W000025FRkKQAW,false,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,true,true,,,2019-11-12,Cash Sale,0034W00002DpodbQAB,true,"<a href=""/0034W00002Dpodb"" target=""_blank"">Bob Kelley</a>",,2019-11-12,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zNM4EAM"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-12,Receipt,Posted,,,false,false,,,Simple Receipt,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,Closed,,,false,360,false,2,2,360,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-12,5ahDqrhplRPqZASY5t9oRtZgAs8tXxELffD4Wj4HUoc=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkKQAW,FON-International Association,,0034W00002DpodbQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpJUAV,000002052,0014W000025FRkKQAW,false,Thái Nguyên,Caroline Qureshi,KG,132431543,,qewdasdsad,a0o4W00000M5SknQAF,false,false,,,2019-11-13,Cash Sale,0034W00002DpoceQAB,false,"<a href=""/0034W00002Dpoce"" target=""_blank"">Caroline Qureshi</a>",,2019-11-13,,,,Contact,false,false,,false,false,true,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,Pending,,,false,false,,,Simple Receipt,Thái Nguyên,Caroline Qureshi,KG,132431543,,qewdasdsad,,,Closed,,,false,22,false,2,0,22,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-13,9o6/keF9CrxS1mvKpLbnvTpce4P/l43D//6ZIJCn0LU=,false,,,,0,,,false,false,,,Unpaid,false,0014W000025FRkKQAW,FON-International Association,,0034W00002DpoceQAB,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpKUAV,000002053,0014W000025FRkKQAW,false,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpoceQAB,false,"<a href=""/0034W00002Dpoce"" target=""_blank"">Caroline Qureshi</a>",,2019-11-13,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,iCa0brLNEXMJXUrh/uCgArjgwzna766Qga4nCuklFLQ=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRkKQAW,FON-International Association,,0034W00002DpoceQAB,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpLUAV,000002054,0014W000025FRl7QAG,false,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Cash Sale,0034W00002DpofmQAB,false,"<a href=""/0034W00002Dpofm"" target=""_blank"">Aaron Marsh</a>",,2019-11-15,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpWdEAI"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,6ukgylzHd30LYuiATGvoIpSYqmuWbyCB/S1tYfaAF7Q=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRl7QAG,FON-International Association,,0034W00002DpofmQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpMUAV,000002055,0014W000025FRl7QAG,false,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,false,,,2019-11-15,Cash Sale,0034W00002DpofmQAB,false,"<a href=""/0034W00002Dpofm"" target=""_blank"">Aaron Marsh</a>",,2019-11-15,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,,,Closed,,,false,30,false,2,0,30,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,Sof4UoL7ElxHV/2E1EzCTFWHzZ/mWhaPhsKvxUccsXc=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRl7QAG,FON-International Association,,0034W00002DpofmQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpNUAV,000002056,0014W000025FRl7QAG,false,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,a0o4W00000M5SknQAF,true,false,,,2019-11-15,Invoiced to Customer,0034W00002DpofmQAB,false,"<a href=""/0034W00002Dpofm"" target=""_blank"">Aaron Marsh</a>",,2019-11-15,,,,Contact,false,false,2019-11-15,false,false,true,false,true,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Invoice,Posted,,,false,false,,,Simple Invoice,Muskegon,Aaron Marsh,United States,49444,Michigan,3368 Black Creek Rd,,,Closed,,,false,30,false,2,0,30,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,5lDxl4VDCP7h7ebWeuLtz/Zgzcv6u7RndkRgaqjORM4=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRl7QAG,FON-International Association,,0034W00002DpofmQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpOUAV,000002057,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Invoiced to Customer,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,true,2019-11-15,false,false,true,false,true,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpYFEAY"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Invoice,Posted,,,false,false,,,Simple Invoice,,FON Fischer,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,55UT2+s2DREc5HL6TRtbfgXgGb5jJRd/hdmBYuxov2k=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpPUAV,000002058,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpZ3EAI"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,,FON Fischer,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,bO0QUZm/B4/7xM8zKx+4FFUnE0UZf8YgSjMfGbwZCPg=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpQUAV,000002059,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpZ8EAI"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,,FON Fischer,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,ONHfeM1nnCAN/TgAA4E9yJ28qjp4vZAscGYx8aUgfL4=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpRUAV,000002060,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpZDEAY"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,,FON Fischer,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,VDE3IoP8gwu+nQAAwM+T5jPyyhb5vg6asI+vWSgJ/5Q=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpSUAV,000002061,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpZIEAY"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,,FON Fischer,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,wKBL4+ZnJrLs1GehsD3Ypvr61/1wGFyfHrLroJPDuxc=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpTUAV,000002062,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,false,,,2019-11-15,Invoiced to Customer,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,false,2019-11-15,false,false,true,false,true,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Invoice,Posted,,,false,false,,,Simple Invoice,Erie,FON Fischer,United States,16504,PA,353 East 41st Street,,,Closed,,,false,30,false,2,0,30,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,8u3Y/D2DVBfl66pC5Xb2VNLJbkKiEriJozZJMie5RQs=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpUUAV,000002063,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,false,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,Erie,FON Fischer,United States,16504,PA,353 East 41st Street,,,Closed,,,false,30,false,2,0,30,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,kU8hsHF/JtLX3XZsMmsFa8mcB8o0s3krysn0TaAcqRU=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpVUAV,000002065,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,false,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,Erie,FON Fischer,United States,16504,PA,353 East 41st Street,,,Closed,,,false,30,false,2,0,30,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,HT8rWfJuh7yhxluaQxFZS9m05hXVZuKpokevYw2CE3w=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpWUAV,000002064,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,true,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000005zpaGEAQ"":[""a0k6A0000021XgzQAE""]}}",,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,,FON Fischer,,,,,,,Closed,,,false,300,false,1,1,300,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,ErSQ2LxKUsFeeZJYK9owHXEUP8Q1r+MdKG3YFeheMo4=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpXUAV,000002066,0014W000025FRlVQAW,false,,FON Fischer,,,,,a0o4W00000M5SknQAF,true,false,,,2019-11-15,Cash Sale,0034W00002DpoeBQAR,false,"<a href=""/0034W00002DpoeB"" target=""_blank"">FON Fischer</a>",,2019-11-15,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-11-15,Receipt,Posted,,,false,false,,,Simple Receipt,Erie,FON Fischer,United States,16504,PA,353 East 41st Street,,,Closed,,,false,30,false,2,0,30,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-11-15,+Ca68wnTCMpTrkF7nZlFWGJLalXVc36glFS3Kdyh9Us=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRlVQAW,FON-International Association,,0034W00002DpoeBQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpYUAV,000002067,0014W000025FRmIQAW,false,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpohLQAR,true,"<a href=""/0034W00002DpohL"" target=""_blank"">Fonteva Default Contact</a>",,2019-11-17,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,MTbqQkniT7BXlhMHHpn4TYRVKFNdTwA4eYPAvhLh78E=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRmIQAW,FON-International Association,,0034W00002DpohLQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpZUAV,000002068,0014W000025FRmIQAW,false,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpohLQAR,true,"<a href=""/0034W00002DpohL"" target=""_blank"">Fonteva Default Contact</a>",,2019-11-18,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,xSlT2NT48WjFySl9fRPp5be0qludNRTOYW3f9jzwaxo=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRmIQAW,FON-International Association,,0034W00002DpohLQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFpaUAF,000002069,0014W000025FRmIQAW,false,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpohLQAR,true,"<a href=""/0034W00002DpohL"" target=""_blank"">Fonteva Default Contact</a>",,2019-11-18,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,4jdMfRGvGHXpbpqXVjwGU2sfZF77PKByaizn9itS3Uk=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRmIQAW,FON-International Association,,0034W00002DpohLQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
