Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Receipt__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Balance_Due__c,OrderApi__Invoice_Customer_Link__c,OrderApi__Invoice_Due_Date__c,OrderApi__Invoice__c,OrderApi__Is_Refund__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Receipt_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__EPayment_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,Source_Code__c,OrderApi__Item_Name__c,OrderApi__Sales_Order__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Name,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1D4W000005kMDRUA2,false,0000001592,361,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2iUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqKQAQ,Networking Breakfast,15,true,,1,15,New Orleans,Rachel Brown,United States,70112,Louisiana,353 Baronne St,,,15,false,0,15,false,,0034W00002AU8UnQAL,,,,,,,,,165,FON-International Association,1000 - Cash,,95,437,,,,,32,,,,
a1D4W000005kMDSUA2,false,0000001593,362,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2iUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqHQAQ,Season 5: Managing Complex Projects,0,true,,1,0,New Orleans,Rachel Brown,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002AU8UnQAL,,,,,,,,,165,FON-International Association,1000 - Cash,,95,438,,,,,32,,,,
a1D4W000005kMDTUA2,false,0000001594,363,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2iUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqLQAQ,Golf Tournament,175,true,,1,175,New Orleans,Rachel Brown,United States,70112,Louisiana,353 Baronne St,,,175,false,0,175,false,,0034W00002AU8UnQAL,,,,,,,,,165,FON-International Association,1000 - Cash,,95,473,,,,,32,,,,
a1D4W000005kMDUUA2,false,0000001595,364,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2jUAB,2015-06-03,true,a0o4W00000MOvweQAD,true,2015-06-30,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,true,,1,25,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,25,false,0,25,false,,0034W00002AU8VAQA1,,,,,,,,,166,FON-International Association,1000 - Cash,,119,546,,,,,134,,,,
a1D4W000005kMDVUA2,false,0000001596,365,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2jUAB,2015-06-03,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,166,FON-International Association,1000 - Cash,,116,480,,,,,134,,,,
a1D4W000005kMDWUA2,false,0000001597,366,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2jUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,166,FON-International Association,1000 - Cash,,114,,,,,,134,,,,
a1D4W000005kMDXUA2,false,0000001598,367,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2kUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Sponsor Registration 2015 Conference,0,true,,1,150,Fargo,Clayton Clintford,United States,,North Dakota,3240 15th street,,,150,false,0,150,false,,0034W00002AU8UjQAL,,,,,,,,,167,FON-International Association,1000 - Cash,,,,,,,,28,,,,
a1D4W000005kMDYUA2,false,0000001599,368,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw2kUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,true,,1,0,Fargo,Clayton Clintford,United States,,North Dakota,3240 15th street,,,0,false,0,0,false,,0034W00002AU8UjQAL,,,,,,,,,167,FON-International Association,1000 - Cash,,,,,,,,28,,,,
a1D4W000005kMHtUAM,false,0000001868,369,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3xUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqIQAQ,Marketing Keynote with Lunch,0,true,,1,0,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,,,0,false,0,0,false,,0034W00002AU8UbQAL,,,,,,,,,387,FON-International Association,1000 - Cash,,95,440,,,,,295,,,,
a1D4W000005kMHuUAM,false,0000001869,370,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3yUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Member Registration 2016 Conference,0,true,,1,200,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,200,false,0,200,false,,0034W00002AU8UwQAL,,,,,,,,,388,FON-International Association,1000 - Cash,,,,,,,,88,,,,
a1D4W000005kMHvUAM,false,0000001870,371,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3yUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002AU8UwQAL,,,,,,,,,388,FON-International Association,1000 - Cash,,,,,,,,88,,,,
a1D4W000005kMHwUAM,false,0000001871,372,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3yUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002AU8UwQAL,,,,,,,,,388,FON-International Association,1000 - Cash,,,,,,,,88,,,,
a1D4W000005kMHxUAM,false,0000001872,373,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3yUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqFQAQ,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002AU8UwQAL,,,,,,,,,388,FON-International Association,1000 - Cash,,95,439,,,,,88,,,,
a1D4W000005kMHyUAM,false,0000001873,374,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3yUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqCQAQ,Season 7b: Minimizing Conflict in High Stress Situations,0,true,,1,0,Fribourg,Alberta Flores,Switzerland,,,Chemin des Grottes 14,,,0,false,0,0,false,,0034W00002AU8UwQAL,,,,,,,,,388,FON-International Association,1000 - Cash,,95,471,,,,,88,,,,
a1D4W000005kMHzUAM,false,0000001874,375,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3zUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDDQA2,a154W000008mjpyQAA,Fonteva Note Pad,1,true,,1,1,KESTON,Belle Nash,United Kingdom,BR2 6AJ,,THE GARDEN HOUSE  WEST COMMON ROAD,,,1,false,0,1,false,,0034W00002AU8ViQAL,,,,,,,,,389,FON-International Association,1000 - Cash,,116,484,,,,,294,,,,
a1D4W000005kMI0UAM,false,0000001875,376,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw3zUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,true,,1,0,KESTON,Belle Nash,United Kingdom,BR2 6AJ,,THE GARDEN HOUSE  WEST COMMON ROAD,,,0,false,0,0,false,,0034W00002AU8ViQAL,,,,,,,,,389,FON-International Association,1000 - Cash,,114,,,,,,294,,,,
a1D4W000005kMI1UAM,false,0000001876,377,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Member Registration 2016 Conference,0,true,,1,200,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,200,false,0,200,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,,,,,,,136,,,,
a1D4W000005kMI2UAM,false,0000001877,378,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Lunch,0,true,,1,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,0,false,0,0,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,,,,,,,136,,,,
a1D4W000005kMI3UAM,false,0000001878,379,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,0,false,0,0,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,,,,,,,136,,,,
a1D4W000005kMI4UAM,false,0000001879,380,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,0,false,0,0,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,,,,,,,136,,,,
a1D4W000005kMI5UAM,false,0000001880,381,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjq8QAA,Session 4a: Building Successful Teams,0,true,,1,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,0,false,0,0,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,95,435,,,,,136,,,,
a1D4W000005kMI6UAM,false,0000001881,382,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqKQAQ,Networking Breakfast,15,true,,1,15,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,15,false,0,15,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,95,437,,,,,136,,,,
a1D4W000005kMI7UAM,false,0000001882,383,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw40UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqGQAQ,Season 7a: Maximizing ROI,0,true,,1,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,,,0,false,0,0,false,,0034W00002AU8VCQA1,,,,,,,,,390,FON-International Association,1000 - Cash,,95,470,,,,,136,,,,
a1D4W000005kMI8UAM,false,0000001883,384,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw41UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Member Registration 2016 Conference,0,true,,1,200,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,200,false,0,200,false,,0034W00002AU8T6QAL,,,,,,,,,391,FON-International Association,1000 - Cash,,,,,,,,38,,,,
a1D4W000005kMI9UAM,false,0000001884,385,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw41UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Welcome Breakfast,0,true,,1,0,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,,0034W00002AU8T6QAL,,,,,,,,,391,FON-International Association,1000 - Cash,,,,,,,,38,,,,
a1D4W000005kMIAUA2,false,0000001885,386,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw41UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Lunch,0,true,,1,0,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,,0034W00002AU8T6QAL,,,,,,,,,391,FON-International Association,1000 - Cash,,,,,,,,38,,,,
a1D4W000005kMIBUA2,false,0000001886,387,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw41UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,true,,1,0,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,,0034W00002AU8T6QAL,,,,,,,,,391,FON-International Association,1000 - Cash,,,,,,,,38,,,,
a1D4W000005kMICUA2,false,0000001887,388,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw41UAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 3: Round Table,0,true,,1,0,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,0,false,0,0,false,,0034W00002AU8T6QAL,,,,,,,,,391,FON-International Association,1000 - Cash,,,,,,,,38,,,,
a1D4W000005kMMoUAM,false,0000002372,389,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5kUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDbQAM,a154W000008mjqEQAQ,Homecoming Game Ticket,100,true,,1,100,San Francisco,Elsie Burns,United States,94108,California,131 Waverly Pl,,,100,false,0,100,false,,0034W00002AU8VnQAL,,,,,,,,,122,FON-International Association,1000 - Cash,,111,323,,,,,310,,,,
a1D4W000005kMMpUAM,false,0000002373,390,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Non Member Registration,0,true,,1,300,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,300,false,0,300,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,,,,,,,134,,,,
a1D4W000005kMMqUAM,false,0000002374,391,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Lunch,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,,,,,,,134,,,,
a1D4W000005kMMrUAM,false,0000002375,392,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,,,,,,,134,,,,
a1D4W000005kMMsUAM,false,0000002376,393,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 2b: Quality Assurance in Modern Organizations,0,true,,1,40,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,40,false,0,40,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,,,,,,,134,,,,
a1D4W000005kMMtUAM,false,0000002377,394,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,,,Session 4b: How to Lead and Follow,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,,,,,,,134,,,,
a1D4W000005kMMuUAM,false,0000002378,395,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjq8QAA,Session 4a: Building Successful Teams,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,435,,,,,134,,,,
a1D4W000005kMMvUAM,false,0000002379,396,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqAQAQ,Executive Reception & Dinner,25,true,,1,25,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,25,false,0,25,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,436,,,,,134,,,,
a1D4W000005kMMwUAM,false,0000002380,397,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqKQAQ,Networking Breakfast,15,true,,1,15,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,15,false,0,15,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,437,,,,,134,,,,
a1D4W000005kMMxUAM,false,0000002381,398,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqHQAQ,Season 5: Managing Complex Projects,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,438,,,,,134,,,,
a1D4W000005kMMyUAM,false,0000002382,399,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqFQAQ,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,439,,,,,134,,,,
a1D4W000005kMMzUAM,false,0000002383,400,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:59.000+0000,2020-09-24T07:28:59.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqIQAQ,Marketing Keynote with Lunch,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,440,,,,,134,,,,
a1D4W000005kMN7UAM,false,0000002391,401,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:01.000+0000,2020-09-24T07:29:01.000+0000,a1E4W00000Djw5pUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDCQA2,a154W000008mjpvQAA,Research Paper,5,true,,1,5,Zurich,William Curtis,Switzerland,,,Dreikonigstrasse 26,,,5,false,0,5,false,,0034W00002AU8VTQA1,,,,,,,,,127,FON-International Association,1000 - Cash,,117,537,,,,,233,,,,
a1D4W000005kMN0UAM,false,0000002384,402,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:01.000+0000,2020-09-24T07:29:01.000+0000,a1E4W00000Djw5lUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDYQA2,a154W000008mjqGQAQ,Season 7a: Maximizing ROI,0,true,,1,0,Luzern,Bernice Cross,Switzerland,,,Bendesplatz 9,,,0,false,0,0,false,,0034W00002AU8VAQA1,,,,,,,,,123,FON-International Association,1000 - Cash,,95,470,,,,,134,,,,
a1D4W000005kMN1UAM,false,0000002385,403,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:01.000+0000,2020-09-24T07:29:01.000+0000,a1E4W00000Djw5mUAB,2014-09-18,true,a0o4W00000MOvweQAD,true,2015-06-30,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,true,,1,250,Draper,Nellie Jensen,United States,84020,Utah,138 East 12300 South,,,250,false,0,250,false,,0034W00002AU8V4QAL,,,,,,,,,124,FON-International Association,1000 - Cash,,119,546,,,,,114,,,,
a1D4W000005kMN2UAM,false,0000002386,404,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:01.000+0000,2020-09-24T07:29:01.000+0000,a1E4W00000Djw5mUAB,2014-09-18,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,true,,1,0,Draper,Nellie Jensen,United States,84020,Utah,138 East 12300 South,,,0,false,0,0,false,,0034W00002AU8V4QAL,,,,,,,,,124,FON-International Association,1000 - Cash,,116,480,,,,,114,,,,
a1D4W000005kMN3UAM,false,0000002387,405,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:01.000+0000,2020-09-24T07:29:01.000+0000,a1E4W00000Djw5mUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,true,,1,0,Draper,Nellie Jensen,United States,84020,Utah,138 East 12300 South,,,0,false,0,0,false,,0034W00002AU8V4QAL,,,,,,,,,124,FON-International Association,1000 - Cash,,114,,,,,,114,,,,
a1D4W000005kMN4UAM,false,0000002388,406,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:01.000+0000,2020-09-24T07:29:01.000+0000,a1E4W00000Djw5nUAB,,true,a0o4W00000MOvweQAD,true,,a104W00000FuSwjQAF,0,,,,false,false,false,a134W000008hIDDQA2,a154W000008mjpJQAQ,Mug,40,true,,1,40,ORPINGTON,Alice Lloyd,United Kingdom,BR6 0RW,,80  HOMEFIELD RISE,,,40,false,0,40,false,,0034W00002AU8VmQAL,,,,,,,,,125,FON-International Association,1000 - Cash,,116,478,,,,,309,,,,
