Id,Name,External_Id__c,OrderApi__Receipt__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Balance_Due__c,OrderApi__Invoice_Customer_Link__c,OrderApi__Invoice_Due_Date__c,OrderApi__Invoice__c,OrderApi__Is_Refund__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Receipt_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__EPayment_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Item_Name__c,OrderApi__Sales_Order__c,Source_Code__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1D4W0000061v5eUAA,0000002019,196,a1E4W00000DtYEZUA3,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofxQAB,,,,,,,,,332,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,209,,,,
a1D4W0000061v5fUAA,0000002020,197,a1E4W00000DtYEaUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGgQAO,a154W00000926S5QAI,Homecoming Game Ticket,100,true,,1,100,Blue Springs,Ryan Holland,United States,64014,Montana,3100 Sw 7 Hwy,,,100,false,0,100,false,,0034W00002Dpof1QAB,,,,,,,,,333,FON-International Association,a104W00000G3d1EQAR,,147,419,,,,,144,,,,
a1D4W0000061v5gUAA,0000002021,198,a1E4W00000DtYEbUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Employee Registration,0,true,,1,0,Fribourg,Alexander Curry,Switzerland,,,Route de la Vignettz 46,,,0,false,0,0,false,,0034W00002DpocVQAR,,,,,,,,,334,FON-International Association,a104W00000G3d1EQAR,,,,,,,,208,,,,
a1D4W0000061v5hUAA,0000002022,199,a1E4W00000DtYEcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RsQAI,Socks,10,true,,1,10,New York,David Brown,United States,10121,New York,2 Penn Plz,,,10,false,0,10,false,,0034W00002DpofJQAR,,,,,,,,,362,FON-International Association,a104W00000G3d1EQAR,,152,562,,,,,99,,,,
a1D4W0000061v5iUAA,0000002023,200,a1E4W00000DtYEcUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,New York,David Brown,United States,10121,New York,2 Penn Plz,,,0,false,0,0,false,,0034W00002DpofJQAR,,,,,,,,,362,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,99,,,,
a1D4W0000061v5jUAA,0000002024,201,a1E4W00000DtYEdUAN,2016-11-28,true,a0o4W00000M5SknQAF,true,2017-11-27,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,Oyster Bay,Max Foxworth,United States,,New York,45 Mccouns Ln,,,2500,false,0,2500,false,,0034W00002Dpof9QAB,,,,,,,,,363,FON-International Association,a104W00000G3d1EQAR,,159,648,,,,,154,,,,
a1D4W0000061vAVUAY,0000002649,202,a1E4W00000DtYGmUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofPQAR,,,,,,,,,97,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,105,,,,
a1D4W0000061vAWUAY,0000002650,203,a1E4W00000DtYGmUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofPQAR,,,,,,,,,97,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,105,,,,
a1D4W0000061vAXUAY,0000002651,204,a1E4W00000DtYGnUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,New Orleans,Rachel Brown,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpofIQAR,,,,,,,,,98,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,97,,,,
a1D4W0000061vAYUAY,0000002652,205,a1E4W00000DtYGnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,New Orleans,Rachel Brown,United States,70112,Louisiana,353 Baronne St,,,0,false,0,0,false,,0034W00002DpofIQAR,,,,,,,,,98,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,97,,,,
a1D4W0000061vAZUAY,0000002653,206,a1E4W00000DtYGoUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Fribourg,Alexander Curry,Switzerland,,,Route de la Vignettz 46,,,0,false,0,0,false,,0034W00002DpocVQAR,,,,,,,,,99,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,208,,,,
a1D4W0000061vAaUAI,0000002654,207,a1E4W00000DtYGoUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Fribourg,Alexander Curry,Switzerland,,,Route de la Vignettz 46,,,0,false,0,0,false,,0034W00002DpocVQAR,,,,,,,,,99,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,208,,,,
a1D4W0000061vAbUAI,0000002655,208,a1E4W00000DtYGpUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,15  KENNEDY CLOSE,,,0,false,0,0,false,,0034W00002DpofXQAR,,,,,,,,,100,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,179,,,,
a1D4W0000061vAcUAI,0000002656,209,a1E4W00000DtYGpUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,15  KENNEDY CLOSE,,,0,false,0,0,false,,0034W00002DpofXQAR,,,,,,,,,100,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,179,,,,
a1D4W0000061vAdUAI,0000002657,210,a1E4W00000DtYGqUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofgQAB,,,,,,,,,127,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,132,,,,
a1D4W0000061vAeUAI,0000002658,211,a1E4W00000DtYGqUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Bern,Dustin Curtis,Switzerland,,,Schutzenmattstrasse 11,,,0,false,0,0,false,,0034W00002DpofgQAB,,,,,,,,,127,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,132,,,,
a1D4W0000061vAfUAI,0000002659,212,a1E4W00000DtYGrUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,0,false,0,0,false,,0034W00002DpofrQAB,,,,,,,,,128,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,202,,,,
a1D4W0000061vAgUAI,0000002660,213,a1E4W00000DtYGrUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Los Alamos,David Tyler,United States,87544,New Mexico,1981 41st St,,,0,false,0,0,false,,0034W00002DpofrQAB,,,,,,,,,128,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,202,,,,
a1D4W0000061vAhUAI,0000002661,214,a1E4W00000DtYGsUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,,,0,false,0,0,false,,0034W00002Dpof5QAB,,,,,,,,,129,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,148,,,,
a1D4W0000061vAiUAI,0000002662,215,a1E4W00000DtYGsUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Las Vegas,Todd Hall,United States,89117,Nevada,3245 Rosanna St,,,0,false,0,0,false,,0034W00002Dpof5QAB,,,,,,,,,129,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,148,,,,
a1D4W0000061vAjUAI,0000002663,216,a1E4W00000DtYGtUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,130,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,100,,,,
a1D4W0000061vAkUAI,0000002664,217,a1E4W00000DtYGtUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,130,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,100,,,,
a1D4W0000061vAlUAI,0000002665,218,a1E4W00000DtYGuUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Lake,Esther Wilson,United States,48632,Michigan,7744 Mystic Lake Dr,,,0,false,0,0,false,,0034W00002DpofcQAB,,,,,,,,,131,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,184,,,,
a1D4W0000061vAmUAI,0000002666,219,a1E4W00000DtYGuUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Lake,Esther Wilson,United States,48632,Michigan,7744 Mystic Lake Dr,,,0,false,0,0,false,,0034W00002DpofcQAB,,,,,,,,,131,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,184,,,,
a1D4W0000061vAnUAI,0000002667,220,a1E4W00000DtYGvUAN,2017-09-25,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,Cloud Stress Ball,1,true,,1,0,Fargo,Clayton Clintford,United States,,North Dakota,3240 15th street,,,0,false,0,0,false,,0034W00002DpofEQAR,,,,,,,,,132,FON-International Association,a104W00000G3d1EQAR,,152,565,,,,,93,,,,
a1D4W0000061vAoUAI,0000002668,221,a1E4W00000DtYGvUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,true,a134W000009DZGWQA4,,Tax Class Default Tax Rate,0,true,,1,0,Fargo,Clayton Clintford,United States,,North Dakota,3240 15th street,,,0,false,0,0,false,,0034W00002DpofEQAR,,,,,,,,,132,FON-International Association,a104W00000G3d1EQAR,,150,,,,,,93,,,,
a1D4W0000061uq0UAA,0000003159,222,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,Full Conference Pass (FON-Annual Symposium 2020 (Lightning Event)),100,false,a1C4W00000845KVUAY,1,100,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,100,false,0,100,false,,0034W00002DpodbQAB,,a0y4W00000VRkwWQAT,8lAPaBvSWO8VLJd4MISA2YjZ1VWKXK,,a1I4W00000HFZlEUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,272,,53,1721,
a1D4W0000061uq1UAA,0000003160,223,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,Full Conference Pass (FON-Annual Symposium 2020 (Lightning Event)),100,false,a1C4W00000845KVUAY,1,100,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,100,false,0,100,false,,0034W00002Dpof3QAB,,a0y4W00000VRkwXQAT,IWUiPd5lyusxPxkW7JIxKXWC3gSWRc,,a1I4W00000HFZlFUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,146,,54,1722,
a1D4W0000061uq2UAA,0000003161,224,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,Advanced Discussion,25,false,a1C4W00000845KWUAY,1,25,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,25,false,0,25,false,a1D4W0000061uq0UAA,0034W00002DpodbQAB,,a0y4W00000VRkwYQAT,y1P3ySw0AD2bO4x4JF88au1AfsUKhP,8lAPaBvSWO8VLJd4MISA2YjZ1VWKXK,a1I4W00000HFZlGUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,222,272,,55,1723,
a1D4W0000061uq3UAA,0000003162,225,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,Keynote Speech,0,false,a1C4W00000845KXUAY,1,0,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,0,false,0,0,false,a1D4W0000061uq0UAA,0034W00002DpodbQAB,,a0y4W00000VRkwZQAT,hE72NmnyoE3BZEYiokAA8qNIj1coSF,8lAPaBvSWO8VLJd4MISA2YjZ1VWKXK,a1I4W00000HFZlHUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,222,272,,56,1724,
a1D4W0000061uq4UAA,0000003163,226,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,Leadership Workshop,25,false,a1C4W00000845KYUAY,1,25,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,25,false,0,25,false,a1D4W0000061uq0UAA,0034W00002DpodbQAB,,a0y4W00000VRkwaQAD,sWHDmVv5ZvVtZ9XWN5cIyHN0OnzV2u,8lAPaBvSWO8VLJd4MISA2YjZ1VWKXK,a1I4W00000HFZlIUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,222,272,,57,1725,
a1D4W0000061uq5UAA,0000003164,227,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,Round Table Discussion I,0,false,a1C4W00000845KZUAY,1,0,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,0,false,0,0,false,a1D4W0000061uq0UAA,0034W00002DpodbQAB,,a0y4W00000VRkwbQAD,7JCDjMDAswNjtFmpXIpmWwggljpzc3,8lAPaBvSWO8VLJd4MISA2YjZ1VWKXK,a1I4W00000HFZlJUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,222,272,,58,1726,
a1D4W0000061uq6UAA,0000003165,228,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,Round Table Discussion II,0,false,a1C4W00000845KaUAI,1,0,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,0,false,0,0,false,a1D4W0000061uq0UAA,0034W00002DpodbQAB,,a0y4W00000VRkwcQAD,EQxw5Z9e0Jyittvr61Bj5sR8S1c1bN,8lAPaBvSWO8VLJd4MISA2YjZ1VWKXK,a1I4W00000HFZlKUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,222,272,,59,1727,
a1D4W0000061uq7UAA,0000003166,229,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RNQAY,Beginner Workshop,25,false,a1C4W00000845KbUAI,1,25,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,25,false,0,25,false,a1D4W0000061uq1UAA,0034W00002Dpof3QAB,,a0y4W00000VRkwdQAD,a1gkEBdU0NcPntmgbiMrxVXfINsraV,IWUiPd5lyusxPxkW7JIxKXWC3gSWRc,a1I4W00000HFZlLUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,580,672,,,223,146,,60,1728,
a1D4W0000061uq8UAA,0000003167,230,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,Keynote Speech,0,false,a1C4W00000845KXUAY,1,0,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,0,false,0,0,false,a1D4W0000061uq1UAA,0034W00002Dpof3QAB,,a0y4W00000VRkweQAD,UG6lOcMNTbPjmBaEaEriaBD9AKr0FB,IWUiPd5lyusxPxkW7JIxKXWC3gSWRc,a1I4W00000HFZlMUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,223,146,,61,1729,
a1D4W0000061uq9UAA,0000003168,231,a1E4W00000DtYAgUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,Round Table Discussion I,0,false,a1C4W00000845KZUAY,1,0,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,0,false,0,0,false,a1D4W0000061uq1UAA,0034W00002Dpof3QAB,,a0y4W00000VRkwfQAD,0XRGHinw9JW1l4MeazAMpDVmAhG7VE,IWUiPd5lyusxPxkW7JIxKXWC3gSWRc,a1I4W00000HFZlNUAX,,,,185,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,223,146,,62,1730,
a1D4W0000061uqAUAQ,0000003169,232,a1E4W00000DtYAhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,Full Conference Pass (FON-Annual Symposium 2020 (Lightning Event)),100,false,a1C4W00000845KVUAY,1,100,,Will Brown,,,,,,,100,false,0,100,false,,0034W00002DpoeMQAR,,a0y4W00000VRkwgQAD,OX2lPv26qtiwLQPkzUwPCN1uqAvVUj,,a1I4W00000HFZlOUAX,,,,186,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,24,,63,1731,
a1D4W0000061uqBUAQ,0000003170,233,a1E4W00000DtYAhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,Advanced Discussion,25,false,a1C4W00000845KWUAY,1,25,,Will Brown,,,,,,,25,false,0,25,false,a1D4W0000061uqAUAQ,0034W00002DpoeMQAR,,a0y4W00000VRkwhQAD,UJhQhLxCHXRZ6rDAqFom7tboHYcSjP,OX2lPv26qtiwLQPkzUwPCN1uqAvVUj,a1I4W00000HFZlPUAX,,,,186,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,232,24,,64,1732,
a1D4W0000061uqCUAQ,0000003171,234,a1E4W00000DtYAhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,Keynote Speech,0,false,a1C4W00000845KXUAY,1,0,,Will Brown,,,,,,,0,false,0,0,false,a1D4W0000061uqAUAQ,0034W00002DpoeMQAR,,a0y4W00000VRkwiQAD,n4mf71LEJIGDZhM3bV9EwFQaaEjK9w,OX2lPv26qtiwLQPkzUwPCN1uqAvVUj,a1I4W00000HFZlQUAX,,,,186,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,232,24,,80,1861,
a1D4W0000061uqDUAQ,0000003172,235,a1E4W00000DtYAhUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1HQAR,0,,,,false,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,Leadership Workshop,25,false,a1C4W00000845KYUAY,1,25,,Will Brown,,,,,,,25,false,0,25,false,a1D4W0000061uqAUAQ,0034W00002DpoeMQAR,,a0y4W00000VRkwjQAD,lHgLy5zApH7CDNLp43wRgY2kINgDy5,OX2lPv26qtiwLQPkzUwPCN1uqAvVUj,a1I4W00000HFZlRUAX,,,,186,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,232,24,,81,1862,
a1D4W0000061uvnUAA,0000001404,236,a1E4W00000DtYBnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S1QAI,Executive Reception & Dinner,25,true,,1,25,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,25,false,0,25,false,,0034W00002DpofKQAR,,,,,,,,,468,FON-International Association,a104W00000G3d1EQAR,,131,597,,,,,100,,,,
a1D4W0000061uvoUAA,0000001405,237,a1E4W00000DtYBnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Season 5: Managing Complex Projects,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,468,FON-International Association,a104W00000G3d1EQAR,,131,599,,,,,100,,,,
a1D4W0000061uvpUAA,0000001406,238,a1E4W00000DtYBnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Season 6: A Step Ahead: Anticipating Change,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,468,FON-International Association,a104W00000G3d1EQAR,,131,600,,,,,100,,,,
a1D4W0000061uvqUAA,0000001407,239,a1E4W00000DtYBnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926S9QAI,Marketing Keynote with Lunch,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,468,FON-International Association,a104W00000G3d1EQAR,,131,601,,,,,100,,,,
a1D4W0000061uvrUAA,0000001408,240,a1E4W00000DtYBnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Closing Keynote,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,468,FON-International Association,a104W00000G3d1EQAR,,131,639,,,,,100,,,,
a1D4W0000061uvsUAA,0000001409,241,a1E4W00000DtYBnUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,,Lunch,0,true,,1,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,,,0,false,0,0,false,,0034W00002DpofKQAR,,,,,,,,,468,FON-International Association,a104W00000G3d1EQAR,,,,,,,,100,,,,
a1D4W0000061uvtUAA,0000001410,242,a1E4W00000DtYBoUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,,a154W00000926STQAY,Show off your association pride by sponsoring our annual conference at the silver level.,7500,true,,1,7500,Stratford,Jim Neal,United States,6615,Connecticut,40 Macs Harbor Ct,,,7500,false,0,7500,false,,0034W00002DpofqQAB,,,,,,,,,469,FON-International Association,a104W00000G3d1EQAR,,,683,,,,,201,,,,
a1D4W0000061uvuUAA,0000001411,243,a1E4W00000DtYBpUAN,,true,a0o4W00000M5SknQAF,true,,a104W00000G3d1EQAR,0,,,,false,false,false,a134W000009DZGhQAO,a154W00000926SGQAY,Member Registration 2014 Conference,200,true,,1,200,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,,,200,false,0,200,false,,0034W00002DpogBQAR,,,,,,,,,470,FON-International Association,a104W00000G3d1EQAR,,130,417,,,,,161,,,,
