LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,EmailBouncedReason,EmailBouncedDate,Jigsaw,IndividualId,PagesApi__Site__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Assistant_Do_Not_Call__c,OrderApi__Assistant_Email_Opt_Out__c,OrderApi__Assistant_Email__c,OrderApi__Badges__c,OrderApi__Home_Do_Not_Call__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Mobile_Do_Not_Call__c,OrderApi__Other_Do_Not_Call__c,OrderApi__Other_Email_Opt_Out__c,OrderApi__Other_Email__c,OrderApi__Outstanding_Credits__c,OrderApi__Personal_Email_Opt_Out__c,OrderApi__Personal_Email__c,OrderApi__Potential_Duplicate_Contacts__c,OrderApi__Preferred_Email_Type__c,OrderApi__Preferred_Phone_Type__c,OrderApi__Price_Rules_Usages__c,OrderApi__Sync_Address_Billing__c,OrderApi__Sync_Address_Shipping__c,OrderApi__Sync_Email__c,OrderApi__Sync_Phone__c,OrderApi__Work_Do_Not_Call__c,OrderApi__Work_Email_Opt_Out__c,OrderApi__Work_Email__c,OrderApi__Work_Phone__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Auto_Calculate_Contact_Greetings__c,DonorApi__Auto_Calculate_Current_Ask_Amount__c,DonorApi__Current_Ask_Amount__c,DonorApi__Deceased__c,DonorApi__Default_Greeting_Type__c,DonorApi__Direct_Mail_Opt_Out__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Formal_Greeting__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Include_in_Household_Greetings__c,DonorApi__Languages__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Personal_Greeting__c,DonorApi__Personal_Recognition_Name__c,DonorApi__Primary__c,DonorApi__Suffix__c,OrderApi__Privacy_Settings__c,PagesApi__Cookie_Usage_Accepted__c,OrderApi__Edit_Community_Company_Info__c,OrderApi__Preferred_Language__c,Errors,Id
Barron,Terry,,,,,,,,,,,,,,,,,,,,,,,,terry.barron@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,terry.barron@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyJIAT
Sandler,Adam,,,,,,,,,,,,,,,,,,,,,,,,sandler@mailinator.com,BA,,,,,,false,false,false,,,,,,0,false,false,,,false,100,false,false,false,,,false,sandler@mailinator.com,,Work,Mobile,"{""a1C6A000001Bn7bUAC"":1}",false,false,false,false,false,false,sandler@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyKIAT
Kelley,Bob,Mr.,,,,,,,,,1600 Pennsylvania Avenue Northwest,Washington,District of Columbia,20500,United States,38.897191,-77.036545,Address,202-546-7890,,202-546-7890,,,703-123-8978,vsoni@fonteva.com,Chief Executive Officer,Leadership,,,2018-07-04,,false,false,false,,,,,,220,false,false,adwyer@mailinator.com,"FON-Annual Conference Attendee Badge,FON-Company Admin,FON-Company Manager,FON-Donor Badge,FON-Individual Member Badge,FON-Organizational Member Badge,FON-Speaker Badge,FON-Volunteer Badge",false,245,false,false,false,,90,false,bobkelley1@mailinator.com,,Work,Mobile,"{""a1C6A000001xEVmUAM"":1,""a1C6A000001Bn4vUAC"":1,""a1C6A000001CkreUAC"":1,""a1C3s000003oNfAEAU"":1,""a1C3s000003oNf7EAE"":1,""a1C3s000003oNf3EAE"":1,""a1C3s000003oNeyEAE"":2,""a1C6A000001x2SeUAI"":1,""a1C6A000002Mi1pUAC"":1,""a1C6A000002zsKwUAI"":2,""a1C6A000002zsKrUAI"":2,""a1C6A000002zsKcUAI"":1,""a1C6A000001xF82UAE"":2,""a1C6A000001xEPeUAM"":6,""a1C6A000001Bn2hUAC"":3,""a1C6A000001x2Y3UAI"":3,""a1C6A000001Bn7DUAS"":2,""a1C6A000002LWuYUAW"":1,""a1C6A000001CkrjUAC"":3,""a1C6A000001D4zMUAS"":2,""a1C6A000001Bn2gUAC"":2,""a1C6A000001Bn7cUAC"":10,""a1C6A000001Bn7WUAS"":2,""a1C6A000001Bn7XUAS"":2,""a1C6A000001CbcfUAC"":2,""a1C6A000001Bn7ZUAS"":6,""a1C6A000001Bn1HUAS"":2,""a1C6A000001Bn7YUAS"":2,""a1C6A000002LWudUAG"":1,""a1C6A000001Bn4wUAC"":7,""a1C6A000001CkroUAC"":2,""a1C6A000001Bn4tUAC"":2,""a1C6A000001Bn7KUAS"":1,""a1C6A000002zsKXUAY"":1,""a1C6A000002zsLLUAY"":2,""a1C6A000002zsLBUAY"":2,""a1C6A000002zsLVUAY"":2,""a1C3s000003oNf6EAE"":2,""a1C3s000003oNf9EAE"":2,""a1C3s000003oNf4EAE"":1}",false,false,false,false,false,false,vsoni@fonteva.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyLIAT
Deegan,Victoria,,,,,,,,,,,,,,,,,,,,,,,,vdeegan@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,vdeegan@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyMIAT
Kenton,Tory,,,,,,,,,,7911 West ParkDrive,McLean,Virginia,22102,United States,38.924946,-77.218799,Block,,,,,,,tkenton@mailinator.com,Manager,,,,,,false,false,false,,,,,,100,false,false,,FON-Individual Member Badge,false,100,false,false,false,,,false,,,Work,Mobile,"{""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7bUAC"":4}",false,false,false,false,false,false,tkenton@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyNIAT
Brown,Anthony,,,,,,,,,,,,,,,,,,,,,,,,abrown@mailinator.com,,,,,2018-08-07,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,abrown@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyOIAT
Thompson,Jason,,,,,,,,,,,,,,,,,,,,,,,,jthompson@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,jthompson@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyPIAT
Byers,Matthew,,,,,,,,,,,,,,,,,,,,,,,,mbyers@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,mbyers@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyQIAT
Smythe,Janice,,,,,,,,,,1 Main Street,Annapolis,Maryland,21401,United States,38.977217,-76.487509,Block,,,,,,,jsmythe@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,jsmythe@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyRIAT
Smithson,John,,,,,,,,,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,,,,,,,,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzySIAT
Deegan,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,ldeegan@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,ldeegan@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyTIAT
Individual,One,,,,,,,,,,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,,,,,,,1individual@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,1individual@mailinator.com,,Work,Mobile,,false,false,false,false,false,false,1individual@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyUIAT
Individual,Two,,,,,,,,,,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,38.986589,-76.818994,Address,,,,,,,2individual@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,2individual@mailinator.com,,Work,Mobile,,false,false,false,false,false,false,2individual@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyVIAT
Test,prathyusha,,,,,,,,,,,,,,,,,,,,,,,,ptest@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,ptest@mailinator.com,,Personal,Mobile,"{""a1C6A000002MPpEUAW"":2,""a1C6A000002MPpYUAW"":4}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyWIAT
Nicholson,Jack,,,,,,,,,,,,,,,,,,,,,,,,minhajarifinkgs@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,minhajarifinkgs@mailinator.com,,Personal,Mobile,"{""a1C6A000001Bn2gUAC"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyXIAT
Richeimer,Kristin,,,,,,,,,,,,,,,,,,,,,,,,kristin.richeimer@gmail.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,kristin.richeimer@gmail.com,,Personal,Mobile,"{""a1C6A000001Bn2gUAC"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyYIAT
kelley,bob,,,,,,,,,,,,,,,,,,,,,,,,sbougara@fusionspan.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,sbougara@fusionspan.com,,Personal,Mobile,"{""a1C6A000001Bn2gUAC"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyZIAT
O'Bar,Teagan,,,,,,,,,,,,,,,,,,,,,,,,teagano@moaa.org,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,teagano@moaa.org,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyaIAD
Don't use,Ellen,,,,,,,,,,,,,,,,,,,,,,,,rejoin@mailinator.com,,,,,,,false,false,false,,,,,,200,false,false,,FON-Individual Member Badge,false,200,false,false,false,,,false,rejoin@mailinator.com,,Personal,Mobile,"{""a1C6A000001Bn7cUAC"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzybIAD
Don't use this either,FON,,,,,,,,,,,,,,,,,,,,,,,,fonrejoin@mailinator.com,,,,,,,false,false,false,,,,,,0,false,false,,,false,,false,false,false,,,false,fonrejoin@mailinator.com,,Personal,Mobile,"{""a1C6A000001Bn7cUAC"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzycIAD
Example_ReJoin,Fon,,,,,,,,,,,,,,,,,,,,,,,,examplerejoin@mailinator.com,,,,,,,false,false,false,,,,,,100,false,false,,FON-Individual Member Badge,false,100,false,false,false,,,false,examplerejoin@mailinator.com,,Personal,Mobile,"{""a1C6A000001Bn7cUAC"":4,""a1C6A000001w9oeUAA"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzydIAD
DOE,JANE,,,,,,,,,,,,,,,,,,,,,,,,robinmay09@gmail.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,robinmay09@gmail.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyeIAD
Qureshi,Caroline,,,,,,,,,,932 N Kenmore St,Arlington,Virginia,22201,United States,38.884071,-77.100456,Address,2029117181,,,,,,,,,,,,,false,false,false,,,,,,2025,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge,FON-Organizational Member Badge",false,2025,false,false,false,,,false,,,Personal,Mobile,"{""a1C3s0000043DpZEAU"":1,""a1C6A000001Bn7WUAS"":3,""a1C6A000001Bn7bUAC"":4,""a1C3s0000040EVzEAM"":4,""a1C6A000001xF6gUAE"":10,""a1C6A000002MQSAUA4"":1,""a1C6A000002MQRvUAO"":1,""a1C6A000002MPpEUAW"":1,""a1C6A000001CkrjUAC"":1,""a1C6A000002MQSFUA4"":1,""a1C6A000002MQRqUAO"":1,""a1C6A000001Bn7ZUAS"":1,""a1C6A000001D4zMUAS"":10,""a1C6A000001Bn7cUAC"":3}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyfIAD
May McMorris -test,Robin,,,,,,,,,,,,,,,,,,,,,,,,robinmc.zphib@gmail.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,robinmc.zphib@gmail.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzygIAD
Fischer,FON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,,,,600,false,false,,FON-Individual Member Badge,false,600,false,false,false,,,false,,,Personal,Mobile,"{""a1C6A000001xEPeUAM"":4,""a1C6A000001Bn7cUAC"":9,""a1C6A000001Bn4tUAC"":4}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyhIAD
Tester,Erika,,,,,,,,,,,,,,,,,,,,,,,,cqureshi@fonteva.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,cqureshi@fonteva.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyiIAD
Alzugaray,Diego,,,,,,,,,,,,,,,,,,,,,,,,dalzugaray@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,dalzugaray@mailinator.com,,Personal,Mobile,"{""a1C6A000001Bn7ZUAS"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyjIAD
asdfasdfasdfasdf,asdfasdf,,,,,,,,,,,,,,,,,,,,,,,,aardfasdfsaon@fonteva.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,aardfasdfsaon@fonteva.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzykIAD
asdfasdf,asdfasdf,,,,,,,,,,,,,,,,,,,,,,,,aa34234safron@fonteva.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,aa34234safron@fonteva.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzylIAD
User,Test,,,,,,,,,,,,,,,,,,,,,,,,testuser@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,testuser@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzymIAD
Brown,David,,2 Penn Plz,New York,New York,10121,United States,,,,2 Penn Plz,New York,New York,10121,United States,40.750267,-73.992035,Address,(742)-971-4413,,(742)-971-4413,,,,davidbrown@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,davidbrown@mailinator.com,,Personal,Mobile,"{""a1C1I000000DSOcUAO"":1,""a1C1I000000DSQFUA4"":1}",false,false,true,true,false,false,davidbrown@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzynIAD
Weber,Bess,,Zahringerstrasse 13A,Bern,,,Switzerland,,,,Adligenswilerstrasse 39,Luzern,,,Switzerland,47.059135263290706,8.324015626178424,Block,+41 23 199 6825,,+41 23 199 6825,,,,bessweber@mailinator.com,Chairman,,,,,,false,false,false,,,,,,125,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge",false,225,false,false,false,,,false,bessweber@mailinator.com,,Personal,Mobile,"{""a1C1I000000DSQHUA4"":1,""a1C1I000000DSP8UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSOwUAO"":1,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSP5UAO"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSQXUA4"":2}",false,false,false,false,false,false,bessweber@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyoIAD
Flowers,Gary,,Zahringerstrasse 13A,Bern,,,Switzerland,,,,Dreikonigstrasse 26,Zurich,,,Switzerland,47.366737888320145,8.535363031240928,Block,+41 33 986 3169,,+41 33 986 3169,,,,garyflowers@mailinator.com,Executive Director,,,,,,false,false,false,,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,25,false,false,false,,,false,garyflowers@mailinator.com,,Personal,Mobile,"{""a1C1I000000DSOtUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOlUAO"":1,""a1C1I000000DSOnUAO"":1,""a1C1I000000DSOsUAO"":1}",false,false,false,false,false,false,garyflowers@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzypIAD
Testing1121,Washington,,,,,,,,,,,,,,,,,,,,,,,,fontevatesting1121@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,fontevatesting1121@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyqIAD
Testing730,arlington,,,,,,,,,,,,,,,,,,,,,,,,testarelington730@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,testarelington730@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyrIAD
dfgfgch,njjnk,,,,,,,,,,,,,,,,,,,,,,,,drtfgc@dfgd.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,drtfgc@dfgd.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzysIAD
fhfhg,jihh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzytIAD
ftfg,bhjbhj,,,,,,,,,,,,,,,,,,,,,,,,ftyfgy@dfggh.jh,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,ftyfgy@dfggh.jh,,Personal,Mobile,"{""a1C6A000001Bn7YUAS"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyuIAD
Test1223,Diego,,,,,,,,,,,,,,,,,,,,,,,,diegotest1223@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,diegotest1223@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyvIAD
Brown,Will,,,,,,,,,,,,,,,,,,,,,,,,wbrown@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,wbrown@mailinator.com,,Personal,Mobile,"{""a1C3s000003oNfAEAU"":1,""a1C3s000003oNf7EAE"":1,""a1C3s000003oNf3EAE"":1,""a1C3s000003oNeyEAE"":1,""a1C3s000003oNf6EAE"":1,""a1C3s000003oNf9EAE"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzywIAD
Shah,Himali,,,,,,,,,,,,,,,,,,,,,,,,hshah+testing@fusionspan.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,hshah+testing@fusionspan.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyxIAD
Shah,HIma,,,,,,,,,,,,,,,,,,,,,,,,hshah+testingddd@fusionspan.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,hshah+testingddd@fusionspan.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyyIAD
test,test,,,,,,,,,,,,,,,,,,,,,,,,testemail@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,testemail@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzyzIAD
David,Sammy,,,,,,,,,,,,,,,,,,,,,,,,sdavid@mailinator.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,sdavid@mailinator.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz0IAD
Binion,Briawna,,,,,,,,,,,,,,,,,,,,,,,,bbinio2@illinois.edu,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,bbinio2@illinois.edu,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz1IAD
kirk,Lovelee Lawanda,,,,,,,,,,,,,,,,,,,,,,,,mzkirk2u@gmail.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,mzkirk2u@gmail.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz2IAD
Johnson,Gessika,,,,,,,,,,,,,,,,,,,,,,,,gthurma23@gmail.com,,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,gthurma23@gmail.com,,Personal,Mobile,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz3IAD
Simon,Linnie,,Mittelstrasse 32,Bern,,,Switzerland,,,,Stauffacherstrasse 60,Zurich,,,Switzerland,47.3755263832979,8.526958076486904,Block,+41 66 729 2694,,+41 66 729 2694,,,,linniesimon@mailinator.com,President,,,,,,false,false,false,,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,25,false,false,false,,,false,linniesimon@mailinator.com,,Personal,Mobile,"{""a1C1I000000DSOtUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOsUAO"":1}",false,false,false,false,false,false,linniesimon@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz4IAD
Fields,Daniel,,Route de la Vignettz 46,Fribourg,,,Switzerland,,,,Adligenswilerstrasse 39,Luzern,,,Switzerland,47.059135263290706,8.324015626178424,Block,+41 92 209 1696,,+41 92 209 1696,,,,danielfields@mailinator.com,Assistant manager,,,,,,false,false,false,,,,,,0,false,false,,FON-Volunteer Badge,false,20,false,false,false,,,false,danielfields@mailinator.com,,Personal,Mobile,"{""a1C1I000000DSObUAO"":1,""a1C1I000000DSQKUA4"":1}",false,false,false,false,false,false,danielfields@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz5IAD
Brown,Jacob,,Chemin des Grottes 14,Fribourg,,,Switzerland,,,,Stauffacherstrasse 60,Zurich,,,Switzerland,47.3755263832979,8.526958076486904,Block,+41 45 286 6605,,+41 45 286 6605,,,,jacobbrown@mailinator.com,Section Head,,,,,,false,false,false,,,,,,,false,false,,,false,,false,false,false,,,false,jacobbrown@mailinator.com,,Personal,Mobile,"{""a1C1I000000DSQUUA4"":2,""a1C1I000000DSOZUA4"":1}",false,false,true,true,false,false,jacobbrown@mailinator.com,,false,false,false,,false,Personal Greeting,false,false,,,0,0,0,false,,,0,,,,false,,private,false,false,,,003R000001XMzz6IAD
