Id,OrderApi__Sales_Order__c,OrderApi__Term__c,Name,External_Id__c,OrderApi__AR_Account__c,OrderApi__Scheduled_Payment__c,OrderApi__Subscription__c,OrderApi__Account__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Due_Date__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Days_Overdue__c,OrderApi__Description__c,OrderApi__Due_Date__c,OrderApi__Entity__c,OrderApi__Has_Payments__c,OrderApi__Has_Refunds__c,OrderApi__Invoice_Date__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Overdue__c,OrderApi__Is_Paid__c,OrderApi__Is_Posted__c,OrderApi__Is_Voided__c,OrderApi__Memo__c,OrderApi__Paid_Date__c,OrderApi__Payment_Count__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Refund_Count__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Total__c,OrderApi__Voided_Date__c,OrderApi__Adjustments__c,OrderApi__Item_Count__c,OrderApi__Subtotal__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Encrypted_Id__c,FontevaReports__Posted_Age__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Term__r.External_Id__c,OrderApi__AR_Account__r.Id,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Subscription__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Payment_Terms__r.External_Id__c
a124W00000MTdhfQAD,a1J4W00000CgFxNUAV,,000000379,130,a104W00000G3d1EQAR,,,0014W000025FRkMQAW,0,0,0,Zurich,Barbara Francis,Switzerland,,,Dreikonigstrasse 26,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofzQAB,0,Barbara Francis,,0,,2017-05-26,Contact,false,false,2017-05-26,false,false,true,true,false,,2017-07-04,0,a1A4W00000F6ZX2UAN,2017-05-26,0,Zurich,Barbara Francis,Switzerland,,,Dreikonigstrasse 26,Paid,10,,-10,3,10,-10,YLKDo0487yZRxqFYTT1xt4mH55lSc2i3AlIIs3GrjN4=,1223,1043,,a104W00000G3d1EQAR,,,8,FON-International Association,211,1
a124W00000MTdhgQAD,a1J4W00000CgFxOUAV,,000000380,131,a104W00000G3d1EQAR,,,0014W000025FRlLQAW,0,0,225,Lansing,Jose Hernandez,United States,48910,Michigan,4931 Contec Dr,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog0QAB,0,Jose Hernandez,,1079,,2017-10-17,Contact,false,false,2017-10-17,false,true,false,true,false,,2017-10-30,0,a1A4W00000F6ZX2UAN,2017-10-17,0,Lansing,Jose Hernandez,United States,48910,Michigan,4931 Contec Dr,Overdue,225,,0,3,225,0,0uw8UtjabK0bO5HouEqo1a6Hf7FCYggarfN+zrju3nA=,1079,1044,,a104W00000G3d1EQAR,,,9,FON-International Association,212,1
a124W00000MTdhhQAD,a1J4W00000CgFxRUAV,,000000381,132,a104W00000G3d1EQAR,,,0014W000025FRlLQAW,0,0,0,Scottsdale,Milton Pena,United States,85258,Arizona,7868 E Via Marina,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog3QAB,0,FON-General Electric,,0,,2015-11-30,Account,false,false,2015-11-30,false,false,true,true,false,,2015-12-02,0,a1A4W00000F6ZX2UAN,2015-11-30,0,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,Paid,40,,-40,3,40,-40,nQqJF8/gfShGUky4h7fwFqzwZsu/7KGxaPysLPiocac=,1766,1047,,a104W00000G3d1EQAR,,,9,FON-International Association,239,1
a124W00000MTdhiQAD,a1J4W00000CgFxSUAV,,000000382,133,a104W00000G3d1EQAR,,,0014W000025FRlLQAW,0,0,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog2QAB,0,Brant Morgan,,0,,2015-10-16,Contact,false,false,2015-10-16,false,false,true,true,false,,2015-10-30,0,a1A4W00000F6ZX2UAN,2015-10-16,0,Loysburg,Brant Morgan,United States,16659,Pennsylvania,133 Beaver Creek Rd,Paid,25,,-25,4,25,-25,FcupCH6yui+obU/lN16cOHZQdWV2090IsqmVH4P0uRc=,1811,1048,,a104W00000G3d1EQAR,,,9,FON-International Association,214,1
a124W00000MTdhjQAD,a1J4W00000CgFxVUAV,,000000383,134,a104W00000G3d1EQAR,,,0014W000025FRlLQAW,0,0,0,Bethesda,Don Tucker,United States,20814,Maryland,4623 Rosedale Avenue,a0o4W00000M5SknQAF,true,true,true,0034W00002DpodtQAB,0,Don Tucker,,0,,2017-05-31,Contact,false,false,2017-05-31,false,false,true,true,false,,2017-06-07,0,a1A4W00000F6ZX2UAN,2017-05-31,0,Bethesda,Don Tucker,United States,20814,Maryland,4623 Rosedale Avenue,Paid,50,,-50,2,50,-50,+fKPaMMBoSgDEKSddZcBUNr9VZNOwQoZASTNxREhu2c=,1218,1133,,a104W00000G3d1EQAR,,,9,FON-International Association,238,1
a124W00000MTdeSQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000819,135,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,53,,2020-08-08,Account,false,false,2020-08-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,Y8TwYlMa7SrD/vvjk6vK5BTLs2LEI8o/J+j3W95X+/0=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeTQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000820,136,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,22,,2020-09-08,Account,false,false,2020-09-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,cmHdKFRcqFbFkalW60uoAO/VqufYrCuqO/s8DO981Co=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeUQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000821,137,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,0,,2020-10-08,Account,false,false,2020-10-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,73fb1s8kWcZ0iPmyPEbRNKKeyUg36EMrvABMwVvjDVo=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeVQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000822,138,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,0,,2020-11-08,Account,false,false,2020-11-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,I4VWkMRp5lJmrsksyBb8TsONWPAeAczJCLDW8L2t210=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeWQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000823,139,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,0,,2020-12-08,Account,false,false,2020-12-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,GOUtRUID3Q5JzBIiMJvBahvLw0HQA/ShTjjlqhXwqd8=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeXQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000824,140,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,0,,2021-01-08,Account,false,false,2021-01-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,onLxEfpMQ0xaAhgbWNjXWBd3kH4wv1pJofP+Yiv2Lcc=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeYQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000825,141,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,0,,2021-02-08,Account,false,false,2021-02-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,nYFkfh6mXknAkx/OC2eECl+49BhyrLVDXIZTFC0FIMM=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeZQAT,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000826,142,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.63,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,0,,2021-03-08,Account,false,false,2021-03-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Posted,416.63,,0,1,416.63,0,mQXDUsRTM/0cJqMIYvF5GQS4k+uJym6mMII7phbnxF4=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdeaQAD,a1J4W00000CgFsrUAF,a1H4W00000BB53ZUAT,000000827,143,a104W00000G3d1FQAR,,a1S4W000004D1RqUAK,0014W000025FRkZQAW,0,0,416.67,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocuQAB,0,"EUT-XYZ, Inc. 5",,175,,2020-04-08,Account,false,false,2020-04-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,CZyeBDJXuW+C5LR1PGvNPyoo+qCuHAqHC/38ePsztMk=,175,506,149,a104W00000G3d1FQAR,,39,113,FON-International Association,82,1
a124W00000MTdebQAD,a1J4W00000CgFswUAF,,000000908,144,a104W00000G3d1FQAR,,,0014W000025FRljQAG,0,,540,,Caroline Qureshi,,,,,a0o4W00000M5SknQAF,true,true,true,0034W00002DpoceQAB,,Shannon Z Household,,159,,2020-04-24,Account,false,false,2020-04-24,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-24,0,,Caroline Qureshi,,,,,Overdue,540,,0,2,540,,3jPwIqJocqVVsQkzZJ3RSChhSifSlTo5Vs65bWa5woc=,159,550,,a104W00000G3d1FQAR,,,124,FON-International Association,10,1
a124W00000MTdecQAD,a1J4W00000CgFsxUAF,a1H4W00000BB53aUAD,000000909,145,a104W00000G3d1FQAR,,a1S4W000004D1RxUAK,0014W000025FRkKQAW,0,,720,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000M5SknQAF,true,true,true,0034W00002DpoceQAB,,Caroline Qureshi,,159,,2020-04-24,Contact,false,false,2020-04-24,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-24,0,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,Overdue,720,,0,2,720,,nWpZI0mAtJGXL5Dlpvt0LYIkj8Xa4ZDV5z6OgIfSuP4=,159,551,150,a104W00000G3d1FQAR,,40,5,FON-International Association,10,1
a124W00000MTdfvQAD,a1J4W00000CgFtaUAF,,000000910,146,a104W00000G3d1FQAR,,,0014W000025FRklQAG,0,,105,Arlington,Joe Brewer,United States,22206,Virginia,2925 South Glebe Road,a0o4W00000M5SknQAF,true,true,false,0034W00002DpodGQAR,,Joe Brewer,,133,,2020-05-20,Contact,false,false,2020-05-20,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-05-20,0,Arlington,Joe Brewer,United States,22203,VA,4401 Wilson Boulevard,Overdue,105,,0,2,105,,cZbpLh+D/bOFcF27+RPts2QQ8H1SINBk2vYFhgQssl8=,133,631,,a104W00000G3d1FQAR,,,133,FON-International Association,127,1
a124W00000MTdhkQAD,a1J4W00000CgFxWUAV,,000000384,147,a104W00000G3d1EQAR,,,0014W000025FRlLQAW,0,0,2500,Scottsdale,Milton Pena,United States,85258,Arizona,7868 E Via Marina,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog3QAB,0,FON-General Electric,,1754,,2015-12-12,Account,false,false,2015-12-12,false,true,false,true,false,,2015-12-17,0,a1A4W00000F6ZX2UAN,2015-12-12,0,Chicago,Milton Pena,United States,60640,Illinois,1507 W Sunnyside Ave,Overdue,2500,,0,3,2500,0,Q1tPD1Xde3hK0fHfQfXXzHKBMSNJCm9HXvAYwasRXLI=,1754,1134,,a104W00000G3d1EQAR,,,9,FON-International Association,239,1
a124W00000MTdhlQAD,a1J4W00000CgFxYUAV,,000000385,148,a104W00000G3d1EQAR,,,0014W000025FRkOQAW,0,0,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog4QAB,0,Mittie Castro,,0,,2016-02-16,Contact,false,false,2016-02-16,false,false,true,true,false,,2016-03-25,0,a1A4W00000F6ZX2UAN,2016-02-16,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,Paid,25,,-25,4,25,-25,7AKrn+zXXqFKueIxwoioL+6g58z4rSuNayjouGl0X5Q=,1688,1136,,a104W00000G3d1EQAR,,,10,FON-International Association,240,1
a124W00000MTdhmQAD,a1J4W00000CgFxaUAF,,000000386,149,a104W00000G3d1EQAR,,,0014W000025FRkOQAW,0,0,175,Ventura,Nell Powell,United States,93003,California,1001 Partridge Dr,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog5QAB,0,Nell Powell,,1830,,2015-09-27,Contact,false,false,2015-09-27,false,true,false,true,false,,2015-10-30,0,a1A4W00000F6ZX2UAN,2015-09-27,0,Ventura,Nell Powell,United States,93003,California,1001 Partridge Dr,Overdue,175,,0,3,175,0,7+yAZ3CSoYS8PAQTxYQe7kxu7f4kFdoqi8U2q/48V7U=,1830,1138,,a104W00000G3d1EQAR,,,10,FON-International Association,241,1
a124W00000MTdhnQAD,a1J4W00000CgFxbUAF,,000000387,150,a104W00000G3d1EQAR,,,0014W000025FRkOQAW,0,0,0,Lake,Lily Lindsey,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocZQAR,0,FON-Ford Motor,,0,,2016-08-10,Account,false,false,2016-08-10,false,false,true,true,false,,2016-08-29,0,a1A4W00000F6ZX2UAN,2016-08-10,0,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,Paid,30,,-30,2,30,-30,lXh1wBpwEC5RTplgOXAbRyhopo9zFfZqcDH0D1jo/cU=,1512,1139,,a104W00000G3d1EQAR,,,10,FON-International Association,244,1
a124W00000MTdhoQAD,a1J4W00000CgFxcUAF,,000000388,151,a104W00000G3d1EQAR,,,0014W000025FRkOQAW,0,0,0,Bremerton,Jane Watson,United States,98337,Washington,545 5th St,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog6QAB,0,Jane Watson,,0,,2017-08-04,Contact,false,false,2017-08-04,false,false,true,true,false,,2017-08-28,0,a1A4W00000F6ZX2UAN,2017-08-04,0,Bremerton,Jane Watson,United States,98337,Washington,545 5th St,Paid,25,,-25,4,25,-25,nobzEqtinqiwimJjfiXasdLA057LRgqkNiYPfU330o8=,1153,1140,,a104W00000G3d1EQAR,,,10,FON-International Association,242,1
a124W00000MTdhpQAD,a1J4W00000CgFxeUAF,,000000389,152,a104W00000G3d1EQAR,,,0014W000025FRkOQAW,0,0,0,Harrisonburg,Evan Ward,United States,22801,Virginia,406 West Ave,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog7QAB,0,Evan Ward,,0,,2015-09-05,Contact,false,false,2015-09-05,false,false,true,true,false,,2015-09-21,0,a1A4W00000F6ZX2UAN,2015-09-05,0,Harrisonburg,Evan Ward,United States,22801,Virginia,406 West Ave,Paid,25,,-25,4,25,-25,vPT7643jZHG2OKEkxLIfc1JGytEG8Nu8MpvdeOIBhYE=,1852,1142,,a104W00000G3d1EQAR,,,10,FON-International Association,243,1
a124W00000MTdhqQAD,a1J4W00000CgFxgUAF,,000000390,153,a104W00000G3d1EQAR,,,0014W000025FRkOQAW,0,0,2500,Lake,Lily Lindsey,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocZQAR,0,FON-Ford Motor,,1993,,2015-04-17,Account,false,false,2015-04-17,false,true,false,true,false,,2015-04-18,0,a1A4W00000F6ZX2UAN,2015-04-17,0,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,Overdue,2500,,0,3,2500,0,K30H/WqBB55Th6R3MLpxHWICzR8SGPRzNqNQGwV/lGM=,1993,1219,,a104W00000G3d1EQAR,,,10,FON-International Association,244,1
a124W00000MTdhrQAD,a1J4W00000CgFxiUAF,,000000391,154,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,225,BECKENHAM,Jay Armstrong,United Kingdom,BR3 4SB,,123C  MACKENZIE ROAD,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog8QAB,0,Jay Armstrong,,1493,,2016-08-29,Contact,false,false,2016-08-29,false,true,false,true,false,,2016-09-13,0,a1A4W00000F6ZX2UAN,2016-08-29,0,BECKENHAM,Jay Armstrong,United Kingdom,BR3 4SB,,123C  MACKENZIE ROAD,Overdue,225,,0,3,225,0,ODH5SUHKBnURPMG+ews5eOXMKr45s1j85h/LwAhmuJw=,1493,1221,,a104W00000G3d1EQAR,,,11,FON-International Association,158,1
a124W00000MTdhsQAD,a1J4W00000CgFxkUAF,,000000392,155,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,0,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,a0o4W00000M5SknQAF,true,true,true,0034W00002Dpog9QAB,0,Caroline Perkins,,0,,2016-01-27,Contact,false,false,2016-01-27,false,false,true,true,false,,2016-01-29,0,a1A4W00000F6ZX2UAN,2016-01-27,0,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,Paid,25,,-25,4,25,-25,XQ+GLE+aC1OyZQ4pP7gOGbKH+591FcJu8pQf0dDxd/o=,1708,1223,,a104W00000G3d1EQAR,,,11,FON-International Association,159,1
a124W00000MTdhtQAD,a1J4W00000CgFxmUAF,,000000393,156,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,0,ORPINGTON,Sam Wilkins,United Kingdom,BR5 3QB,,T.M.S HOUSE  CRAY AVENUE,a0o4W00000M5SknQAF,true,true,true,0034W00002DpogAQAR,0,Sam Wilkins,,0,,2016-09-17,Contact,false,false,2016-09-17,false,false,true,true,false,,2016-09-24,0,a1A4W00000F6ZX2UAN,2016-09-17,0,ORPINGTON,Sam Wilkins,United Kingdom,BR5 3QB,,T.M.S HOUSE  CRAY AVENUE,Paid,50,,-50,4,50,-50,LvPK3Q8qN4UJd6zsYDC2z69E0Wo0gd74R8yRh/r522k=,1474,1225,,a104W00000G3d1EQAR,,,11,FON-International Association,160,1
a124W00000MTdhuQAD,a1J4W00000CgFxnUAF,,000000394,157,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,0,ORPINGTON,Cory Shaw,United Kingdom,BR5 1QD,,10  WILLETT WAY,a0o4W00000M5SknQAF,true,true,true,0034W00002DpogCQAR,0,FON-CVS Health,,0,,2016-09-07,Account,false,false,2016-09-07,false,false,true,true,false,,2016-10-17,0,a1A4W00000F6ZX2UAN,2016-09-07,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,Paid,5,,-5,2,5,-5,SV8+sXghFqzjMf5HKA/kqwINBr4M3q+vKNCY5YxMPSU=,1484,1226,,a104W00000G3d1EQAR,,,11,FON-International Association,162,1
a124W00000MTdhvQAD,a1J4W00000CgFxoUAF,,000000395,158,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,0,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,a0o4W00000M5SknQAF,true,true,true,0034W00002DpogBQAR,0,Cory Reed,,0,,2017-09-27,Contact,false,false,2017-09-27,false,false,true,true,false,,2017-10-21,0,a1A4W00000F6ZX2UAN,2017-09-27,0,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,Paid,25,,-25,4,25,-25,Ltbw6mtiL6bxbndcMAaEY0hkjUeCJC84N9JunN6jVzQ=,1099,1227,,a104W00000G3d1EQAR,,,11,FON-International Association,161,1
a124W00000MTdhwQAD,a1J4W00000CgFxqUAF,,000000396,159,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,0,ORPINGTON,Cory Shaw,United Kingdom,BR5 1QD,,10  WILLETT WAY,a0o4W00000M5SknQAF,true,true,true,0034W00002DpogCQAR,0,FON-CVS Health,,0,,2016-01-08,Account,false,false,2016-01-08,false,false,true,true,false,,2016-01-31,0,a1A4W00000F6ZX2UAN,2016-01-08,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,Paid,0,,0,3,0,0,mO2Khzr8fxunpRnn25CgSv0P9PdhMdibQzT1lpHFI/U=,1727,1229,,a104W00000G3d1EQAR,,,11,FON-International Association,162,1
a124W00000MTdhxQAD,a1J4W00000CgFxrUAF,,000000397,160,a104W00000G3d1EQAR,,,0014W000025FRm1QAG,0,0,0,BROMLEY,Cory Shaw,United Kingdom,BR1 2PL,,1  LOGS HILL,a0o4W00000M5SknQAF,true,true,true,0034W00002DpogCQAR,0,Cory Shaw,,0,,2015-05-11,Contact,false,false,2015-05-11,false,false,true,true,false,,2015-06-25,0,a1A4W00000F6ZX2UAN,2015-05-11,0,BROMLEY,Cory Shaw,United Kingdom,BR1 2PL,,1  LOGS HILL,Paid,50,,-50,2,50,-50,CU67JqtyBVMDQLyMmMWwu5/oPG7QDwfuiNwFyC+D924=,1969,43,,a104W00000G3d1EQAR,,,11,FON-International Association,162,1
a124W00000MTdfwQAD,a1J4W00000CgFtdUAF,a1H4W00000BB53hUAD,000000911,161,a104W00000G3d1FQAR,,a1S4W000004D1RyUAK,0014W000025FRklQAG,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000M5SknQAF,true,true,true,0034W00002DpodGQAR,0,FON-Brewtiful Coffee and Tea,,102,,2020-06-20,Account,false,false,2020-06-20,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Overdue,416.67,,0,1,416.67,0,lpLY1u4RK+ZkRopKe9D19vUaOcGQtCG312vJwF6UIKM=,133,632,151,a104W00000G3d1FQAR,,41,133,FON-International Association,127,1
a124W00000MTdfxQAD,a1J4W00000CgFtdUAF,a1H4W00000BB53hUAD,000000912,162,a104W00000G3d1FQAR,,a1S4W000004D1RyUAK,0014W000025FRklQAG,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000M5SknQAF,true,true,true,0034W00002DpodGQAR,0,FON-Brewtiful Coffee and Tea,,72,,2020-07-20,Account,false,false,2020-07-20,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Overdue,416.67,,0,1,416.67,0,hHKD8FF3KC8EjPxLW0n3Esrxt8ywLmvp7w6olr0rXhk=,133,632,151,a104W00000G3d1FQAR,,41,133,FON-International Association,127,1
a124W00000MTdfyQAD,a1J4W00000CgFtdUAF,a1H4W00000BB53hUAD,000000913,163,a104W00000G3d1FQAR,,a1S4W000004D1RyUAK,0014W000025FRklQAG,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000M5SknQAF,true,true,true,0034W00002DpodGQAR,0,FON-Brewtiful Coffee and Tea,,41,,2020-08-20,Account,false,false,2020-08-20,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Overdue,416.67,,0,1,416.67,0,t/Pobpv/gKt6MNAF17qoPsIbmn0aLLZvRdC6LHEJasQ=,133,632,151,a104W00000G3d1FQAR,,41,133,FON-International Association,127,1
