Id,OrderApi__Sales_Order_Line__c,Name,External_Id__c,LastReferencedDate,OrderApi__Item__c,OrderApi__Account__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignments_Allowed__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Cancelled_Date__c,OrderApi__Cancelled_Reason__c,OrderApi__Contact__c,OrderApi__Current_Term_End_Date__c,OrderApi__Current_Term_Start_Date__c,OrderApi__Customer_Link__c,OrderApi__Days_To_Lapse__c,OrderApi__Description__c,OrderApi__Enable_Auto_Renew__c,OrderApi__Entity__c,OrderApi__Expired_Date__c,OrderApi__Grace_Period_End_Date__c,OrderApi__In_Grace_Period__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Expired__c,OrderApi__Is_Pending__c,OrderApi__Is_Suspended__c,OrderApi__Is_Upgraded__c,OrderApi__Item_Class__c,OrderApi__Last_Amendment_Date__c,OrderApi__Last_Renewed_Date__c,OrderApi__Last_System_Run__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Next_Scheduled_Renewal_Date__c,OrderApi__Paid_Through_Date__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Upgraded_Date__c,OrderApi__Upgraded_Subscription__c,OrderApi__Valid_Payment_Method__c,OrderApi__Line_Count__c,OrderApi__Renewals__c,OrderApi__Subscription_Dues_Total__c,CPBase__Subscription_Management_Page_Override__c,CPBase__Hide_In_Portal__c,OrderApi__Hide_In_Portal__c,OrderApi__Renewal_Override__c,OrderApi__Subscription_Management_Page_Override__c,OrderApi__Next_Scheduled_Payment_Date__c,OrderApi__Term_Active_Assignments__c,OrderApi__Term_Assignments_Allowed__c,OrderApi__Term_Dues_Total__c,OrderApi__Term_End_Date__c,OrderApi__Term_Start_Date__c,OrderApi__Payment_Method__c,Membership_Type__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Upgraded_Subscription__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c
a1S4W000004D1RhUAK,a1I4W00000HFZmuUAH,000000349,30,,a154W00000926RWQAY,0014W000025FRkaQAG,2020-03-31,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 6,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocwQAB,2020-12-31,2020-03-31,"<a href=""/0014W000025FRka"" target=""_blank"">EUT-XYZ, Inc. 6</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 6,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-03-31,,Company Membership,610,186,114,FON-International Association,84,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RiUAK,a1I4W00000HFZmvUAH,000000350,31,,a154W00000926RWQAY,0014W000025FRkbQAG,2020-03-31,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 7,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocyQAB,2020-12-31,2020-03-31,"<a href=""/0014W000025FRkb"" target=""_blank"">EUT-XYZ, Inc. 7</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 7,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-03-31,,Company Membership,611,186,115,FON-International Association,86,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RjUAK,a1I4W00000HFZmyUAH,000000351,32,,a154W00000926RWQAY,0014W000025FRkcQAG,2020-03-31,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 8,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpod0QAB,2020-12-31,2020-03-31,"<a href=""/0014W000025FRkc"" target=""_blank"">EUT-XYZ, Inc. 8</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 8,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-03-31,,Company Membership,614,186,116,FON-International Association,88,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RkUAK,a1I4W00000HFZn1UAH,000000352,33,,a154W00000926RWQAY,0014W000025FRkdQAG,2020-03-31,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 9,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpod2QAB,2020-12-31,2020-03-31,"<a href=""/0014W000025FRkd"" target=""_blank"">EUT-XYZ, Inc. 9</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 9,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-03-31,,Company Membership,617,186,117,FON-International Association,90,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RlUAK,a1I4W00000HFZn4UAH,000000353,34,,a154W00000926RWQAY,0014W000025FRkeQAG,2020-03-31,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 10,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpod4QAB,2020-12-31,2020-03-31,"<a href=""/0014W000025FRke"" target=""_blank"">EUT-XYZ, Inc. 10</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 10,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-03-31,,Company Membership,744,186,118,FON-International Association,29,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RmUAK,a1I4W00000HFZnGUAX,000000354,35,,a154W00000926RWQAY,0014W000025FRkVQAW,2020-04-08,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 1,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocmQAB,2020-12-31,2020-04-08,"<a href=""/0014W000025FRkV"" target=""_blank"">EUT-XYZ, Inc. 1</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 1,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-08,,Company Membership,756,186,109,FON-International Association,53,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RnUAK,a1I4W00000HFZnHUAX,000000355,36,,a154W00000926RWQAY,0014W000025FRkWQAW,2020-04-08,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 2,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocoQAB,2020-12-31,2020-04-08,"<a href=""/0014W000025FRkW"" target=""_blank"">EUT-XYZ, Inc. 2</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 2,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-08,,Company Membership,886,186,111,FON-International Association,76,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RoUAK,a1I4W00000HFZnKUAX,000000356,37,,a154W00000926RWQAY,0014W000025FRkXQAW,2020-04-08,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocqQAB,2020-12-31,2020-04-08,"<a href=""/0014W000025FRkX"" target=""_blank"">EUT-XYZ, Inc. 3</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 3,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-08,,Company Membership,889,186,110,FON-International Association,78,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RpUAK,a1I4W00000HFZnNUAX,000000357,38,,a154W00000926RWQAY,0014W000025FRkYQAW,2020-04-08,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocsQAB,2020-12-31,2020-04-08,"<a href=""/0014W000025FRkY"" target=""_blank"">EUT-XYZ, Inc. 4</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 4,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-08,,Company Membership,892,186,112,FON-International Association,80,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RqUAK,a1I4W00000HFZnPUAX,000000358,39,,a154W00000926RWQAY,0014W000025FRkZQAW,2020-04-08,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocuQAB,2020-12-31,2020-04-08,"<a href=""/0014W000025FRkZ"" target=""_blank"">EUT-XYZ, Inc. 5</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 5,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-08,,Company Membership,894,186,113,FON-International Association,82,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RxUAK,a1I4W00000HFZnaUAH,000000370,40,,a154W00000926QzQAI,0014W000025FRkKQAW,2020-04-24,0,,0,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000M5SknQAF,true,true,,,0034W00002DpoceQAB,2020-12-31,2020-04-24,"<a href=""/0034W00002Dpoce"" target=""_blank"">Caroline Qureshi</a>",93,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,,,,2020-12-31,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,Active,a1R4W000004PyfNUAS,,,false,,,false,2,1,720,,false,false,,,,0,0,1485,2020-12-31,2020-04-24,,FON - National Membership,1033,96,5,FON-International Association,10,155,a1R4W000004PyfNUAS,,
a1S4W000004D1RyUAK,a1I4W00000HFZogUAH,000000371,41,,a154W00000926RWQAY,0014W000025FRklQAG,2020-05-20,4,a0k4W00000DtAGVQA3,28,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodGQAR,2020-12-31,2020-05-20,"<a href=""/0014W000025FRkl"" target=""_blank"">FON-Brewtiful Coffee and Tea</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-05-20,,Company Membership,1741,186,133,FON-International Association,127,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RzUAK,a1I4W00000HFZolUAH,000000372,42,,a154W00000926RWQAY,0014W000025FRkNQAW,2020-05-23,6,a0k4W00000DtAGVQA3,28,,Prashanth Test,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodIQAR,2020-12-31,2020-05-23,"<a href=""/0034W00002DpodI"" target=""_blank"">Prashanth Test</a>",93,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,,Prashanth Test,,,,,Active,a1R4W000004PyfNUAS,,,false,,,true,1,1,3333.33,,false,false,,,,6,28,6666.66,2020-12-31,2020-05-23,a194W000009Mx8SQAS,Company Membership,1746,186,21,FON-International Association,55,159,a1R4W000004PyfNUAS,,16
a1S4W000004D1S0UAK,a1I4W00000HFZomUAH,000000373,43,,a154W00000926RWQAY,0014W000025FRkNQAW,2020-05-23,8,a0k4W00000DtAGVQA3,28,,Prashanth Test,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodIQAR,2020-12-31,2020-05-23,"<a href=""/0034W00002DpodI"" target=""_blank"">Prashanth Test</a>",93,,false,Contact,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,,Prashanth Test,,,,,Active,a1R4W000004PyfNUAS,,,false,,,true,1,1,3333.33,,false,false,,,,8,28,6666.66,2020-12-31,2020-05-23,a194W000009Mx8SQAS,Company Membership,1874,186,21,FON-International Association,55,159,a1R4W000004PyfNUAS,,16
a1S4W000004D1S1UAK,a1I4W00000HFZotUAH,000000374,44,,a154W00000926R6QAI,0014W000025FRknQAG,2020-05-30,0,,0,,Mufasa Perez,,,,,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodMQAR,2021-05-29,2020-05-30,"<a href=""/0034W00002DpodM"" target=""_blank"">Mufasa Perez</a>",242,,false,Contact,,2021-06-28,false,true,false,false,false,false,false,a134W000009DZGIQA4,,,,,,2021-05-29,,Mufasa Perez,,,,,Active,a1R4W000004PyfOUAS,,,false,,,false,1,1,300,,false,false,,,,0,0,600,2021-05-29,2020-05-30,,Professional Membership,1881,651,135,FON-International Association,58,155,a1R4W000004PyfOUAS,,
a1S4W000004D1RrUAK,a1I4W00000HFZnpUAH,000000359,45,,a154W00000926RWQAY,0014W000025FRkfQAG,2020-04-20,2,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 11,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpod6QAB,2020-12-31,2020-04-20,"<a href=""/0014W000025FRkf"" target=""_blank"">EUT-XYZ, Inc. 11</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 11,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,2,28,833.34,2020-12-31,2020-04-20,,Company Membership,1174,186,119,FON-International Association,31,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RsUAK,a1I4W00000HFZnsUAH,000000360,46,,a154W00000926RWQAY,0014W000025FRkgQAG,2020-04-20,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 12,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpod8QAB,2020-12-31,2020-04-20,"<a href=""/0014W000025FRkg"" target=""_blank"">EUT-XYZ, Inc. 12</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 12,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-20,,Company Membership,1177,186,120,FON-International Association,33,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RtUAK,a1I4W00000HFZnvUAH,000000361,47,,a154W00000926RWQAY,0014W000025FRkhQAG,2020-04-20,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 13,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodAQAR,2020-12-31,2020-04-20,"<a href=""/0014W000025FRkh"" target=""_blank"">EUT-XYZ, Inc. 13</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 13,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-20,,Company Membership,1308,186,121,FON-International Association,35,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RuUAK,a1I4W00000HFZnxUAH,000000362,48,,a154W00000926RWQAY,0014W000025FRkiQAG,2020-04-20,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 14,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodCQAR,2020-12-31,2020-04-20,"<a href=""/0014W000025FRki"" target=""_blank"">EUT-XYZ, Inc. 14</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 14,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-20,,Company Membership,1310,186,122,FON-International Association,106,159,a1R4W000004PyfRUAS,,
a1S4W000004D1RwUAK,,000000363,49,,a154W00000926RWQAY,0014W000025FRkjQAG,2020-04-20,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodEQAR,2020-12-31,2020-04-20,"<a href=""/0014W000025FRkj"" target=""_blank"">EUT-XYZ, Inc. 15</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,true,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-20,a194W000009Mx8hQAC,Company Membership,,186,123,FON-International Association,108,159,a1R4W000004PyfRUAS,,1
a1S4W000004D1RvUAK,a1I4W00000HFZo1UAH,000000364,50,,a154W00000926RWQAY,0014W000025FRkjQAG,2020-04-20,4,a0k4W00000DtAGVQA3,28,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,,,0034W00002DpodEQAR,2020-12-31,2020-04-20,"<a href=""/0014W000025FRkj"" target=""_blank"">EUT-XYZ, Inc. 15</a>",93,,false,Account,,,false,true,false,false,false,false,false,a134W000009DZGNQA4,,,,,,2020-12-31,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W000004PyfRUAS,,,false,,,false,1,1,416.67,,false,false,,,,4,28,833.34,2020-12-31,2020-04-20,,Company Membership,1314,186,123,FON-International Association,108,159,a1R4W000004PyfRUAS,,
a1S4W000004D1SGUA0,,000000175,51,,a154W00000926QvQAI,0014W000025FRm3QAG,2014-06-14,0,,0,Upper Darby,Harvey Jordan,United States,19082,Pennsylvania,240 Ashby Rd,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogMQAR,2015-06-13,2014-06-14,"<a href=""/0014W000025FRm3"" target=""_blank"">FON-AT&amp;T</a>",-1935,,false,Account,2018-04-22,2015-07-13,false,false,false,true,false,false,false,a134W000009DZGNQA4,,,2019-05-08,,,2015-06-13,Urbana,Harvey Jordan,United States,61801,Illinois,1401 W Green St,Expired,a1R4W000004PyfOUAS,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,Institutional Membership,,648,13,FON-International Association,245,159,a1R4W000004PyfOUAS,,
a1S4W000004D1SHUA0,,000000177,52,,a154W00000926R6QAI,0014W000025FRkzQAG,2013-02-21,0,,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofTQAR,2018-12-31,2013-04-07,"<a href=""/0034W00002DpofT"" target=""_blank"">Genevieve Ball</a>",-638,,false,Contact,2019-01-13,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2018-12-31,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,1,125,,false,false,,,,0,0,0,,,,Professional Membership,,651,51,FON-International Association,175,155,a1R4W000004PyfSUAS,,
a1S4W000004D1SIUA0,,000000178,53,,a154W00000926QuQAI,0014W000025FRkzQAG,2013-03-17,0,,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofQQAR,2018-12-31,2013-06-15,"<a href=""/0034W00002DpofQ"" target=""_blank"">Marguerite Potter</a>",-638,,false,Contact,2019-01-13,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,,2019-05-08,,,2018-12-31,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,1,50,,false,false,,,,0,0,0,,,,Associate Membership,,650,51,FON-International Association,172,155,a1R4W000004PyfSUAS,,
a1S4W000004D1SJUA0,,000000179,54,,a154W00000926R6QAI,0014W000025FRkKQAW,2013-06-04,0,,0,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof0QAB,2014-06-30,2014-03-03,"<a href=""/0034W00002Dpof0"" target=""_blank"">Justin Pratt</a>",-2283,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2014-06-30,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,25,,false,false,,,,0,0,0,,,,Professional Membership,,651,5,FON-International Association,75,155,a1R4W000004PyfSUAS,,
a1S4W000004D1SKUA0,,000000180,55,,a154W00000926QuQAI,0014W000025FRlzQAG,2014-04-11,0,,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofhQAB,2014-06-30,2014-04-11,"<a href=""/0034W00002Dpofh"" target=""_blank"">Shawn Schultz</a>",-2283,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2014-06-30,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,37.5,,false,false,,,,0,0,0,,,,Associate Membership,,650,3,FON-International Association,133,155,a1R4W000004PyfSUAS,,
a1S4W000004D1SLUA0,,000000181,56,,a154W00000926QuQAI,0014W000025FRkKQAW,2014-09-06,0,,0,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,a0o4W00000M5SknQAF,true,true,,,0034W00002Dpof6QAB,2016-06-30,2016-04-29,"<a href=""/0034W00002Dpof6"" target=""_blank"">Myrtie Payne</a>",-1552,,false,Contact,2019-01-13,2016-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2016-06-30,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,125,,false,false,,,,0,0,0,,,,Associate Membership,,650,5,FON-International Association,149,155,a1R4W000004PyfSUAS,,
a1S4W000004D1SMUA0,,000000182,57,,a154W00000926QuQAI,0014W000025FRkKQAW,2014-10-02,0,,0,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,a0o4W00000M5SknQAF,true,true,,,0034W00002DpocTQAR,2015-06-30,2015-05-28,"<a href=""/0034W00002DpocT"" target=""_blank"">Leila Simon</a>",-1918,,false,Contact,2019-01-13,2015-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2015-06-30,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,3,112.5,,false,false,,,,0,0,0,,,,Associate Membership,,650,5,FON-International Association,150,155,a1R4W000004PyfSUAS,,
a1S4W000004D1SNUA0,,000000184,58,,a154W00000926QuQAI,0014W000025FRkLQAW,2015-01-08,0,,0,San Francisco,Tom Schultz,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,0034W00002DpofoQAB,2017-01-29,2016-01-29,"<a href=""/0034W00002Dpofo"" target=""_blank"">Tom Schultz</a>",-1339,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2016-01-29,2019-05-08,,,2017-01-29,San Francisco,Tom Schultz,United States,94108,California,131 Waverly Pl,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,75,,false,false,,,,0,0,0,,,,Associate Membership,,650,6,FON-International Association,141,155,a1R4W000004PyfNUAS,,
a1S4W000004D1SOUA0,,000000185,59,,a154W00000926QuQAI,0014W000025FRm3QAG,2014-12-04,0,,0,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,a0o4W00000M5SknQAF,true,true,,,0034W00002DpogKQAR,2016-06-23,2015-06-23,"<a href=""/0034W00002DpogK"" target=""_blank"">Caroline Lewis</a>",-1559,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2015-06-23,2019-05-08,,,2016-06-23,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,Expired,a1R4W000004PyfNUAS,,,false,,,false,1,1,87.5,,false,false,,,,0,0,0,,,,Associate Membership,,650,13,FON-International Association,170,155,a1R4W000004PyfNUAS,,
a1S4W000004D1SPUA0,,000000186,60,,a154W00000926RDQAY,0014W000025FRl7QAG,2014-08-15,0,,0,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,a0o4W00000M5SknQAF,true,true,,,0034W00002DpoddQAB,2015-06-30,2014-08-15,"<a href=""/0034W00002Dpodd"" target=""_blank"">Verna Rice</a>",-1918,,false,Contact,2019-01-13,2015-06-30,false,false,false,true,false,false,false,a134W000009DZGIQA4,,2018-07-13,2019-05-08,,,2015-06-30,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,Expired,a1R4W000004PyfSUAS,,,false,,,false,1,2,25,,false,false,,,,0,0,0,,,,Student Membership,,609,4,FON-International Association,136,155,a1R4W000004PyfSUAS,,
