Id,OrderApi__Term__c,Name,External_Id__c,OrderApi__Sales_Order__c,OrderApi__Account__c,OrderApi__Activation_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Auto_Assign_Account_Contacts__c,OrderApi__Auto_Assign_Contact__c,OrderApi__Auto_Assign_Rule__c,OrderApi__Auto_Assign__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Auto_Renew__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__GL_Account__c,OrderApi__Is_Amendment__c,OrderApi__Is_Installment_Calculated__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax__c,OrderApi__Is_Valid__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Package_Item__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Required_Package_Items__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Shipping_Tracking_Number__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__System_Override__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total_Installment_Price__c,OrderApi__Total__c,EventApi__Attendee__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Group_Registration_Key__c,DonorApi__Tax_Deductible_Amount__c,DonorApi__Write_In__c,ProgramApi__Program_Profile__c,ProgramApi__Program_Term__c,OrderApi__Do_Not_Collect_Payment__c,EventApi__Is_Required_Schedule_Item__c,OrderApi__Display_Item__c,OrderApi__Foreign_Key__c,OrderApi__Incomplete__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Subscription_Start_Date__c,OrderApi__Item_Tax_Percent__c,OrderApi__Parent_Is_Installment_Calculated__c,OrderApi__Parent_Total_Installment_Price__c,OrderApi__Parent_Total__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__AR_Account__c,OrderApi__Adjustment_Reason__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credit_Note__c,OrderApi__Credits_Applied__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Line_Posted__c,OrderApi__Payment_Priority__c,OrderApi__Posted_Date__c,OrderApi__Credit_Memo__c,OrderApi__Item_Name__c,OrderApi__Overall_Total__c,Revenue_Category__c,Revenue_Subcategory__c,Program_Term_Is_Maintenance__c,OrderApi__Term__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__GL_Account__r.Id,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Package_Item__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Shipping_Method__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,EventApi__Attendee__r.External_Id__c,EventApi__Event__r.Id,EventApi__Schedule_Item__r.External_Id__c,EventApi__Sponsor_Package__r.External_Id__c,EventApi__Ticket_Type__r.External_Id__c,ProgramApi__Program_Profile__r.External_Id__c,ProgramApi__Program_Term__r.External_Id__c,OrderApi__AR_Account__r.Id,OrderApi__Credit_Note__r.External_Id__c,OrderApi__Credit_Memo__r.External_Id__c
a1I4W00000HFZpnUAH,,0000004665,370,a1J4W00000CgG7RUAV,0014W000025FRmIQAW,2019-06-04,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohLQAR,false,false,2020-06-03,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,,,false,a1C4W00000845KNUAY,1,0,300,,,Fonteva Default Contact,,,,,,,a1R4W000004PyfOUAS,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,r666fbuOSYuI57WJbg2tAnZ08NiNa7,false,,2019-06-04,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,1215,25,FON-International Association,222,a104W00000G3d1fQAB,155,651,,,476,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZpoUAH,,0000004666,371,a1J4W00000CgG7RUAV,0014W000025FRmIQAW,2019-06-04,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohLQAR,false,false,2020-06-03,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,a174W00000JImajQAD,,false,a1C4W00000845KOUAY,1,0,90,a1I4W00000HFZpnUAH,,Fonteva Default Contact,,,,,,,a1R4W000004PyfOUAS,,90,false,false,0,0,90,,,,,,,0,,,,false,false,false,Np8mkGxfUhqWt9miZ4dm3RNRznhqsi,false,,2019-06-04,0,false,0,300,,,,,,,,,,,false,false,false,,,,,,,,false,,1215,25,FON-International Association,222,a104W00000G3d1fQAB,155,701,13,,547,370,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZppUAH,,0000004669,372,a1J4W00000CgG7aUAF,0014W000025FRmIQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohLQAR,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGJQA4,a154W00000926RBQAY,10 deep x 5 wide (premium),995,,,false,a1C4W00000845KTUAY,10,0,995,,,Fonteva Default Contact,,,,,,,,,9950,false,false,0,0,9950,,,,,,,0,,,,false,false,false,nYo4UJHvgNE5IZL9hcZZueMfwiVhBw,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,1217,25,FON-International Association,222,a104W00000G3d1HQAR,164,697,,,542,,,,,,,,,,,,,,
a1I4W00000HFZpqUAH,,0000004670,373,a1J4W00000CgG7bUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGPQA4,a154W00000926R7QAI,Save the Whales,0,,,true,,1,0,100,,,test test,,,,,,,,,100,false,false,0,0,100,,,,,,,0,,,,false,false,false,baZAo9Y6TSQFusGissETiZIwrqO9em,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,30,21,FON-International Association,,a104W00000G3d1HQAR,154,29,,,,,,,,,,,,,,,,,
a1I4W00000HFZprUAH,,0000004671,374,a1J4W00000CgG7dUAF,0014W000025FRkNQAW,2019-06-11,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohRQAR,false,false,2020-06-10,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,,Amber MCann,,,,,,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,MC9AuS48BhDKOiuwpvMj73VXCBWUfD,false,,2019-06-11,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,32,21,FON-International Association,232,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZpsUAH,,0000004673,375,a1J4W00000CgG7gUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohSQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGMQA4,a154W00000926R2QAI,Show off your association pride by sponsoring our annual conference at the gold level.,10000,,,false,a1C4W00000845KqUAI,1,0,10000,,,Adhip Pokharel,,,,,,,,,10000,false,false,0,0,10000,,a1Y4W000002r0bsUAA,,a1h4W00000jlZLPQA2,,,0,,,,false,false,false,V96KJJ8aoO3jwM0KQXYOX5Dy8dMucb,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,35,21,FON-International Association,233,a104W00000G3d1hQAB,129,685,,,227,,,,,,a1Y4W000002r0bsUAA,,109,,,,,,
a1I4W00000HFZptUAH,,0000004676,376,a1J4W00000CgG7hUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002Dpoe3QAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGQQA4,a154W00000926RqQAI,Certification Application Fee,75,,,false,a1C4W00000845L9UAI,1,0,75,,,Mo Salah,,,,,,,,,75,false,false,0,0,75,,,,,,,0,,,,false,false,false,AGvKwjmdnXtawCGtNdKU8i3FUBFSK1,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,36,21,FON-International Association,235,a104W00000G3d1HQAR,157,610,,,471,,,,,,,,,,,,,,
a1I4W00000HFZpuUAH,,0000004677,377,a1J4W00000CgG7iUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002Dpoe3QAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGQQA4,a154W00000926RqQAI,Certification Application Fee,75,,,false,a1C4W00000845L9UAI,1,0,75,,,Mo Salah,,,,,,,,,75,false,false,0,0,75,,,,,,,0,,,,false,false,false,H3s4MPziNfyQA2cbCzSqRoONltbKLm,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,37,21,FON-International Association,235,a104W00000G3d1HQAR,157,610,,,471,,,,,,,,,,,,,,
a1I4W00000HFZpvUAH,,0000004678,378,a1J4W00000CgG7jUAF,0014W000025FRl7QAG,2019-06-21,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpofmQAB,false,false,2020-06-20,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,,,false,a1C4W00000845KoUAI,1,0,150,,Muskegon,Aaron Marsh,United States,,49444,Michigan,3368 Black Creek Rd,,a1R4W000004PyfOUAS,,150,false,false,0,0,150,,,,,,,0,,,,false,false,false,Ir3cfkK3ggOuVRMgxwURNIED83V4b1,false,,2019-06-21,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,38,4,FON-International Association,139,a104W00000G3d1fQAB,155,650,,,475,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZpwUAH,,0000004679,379,a1J4W00000CgG7kUAF,0014W000025FRl7QAG,2019-06-21,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpofmQAB,false,false,2020-06-20,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Muskegon,Aaron Marsh,United States,,49444,Michigan,3368 Black Creek Rd,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,8dTmPGGjOonqY4XJ5azRhV0M6rlOTV,false,,2019-06-21,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,39,4,FON-International Association,139,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZpxUAH,,0000004680,380,a1J4W00000CgG7lUAF,0014W000025FRl7QAG,2019-06-21,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpofmQAB,false,false,2020-06-20,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Muskegon,Aaron Marsh,United States,,49444,Michigan,3368 Black Creek Rd,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,ynWAhu8hzcq2kfqRxLVEsnXNzDqB7g,false,,2019-06-21,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,40,4,FON-International Association,139,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZpyUAH,,0000004682,489,a1J4W00000CgG7nUAF,0014W000025FRl7QAG,2019-06-21,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpofmQAB,false,false,2020-06-20,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Muskegon,Aaron Marsh,United States,,49444,Michigan,3368 Black Creek Rd,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,84rqyuDeB2SzdRQIouI4RxuvXrFjg0,false,,2019-06-21,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,42,4,FON-International Association,139,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZpzUAH,,0000004681,490,a1J4W00000CgG7mUAF,0014W000025FRl7QAG,2019-06-21,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpofmQAB,false,false,2020-06-20,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Muskegon,Aaron Marsh,United States,,49444,Michigan,3368 Black Creek Rd,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,0ym33sdmpTjT1qDZGiWHI8S1thgHAL,false,,2019-06-21,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,41,4,FON-International Association,139,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZq0UAH,,0000004683,491,a1J4W00000CgG7oUAF,0014W000025FRl7QAG,2019-06-21,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpofmQAB,false,false,2020-06-20,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Muskegon,Aaron Marsh,United States,,49444,Michigan,3368 Black Creek Rd,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,XXrEDv9kuLWmfvcD7RajSHsFQ7xNnJ,false,,2019-06-21,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,142,4,FON-International Association,139,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZq1UAH,,0000004684,492,a1J4W00000CgG7rUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpocYQAR,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGEQA4,a154W00000926R3QAI,Baseball Hat,25,,,false,a1C4W00000845KQUAY,2,0,25,,Arlington,asdfas asdfasdf,United States,,22203,VA,4401 Wilson Boulevard,,,,50,false,false,0,0,50,,,,,,,0,,,,false,false,false,mFjHRsxS9a0zhyeWw90sLPg0ihs5Ws,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,146,21,FON-International Association,237,a104W00000G3d1HQAR,152,688,,,230,,,,,,,,,,,,,,
a1I4W00000HFZq2UAH,,0000004685,493,a1J4W00000CgG7rUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpocYQAR,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926QnQAI,Fedex Regular - US,5,,,false,a1C4W00000845KRUAY,1,0,5,,Arlington,asdfas asdfasdf,United States,,22203,VA,4401 Wilson Boulevard,,,,5,false,false,0,0,5,,,,,,,0,,,,false,false,false,oiWd0eTzIXrMrQwDniDq9OiMn2majV,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,146,21,FON-International Association,237,a104W00000G3d1HQAR,151,89,,,568,,,,,,,,,,,,,,
a1I4W00000HFZq3UAH,,0000004686,494,a1J4W00000CgG7vUAF,0014W000025FRmIQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohLQAR,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGJQA4,a154W00000926RBQAY,10 deep x 5 wide (premium),995,,,false,a1C4W00000845KTUAY,1,0,995,,,Fonteva Default Contact,,,,,,,,,995,false,false,0,0,995,,,,,,,0,,,,false,false,false,SQK0jD3LQBs0AglWIRR4kENrdVW4Ms,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,149,25,FON-International Association,222,a104W00000G3d1HQAR,164,697,,,542,,,,,,,,,,,,,,
a1I4W00000HFZq4UAH,,0000004687,495,a1J4W00000CgG7wUAF,0014W000025FRkKQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGGQA4,a154W00000926SoQAI,Full Conference Pass (FON-Annual Symposium Template),100,,,false,a1C4W00000845WaUAI,1,0,100,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,100,false,false,0,0,100,,a1Y4W000002r0c5UAA,,,a1j4W00000SEaHJQA1,,0,,,,false,false,false,YJgZikZ9q3v3aIYOaOqVQ8jrSkqjdl,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,150,5,FON-International Association,272,a104W00000G3d1HQAR,165,135,,,683,,,,,,a1Y4W000002r0c5UAA,,,42,,,,,
a1I4W00000HFZq5UAH,,0000004688,496,a1J4W00000CgG7wUAF,0014W000025FRkKQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGGQA4,a154W00000926SoQAI,Full Conference Pass (FON-Annual Symposium Template),100,,,false,a1C4W00000845WaUAI,1,0,100,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,100,false,false,0,0,100,,a1Y4W000002r0c5UAA,,,a1j4W00000SEaHJQA1,,0,,,,false,false,false,pxLzmS7CskbWj2cCUQpIhJjxzfLCKi,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,150,5,FON-International Association,272,a104W00000G3d1HQAR,165,135,,,683,,,,,,a1Y4W000002r0c5UAA,,,42,,,,,
a1I4W00000HFZq6UAH,,0000004515,2120,a1J4W00000CgG69UAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGMQA4,a154W00000926RcQAI,Show off your association pride by sponsoring our annual conference at the silver level.,7500,,,false,a1C4W00000845LJUAY,1,0,7500,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,7500,false,false,0,0,7500,,a1Y4W000002r0bsUAA,,a1h4W00000jlZLQQA2,,,0,,,,false,false,false,e3fB6X0fPcRk8NIlwzcJhr06NXczJx,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,1082,5,FON-International Association,272,a104W00000G3d1HQAR,129,686,,,228,,,,,,a1Y4W000002r0bsUAA,,110,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZq7UAH,,0000004518,108,a1J4W00000CgG6BUAV,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGMQA4,a154W00000926RcQAI,Show off your association pride by sponsoring our annual conference at the silver level!!,7500,,,false,a1C4W00000845LJUAY,1,0,7500,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,7500,false,false,0,0,7500,,a1Y4W000002r0bsUAA,,a1h4W00000jlZLQQA2,,,0,,,,false,false,false,ikMGoDekextkq9L2j8oZAXEQVa56g6,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,1084,5,FON-International Association,272,a104W00000G3d1HQAR,129,686,,,228,,,,,,a1Y4W000002r0bsUAA,,110,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZq8UAH,,0000004519,109,a1J4W00000CgG6CUAV,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGMQA4,a154W00000926RcQAI,Show off your association pride by sponsoring our annual conference at the silver level!!,7500,,,false,a1C4W00000845LJUAY,1,0,7500,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,7500,false,false,0,0,7500,,a1Y4W000002r0bsUAA,,a1h4W00000jlZLQQA2,,,0,,,,false,false,false,CBQBaQJN6VRjNAV0MpLIRdOohYZU7q,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,1085,5,FON-International Association,272,a104W00000G3d1HQAR,129,686,,,228,,,,,,a1Y4W000002r0bsUAA,,110,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZq9UAH,,0000004520,110,a1J4W00000CgG6DUAV,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpohGQAR,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGPQA4,a154W00000926R8QAI,Women and Philanthropy,0,,,true,,1,0,500,,,Jones Bill,,,,,,,,,500,false,false,0,0,500,,,,,,,0,,,,false,false,false,QxiomXbxRNOlGD9n8CjbGQwPLvCaSG,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,1086,21,FON-International Association,308,a104W00000G3d1HQAR,154,431,,,,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZqAUAX,,0000004524,111,a1J4W00000CgG6EUAV,0014W000025FRmIQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGEQA4,a154W00000926QmQAI,Water Bottles,30,,,false,a1C4W00000845L7UAI,1,0,30,,,null Default Contact,,,,,,,,,30,false,false,0,0,30,,,,,,,0,,,,false,false,false,2ZUXhoUOoNpOPdATFZwt4SlAOEDgQo,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,1087,25,FON-International Association,,a104W00000G3d1HQAR,152,690,,,232,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZqBUAX,,0000004529,112,a1J4W00000CgG6GUAV,0014W000025FRmIQAW,2019-02-27,0,14,14,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,,false,false,2019-06-30,,a104W00000G3d1eQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,,,true,a1C4W00000845LAUAY,1,0,2083.33,,,null Default Contact,,,,,,,a1R4W000004PyfNUAS,,2083.33,false,false,0,0,2083.33,,,,,,,0,,,,true,false,false,WTSenEc6N48yoPojLfaruI6s6Ui9ih,false,,2019-02-27,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,1089,25,FON-International Association,,a104W00000G3d1eQAB,159,649,,,474,,,a1R4W000004PyfNUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZqCUAX,,0000004532,113,a1J4W00000CgG6HUAV,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGDQA4,a154W00000926QlQAI,Book,100,,,true,a1C4W00000845LKUAY,1,0,9,,Ankara,Bob Kelley,Turkey,,23213231,Ankara,sdsds,,,,9,false,false,0,0,9,,,,,,,0,,,,false,false,false,RI0z2FHgZnqbzj8AYU7zKeEgproTBL,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,202,5,FON-International Association,272,a104W00000G3d1HQAR,153,691,,,233,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZqDUAX,,0000004533,114,a1J4W00000CgG6HUAV,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926RFQAY,Default Shipping Rate,2,,,false,a1C4W00000845KuUAI,1,0,2,,Ankara,Bob Kelley,Turkey,,23213231,Ankara,sdsds,,,,2,false,false,0,0,2,,,,,,,0,,,,false,false,false,oSsmMQUcvBF7ul6htDSa87A78ZsW8Y,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,202,5,FON-International Association,272,a104W00000G3d1HQAR,151,520,,,417,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZqEUAX,,0000004536,115,a1J4W00000CgG6IUAV,,2019-03-05,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,,false,false,2020-03-04,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,,hhtesting hhtesting,,,,,,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,R60FJViTRu8lJyszvvY2vpoQg6VJfi,false,,2019-03-05,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,203,,FON-International Association,,a104W00000G3d1fQAB,155,609,,,555,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
