Name,EventApi__Adjustment_Account__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Display_Order__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,Errors,Id
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBHIA0,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,ctest,,,,a1yR0000002JmQWIA0
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBSIA0,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,ctest,,,,a1yR0000002JmQXIA0
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBSIA0,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,ctest,,,,a1yR0000002JmQYIA0
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBSIA0,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,ctest,,,,a1yR0000002JmQZIA0
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBVIA0,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,symp,,,,a1yR0000002JmQaIAK
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBVIA0,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,symp,,,,a1yR0000002JmQbIAK
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBVIA0,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,symp,,,,a1yR0000002JmQcIAK
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBiIAK,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Test wed,,,,a1yR0000002JmQdIAK
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBiIAK,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,Test wed,,,,a1yR0000002JmQeIAK
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBiIAK,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,Test wed,,,,a1yR0000002JmQfIAK
Gold Annual Conference Sponsor Package,,,,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,a1mR0000001R1zbIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a19R0000003TaBuIAK,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,8,,false,false,,,,,,Annual Conference,,,,a1yR0000002JmQgIAK
Silver Annual Conference Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,a1mR0000001R1zbIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a19R0000003TaBuIAK,Show off your association pride by sponsoring our annual conference at the silver level!!,,7500,10,3,,false,false,,,,,,Annual Conference,,,,a1yR0000002JmQhIAK
Bronze Annual Conference Sponsor Package,,,,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,a1mR0000001R1zbIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a19R0000003TaBuIAK,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,0,,false,false,,,,,,Annual Conference,,,,a1yR0000002JmQiIAK
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaBHIA0,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,ctest,,,,a1yR0000002JmQjIAK
Bronze Annual Conference Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,a1mR0000001R1zcIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a19R0000003TaCgIAK,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,0,,false,false,,,,,,Annual Meeting,,,,a1yR0000002JmQkIAK
Gold Annual Conference Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,a1mR0000001R1zcIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a19R0000003TaCgIAK,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,0,,false,false,,,,,,Annual Meeting,,,,a1yR0000002JmQlIAK
Silver Annual Conference Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,a1mR0000001R1zcIAC,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a19R0000003TaCgIAK,Show off your association pride by sponsoring our annual conference at the silver level.,,7500,10,2,,false,false,,,,,,Annual Meeting,,,,a1yR0000002JmQmIAK
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,a1mR0000001R1zfIAC,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaCWIA0,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Annual Symposium,,,,a1yR0000002JmQnIAK
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,a1mR0000001R1zfIAC,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaCWIA0,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,Annual Symposium,,,,a1yR0000002JmQoIAK
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,a1mR0000001R1zfIAC,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003TaCWIA0,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,Annual Symposium,,,,a1yR0000002JmQpIAK
