Name,EventApi__Item__c,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,Errors,Id
Keynote Speech,a1BR0000005WlFLMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a chance to network with other critical influencers in the important industry we all work to better. Sync up with the keynote speakers and collaborate on ideas for the future.</p>,false,a14R0000004sdQoIAI,Keynote Speech,false,false,true,2019-10-05T01:30:00.000+0000,2019-10-04,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,,100,0,a14R0000004sdQuIAI,false,false,,,,,,6:30 PM,5:30 PM,2019-10-05T00:30:00.000+0000,2019-10-04,,Annual Meeting,a14R0000004sdQpIAI,false,,false,,a1rR0000000znT9IAI
Roundtable Discussion,a1BR0000005WlFMMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Team Leaders for a discussion on exciting developments and roadmap of the organization.</p><p><br></p>,false,a14R0000004sdQoIAI,Roundtable Discussion,false,false,false,2019-10-05T02:00:00.000+0000,2019-10-04,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,,100,0,a14R0000004sdQuIAI,false,false,,,,,,7:00 PM,6:00 PM,2019-10-05T01:00:00.000+0000,2019-10-04,,Annual Meeting,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTAIAY
Leadership Workshop,a1BR0000005WlFNMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,"<p>Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!</p><p><br></p>",false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2019-10-05T04:30:00.000+0000,2019-10-04,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,25,100,2,a14R0000004sdQuIAI,false,false,,,,,,9:30 PM,8:30 PM,2019-10-05T03:30:00.000+0000,2019-10-04,,Annual Meeting,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTBIAY
Beginner Workshop,a1BR0000005WlFOMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,false,2019-10-05T06:00:00.000+0000,2019-10-04,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,25,100,3,a14R0000004sdQuIAI,false,false,,,,,,11:00 PM,10:00 PM,2019-10-05T05:00:00.000+0000,2019-10-04,,Annual Meeting,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTCIAY
Luncheon,a1BR0000005WlFPMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a lunch in the Grand Ballroom featuring the music of The Strings.</p><p><br></p>,true,a14R0000004sdQoIAI,Luncheon,false,false,false,2019-10-06T03:00:00.000+0000,2019-10-05,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,,100,0,a14R0000004sdQuIAI,false,false,,,,,,8:00 PM,7:00 PM,2019-10-06T02:00:00.000+0000,2019-10-05,,Annual Meeting,a14R0000004sdQpIAI,true,,false,,a1rR0000000znTDIAY
Roundtable Discussion I,a1BR0000005WlFQMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Team Leaders for a discussion on exciting developments and roadmap of the organization.</p><p><br></p>,false,a14R0000004sdQoIAI,Roundtable Discussion I,false,false,false,2019-10-06T07:00:00.000+0000,2019-10-06,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,,100,2,a14R0000004sdQuIAI,false,false,,,,,,12:00 AM,11:00 PM,2019-10-06T06:00:00.000+0000,2019-10-05,,Annual Meeting,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTEIAY
Leadership Workshop,a1BR0000005WlCRMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2020-07-31T22:00:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaApIAK,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2020-07-31T21:00:00.000+0000,2020-07-31,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTFIAY
Luncheon,a1BR0000005WlCSMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2020-08-01T18:15:00.000+0000,2020-08-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaApIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2020-08-01T17:00:00.000+0000,2020-08-01,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTGIAY
Round Table Discussion I,a1BR0000005WlCTMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2020-07-31T20:30:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaApIAK,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2020-07-31T19:00:00.000+0000,2020-07-31,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTHIAY
Round Table Discussion II,a1BR0000005WlCUMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2020-08-01T21:15:00.000+0000,2020-08-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaApIAK,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2020-08-01T20:00:00.000+0000,2020-08-01,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTIIAY
Welcome Breakfast,a1BR0000005WlCVMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2020-07-31T16:00:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaApIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2020-07-31T15:00:00.000+0000,2020-07-31,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTJIAY
Advanced Discussion,a1BR0000005WlD5MAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2020-08-01T18:00:00.000+0000,2020-08-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2020-08-01T16:00:00.000+0000,2020-08-01,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTKIAY
Beginner Workshop,a1BR0000005WlD6MAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2020-08-01T16:00:00.000+0000,2020-08-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2020-08-01T15:00:00.000+0000,2020-08-01,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTLIAY
Conference Check-In,a1BR0000005WlD7MAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check-In,false,false,false,2020-07-31T17:00:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2020-07-31T14:00:00.000+0000,2020-07-31,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTMIAY
Keynote Speech,a1BR0000005WlD8MAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2020-07-31T17:00:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2020-07-31T16:00:00.000+0000,2020-07-31,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTNIAY
Advanced Discussion,a1BR0000005WlFRMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,"<p>Join marketing experts in this session as they discuss the state of marketing automation solutions. If you want to learn how to get the most bang for your marketing buck, this session is for you!</p><p><br></p>",false,a14R0000004sdQoIAI,Advanced Discussion,false,false,false,2019-10-06T01:00:00.000+0000,2019-10-05,a1gR0000002ZuCWIA0,a1mR0000001R1zcIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCpIAK,,,25,100,2,a14R0000004sdQuIAI,false,false,,,,,,6:00 PM,5:00 PM,2019-10-06T00:00:00.000+0000,2019-10-05,,Annual Meeting,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTOIAY
Meet Jerry Huskins,a1BR0000005WlFnMAK,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Get a chance to meet with the CEO and Founder of Fonteva!</p>,false,a14R0000004sdQoIAI,Meet Jerry Huskins,false,false,false,2019-04-04T09:30:00.000+0000,2019-04-04,a1gR0000002ZuCWIA0,a1mR0000001R1zeIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCqIAK,,,,1,0,a14R0000004sdQuIAI,false,false,,,,,,2:30 AM,2:00 AM,2019-04-04T09:00:00.000+0000,2019-04-04,,Meet the Organization 1-1 Meetings (Community Event),a14R0000004sdQpIAI,false,,false,,a1rR0000000znTPIAY
Meet Jerry Huskins,a1BR0000005WlFoMAK,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Get a chance to meet with the CEO and Founder of Fonteva!</p><p><br></p>,false,a14R0000004sdQoIAI,Meet Jerry Huskins,false,false,false,2019-04-04T10:00:00.000+0000,2019-04-04,a1gR0000002ZuCWIA0,a1mR0000001R1zeIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCqIAK,,,,1,0,a14R0000004sdQuIAI,false,false,,,,,,3:00 AM,2:30 AM,2019-04-04T09:30:00.000+0000,2019-04-04,,Meet the Organization 1-1 Meetings (Community Event),a14R0000004sdQpIAI,false,,false,,a1rR0000000znTQIAY
Meet Paul Lundy,a1BR0000005WlFpMAK,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Get a chance to meet with the President and Founder of Fonteva!</p><p><br></p>,false,a14R0000004sdQoIAI,Meet Jerry Huskins,false,false,false,2019-04-04T10:30:00.000+0000,2019-04-04,a1gR0000002ZuCWIA0,a1mR0000001R1zeIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCqIAK,,,,1,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 AM,3:00 AM,2019-04-04T10:00:00.000+0000,2019-04-04,,Meet the Organization 1-1 Meetings (Community Event),a14R0000004sdQpIAI,false,,false,,a1rR0000000znTRIAY
Meet Mac Anderson,a1BR0000005WlFqMAK,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Meet the CTO of Fonteva</p>,false,a14R0000004sdQoIAI,Meet Mac Anderson,false,false,false,2019-04-04T11:00:00.000+0000,2019-04-04,a1gR0000002ZuCWIA0,a1mR0000001R1zeIAC,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,true,false,false,false,false,a19R0000003TaCqIAK,,,,1,0,a14R0000004sdQuIAI,false,false,,,,,,4:00 AM,3:30 AM,2019-04-04T10:30:00.000+0000,2019-04-04,,Meet the Organization 1-1 Meetings (Community Event),a14R0000004sdQpIAI,false,,false,,a1rR0000000znTSIAY
Leadership Workshop,a1BR0000005WlD9MAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2020-07-31T22:00:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2020-07-31T21:00:00.000+0000,2020-07-31,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTTIAY
Luncheon,a1BR0000005WlDAMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2020-08-01T18:15:00.000+0000,2020-08-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2020-08-01T17:00:00.000+0000,2020-08-01,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTUIAY
Round Table Discussion I,a1BR0000005WlDBMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2020-07-31T20:30:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2020-07-31T19:00:00.000+0000,2020-07-31,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTVIAY
Round Table Discussion II,a1BR0000005WlDCMA0,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2020-08-01T21:15:00.000+0000,2020-08-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2020-08-01T20:00:00.000+0000,2020-08-01,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTWIAY
Welcome Breakfast,a1BR0000005WlDDMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2020-07-31T16:00:00.000+0000,2020-07-31,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAsIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2020-07-31T15:00:00.000+0000,2020-07-31,,Clonetest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTXIAY
Advanced Discussion,a1BR0000005WlDjMAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2022-07-02T20:00:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAvIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2022-07-02T18:00:00.000+0000,2022-07-02,,TEST2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTYIAY
Beginner Workshop,a1BR0000005WlDkMAK,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2022-07-02T18:00:00.000+0000,2022-07-02,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAvIAK,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2022-07-02T17:00:00.000+0000,2022-07-02,,TEST2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTZIAY
Conference Check-In,a1BR0000005WlECMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check-In,false,false,false,2022-07-01T19:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAvIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2022-07-01T16:00:00.000+0000,2022-07-01,,TEST2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTaIAI
Keynote Speech,a1BR0000005WlEDMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2022-07-01T19:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAvIAK,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2022-07-01T18:00:00.000+0000,2022-07-01,,TEST2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTbIAI
Leadership Workshop,a1BR0000005WlEEMA0,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2022-07-02T00:00:00.000+0000,2022-07-01,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaAvIAK,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2022-07-01T23:00:00.000+0000,2022-07-01,,TEST2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znTcIAI
