Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,OrderApi__Account__c,OrderApi__Batch__c,OrderApi__Business_Group__c,OrderApi__Contact__c,OrderApi__Credit_Memo_Line__c,OrderApi__Credit_Memo__c,OrderApi__Customer_Link__c,OrderApi__Date__c,OrderApi__Entity__c,OrderApi__Invoice__c,OrderApi__Is_Valid__c,OrderApi__Memo__c,OrderApi__Receipt_Type__c,OrderApi__Receipt__c,OrderApi__Sales_Order__c,OrderApi__Source_Code__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__Num_Lines__c,OrderApi__Total_Credits__c,OrderApi__Total_Debits__c,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,OrderApi__Account__r.External_Id__c,OrderApi__Batch__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Credit_Memo_Line__r.External_Id__c,OrderApi__Credit_Memo__r.External_Id__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Source_Code__r.Name,OrderApi__Subscription__r.External_Id__c
a1V4W00000Dox4mUAB,false,0000002397,36,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-08-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4nUAB,false,0000002398,37,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-09-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4oUAB,false,0000002399,38,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-10-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4pUAB,false,0000002400,39,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-11-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4qUAB,false,0000002401,40,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-12-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4rUAB,false,0000002402,41,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2022-01-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4sUAB,false,0000002403,42,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2022-02-28,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.3,2.3,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4tUAB,false,0000002404,43,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2022-03-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.33,2.33,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4uUAB,false,0000002405,44,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-03-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4vUAB,false,0000002406,45,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-04-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4wUAB,false,0000002407,46,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-05-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4xUAB,false,0000002408,47,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-06-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4yUAB,false,0000002409,48,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-07-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox4zUAB,false,0000002410,287,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-08-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox50UAB,false,0000002411,288,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-09-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox51UAB,false,0000002412,289,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-10-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox52UAB,false,0000002413,290,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-11-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox53UAB,false,0000002414,291,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-12-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox54UAB,false,0000002415,292,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-01-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox55UAB,false,0000002416,293,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-02-28,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,34.52,34.52,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox56UAB,false,0000002417,294,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-03-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox57UAB,false,0000002418,295,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-04-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox58UAB,false,0000002419,296,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-05-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox59UAB,false,0000002420,297,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-06-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5AUAR,false,0000002421,298,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-07-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5BUAR,false,0000002422,299,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-08-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5CUAR,false,0000002423,300,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-09-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5DUAR,false,0000002424,301,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-10-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5EUAR,false,0000002425,302,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-11-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,36.99,36.99,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5FUAR,false,0000002426,303,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-12-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5GUAR,false,0000002427,304,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2022-01-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,38.22,38.22,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5HUAR,false,0000002428,305,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2022-02-28,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,34.52,34.52,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5IUAR,false,0000002429,306,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2022-03-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,35.71,35.71,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5JUAR,false,0000002430,307,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-03-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,0.16,0.16,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5KUAR,false,0000002431,309,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-04-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5LUAR,false,0000002432,310,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-05-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5MUAR,false,0000002433,308,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-06-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5NUAR,false,0000002434,536,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-07-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5OUAR,false,0000002435,537,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-08-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5PUAR,false,0000002436,538,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-09-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5QUAR,false,0000002437,539,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-10-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5RUAR,false,0000002438,540,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-11-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5SUAR,false,0000002439,541,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2020-12-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5TUAR,false,0000002440,544,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-01-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5UUAR,false,0000002441,545,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-02-28,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.3,2.3,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5VUAR,false,0000002442,546,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-03-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5WUAR,false,0000002443,547,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-04-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5XUAR,false,0000002444,548,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-05-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5YUAR,false,0000002445,549,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-06-30,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.47,2.47,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5ZUAR,false,0000002446,550,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-07-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
a1V4W00000Dox5aUAB,false,0000002447,551,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:04.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S9QAL,,,"<a href=""/0034W00002AU8S9"" target="""">Caroline Qureshi</a>",2021-08-31,Contact,,true,Posting Receipt #0000001211,Payment,a1E4W00000Djw18UAB,a1J4W00000CvxFtUAJ,,,Cash,2,2.55,2.55,2020-09-24T07:29:04.000+0000,,,,87,,FON-International Association,58,,,,413,17,,
