Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,LastModifiedDate,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,IndividualId,PagesApi__Site__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Assistant_Do_Not_Call__c,OrderApi__Assistant_Email_Opt_Out__c,OrderApi__Assistant_Email__c,OrderApi__Badges__c,OrderApi__Home_Do_Not_Call__c,OrderApi__Is_Primary_Contact__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Mobile_Do_Not_Call__c,OrderApi__Other_Do_Not_Call__c,OrderApi__Other_Email_Opt_Out__c,OrderApi__Other_Email__c,OrderApi__Outstanding_Credits__c,OrderApi__Personal_Email_Opt_Out__c,OrderApi__Personal_Email__c,OrderApi__Potential_Duplicate_Contacts__c,OrderApi__Preferred_Email_Type__c,OrderApi__Preferred_Email__c,OrderApi__Preferred_Phone_Type__c,OrderApi__Preferred_Phone__c,OrderApi__Price_Rules_Usages__c,OrderApi__Sync_Address_Billing__c,OrderApi__Sync_Address_Shipping__c,OrderApi__Sync_Email__c,OrderApi__Sync_Phone__c,OrderApi__Work_Do_Not_Call__c,OrderApi__Work_Email_Opt_Out__c,OrderApi__Work_Email__c,OrderApi__Work_Phone__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Auto_Calculate_Contact_Greetings__c,DonorApi__Auto_Calculate_Current_Ask_Amount__c,DonorApi__Current_Ask_Amount__c,DonorApi__Deceased__c,DonorApi__Default_Greeting_Type__c,DonorApi__Default_Greeting__c,DonorApi__Direct_Mail_Opt_Out__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Formal_Greeting__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Include_in_Household_Greetings__c,DonorApi__Languages__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Personal_Greeting__c,DonorApi__Personal_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,DonorApi__Primary__c,DonorApi__Spouse__c,DonorApi__Suffix__c,OrderApi__Privacy_Settings__c,PagesApi__Cookie_Usage_Accepted__c,OrderApi__Edit_Community_Company_Info__c,OrderApi__Preferred_Language__c,MiddleName,Suffix,OtherStateCode,OtherCountryCode,MailingStateCode,MailingCountryCode,GDO_Data_Region__c,SF_CONTACT__c,Member_Since__c,Annual_Donations__c,Lifetime_Donations__c,Annual_Total_Spent__c,Lifetime_Total_Spent__c,Customer_Portal_User__c,Active_Membership_Types__c,DirectoryApi__Directory_Opt_Out__c,Role__c,Save_the_Whales_Donation_Levels__c,AsklandMemorialScholarshipDonationLevels__c,Donation_Programs__c,I_agree_to_terms_and_Conditions_above__c,Resident__c,Attendee_Name__c,Do_you_require_any_accessibility_Accomod__c,FON_Are_you_a_Member__c,State_Chapter__c,Local_Chapter__c,FontevaReports__Languages__c,FontevaReports__Level__c,DRCTS__Directory_Preferences__c,Site_Network_ID__c,MasterRecord.Id,Account.Id,ReportsTo.Id,Individual.Name,PagesApi__Site__r.Name,DonorApi__Primary_Relationship_Manager__r.Id,DonorApi__Spouse__r.Id,Customer_Portal_User__r.Name
0034W00002AU8VDQA1,false,,0014W000021fm17QAA,Ortiz,Laura,,Laura Ortiz,Zahringerstrasse 13A,Bern,,,Switzerland,,,,[object Object],Route de la Vignettz 46,Fribourg,,,Switzerland,46.79878374723644,7.144624613812941,Block,+41 92 176 4283,,+41 92 176 4283,,,,,lauraortiz@mailinator.com,Deputy General Manager,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VDQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,lauraortiz@mailinator.com,,Personal,lauraortiz@mailinator.com,Mobile,+41 92 176 4283,"{""a1C1I000000DSQ0UAO"":1,""a1C1I000000DSPxUAO"":1,""a1C1I000000DSPuUAO"":1,""a1C1I000000DSQUUA4"":2,""a1C1I000000DSOaUAO"":1}",false,false,true,true,false,false,lauraortiz@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W000029mQHIQA2,2014-02-17,,,0,17500,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm17QAA,,,,,,
0034W00002AU8VEQA1,false,,0014W000021fm0FQAQ,Cohen,Beatrice,,Beatrice Cohen,3110 10th street,Northeast,District of Columbia,20017,United States,,,,[object Object],1507 W Sunnyside Ave,Chicago,Illinois,60640,United States,41.963098,-87.668081,Address,(150)-686-4548,,(150)-686-4548,,,,,beatricecohen@mailinator.com,General Manager,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VEQA1,,,,,0,false,false,,FON-Organizational Member Badge,false,false,0,false,false,false,,,false,beatricecohen@mailinator.com,,Personal,beatricecohen@mailinator.com,Mobile,(150)-686-4548,"{""a1C1I000000DSOdUAO"":1,""a1C1I000000DSQXUA4"":3}",false,false,false,false,false,false,beatricecohen@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,DC,US,IL,US,,0034W000029mQHJQA2,2013-07-20,,,0,300,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0FQAQ,,,,,,
0034W00002AU8T8QAL,false,,0014W000021fm0FQAQ,Rice,Verna,,Verna Rice,1051 E Cary St,Richmond,Virginia,23219,United States,,,,[object Object],4623 Rosedale Avenue,Bethesda,Maryland,20814,United States,38.992979,-77.093205,Address,(619)-651-3141,,(619)-651-3141,,,,,vernarice@mailinator.com,Manager,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8T8QAL,,,,,100,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge,FON-Organizational Member Badge",false,false,225,false,false,false,,,false,vernarice@mailinator.com,,Personal,vernarice@mailinator.com,Mobile,(619)-651-3141,"{""a1C1I000000DSPfUAO"":1,""a1C1I000000DSPdUAO"":1,""a1C1I000000DSPbUAO"":1,""a1C1I000000DSPWUA4"":1,""a1C1I000000DSPTUA4"":1,""a1C1I000000DSPRUA4"":1,""a1C1I000000DSOYUA4"":1,""a1C1I000000DSQZUA4"":1,""a1C1I000000DSPQUA4"":1,""a1C1I000000DSPSUA4"":1,""a1C1I000000DSPVUA4"":1,""a1C1I000000DSPZUA4"":1,""a1C1I000000DSPcUAO"":1,""a1C1I000000DSPeUAO"":1,""a1C6A000001Bn7WUAS"":2}",false,false,false,false,false,false,vernarice@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,VA,US,MD,US,,0034W000029mQHKQA2,2014-08-15,,,,390,,Student Membership,false,,,,,false,false,,,,,,,,,,,0014W000021fm0FQAQ,,,,,,
0034W00002AU8VFQA1,false,,0014W000021fm0FQAQ,Ford,Nellie,,Nellie Ford,1051 E Cary St,Richmond,Virginia,23219,United States,,,,[object Object],240 Ashby Rd,Upper Darby,Pennsylvania,19082,United States,39.956162,-75.263438,Block,(465)-594-5231,,(465)-594-5231,,,,,nellieford@mailinator.com,President,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VFQA1,,,,,25,false,false,,"FON-Annual Conference Attendee Badge,FON-Organizational Member Badge",false,false,25,false,false,false,,,false,nellieford@mailinator.com,,Personal,nellieford@mailinator.com,Mobile,(465)-594-5231,"{""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOMUA4"":1,""a1C1I000000DSQQUA4"":1,""a1C1I000000DSQWUA4"":2,""a1C1I000000DSOeUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOsUAO"":1}",false,false,false,false,false,false,nellieford@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,VA,US,PA,US,,0034W000029mQHLQA2,2015-01-25,,,150,380,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0FQAQ,,,,,,
0034W00002AU8VGQA1,false,,0014W000021fm0FQAQ,Christensen,Amy,,Amy Christensen,133 Samaritan Dr,Cumming,Georgia,30040,United States,,,,[object Object],529 5th Ave,New York,New York,10017,United States,40.754429,-73.979683,Address,(767)-823-6407,,(767)-823-6407,,,,,amychristensen@mailinator.com,Deputy General Manager,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VGQA1,,,,,0,false,false,,"FON-Individual Member Badge,FON-Organizational Member Badge",false,true,100,false,false,false,,,false,amychristensen@mailinator.com,,Personal,amychristensen@mailinator.com,Mobile,(767)-823-6407,"{""a1C1I000000DSOaUAO"":1,""a1C1I000000DSQZUA4"":1}",false,false,false,false,false,false,amychristensen@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,GA,US,NY,US,,0034W000029mQHMQA2,2016-11-08,,,25,25,,Student Membership,false,,,,,false,false,,,,,,,,,,,0014W000021fm0FQAQ,,,,,,
0034W00002AU8VHQA1,false,,0014W000021fm0FQAQ,Marsh,Aaron,,Aaron Marsh,133 Beaver Creek Rd,Loysburg,Pennsylvania,16659,United States,,,,[object Object],3368 Black Creek Rd,Muskegon,Michigan,49444,United States,43.191416,-86.180186,Address,(766)-390-6699,,(766)-390-6699,,,,,aaronmarsh@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,2020-08-28T11:15:00.000+0000,2020-08-28T11:15:00.000+0000,,,false,/services/images/photo/0034W00002AU8VHQA1,,,,,500,false,false,,"FON-Individual Member Badge,FON-Organizational Member Badge",false,false,500,false,false,false,,,false,aaronmarsh@mailinator.com,,Personal,aaronmarsh@mailinator.com,Mobile,(766)-390-6699,"{""a1C6A000001xEPeUAM"":2,""a1C6A000001Bn7cUAC"":1,""a1C6A000001Bn7bUAC"":1,""a1C1I000000DSQQUA4"":1,""a1C1I000000DSQ0UAO"":1,""a1C1I000000DSPuUAO"":1,""a1C1I000000DSPxUAO"":1,""a1C1I000000DSQUUA4"":1,""a1C1I000000DSOZUA4"":1,""a1C6A000001x2Y3UAI"":3,""a1C6A000001Bn4tUAC"":2}",false,false,true,true,false,false,aaronmarsh@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,PA,US,MI,US,,0034W000029mQHNQA2,2013-01-26,,,105,22500,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0FQAQ,,,,,,
0034W00002AU8VIQA1,false,,0014W000021flzTQAQ,Schneider,Randall,,Randall Schneider,4407 Masterson Rd,Blaine,District of Columbia,98230,United States,,,,[object Object],1500 Kingsway Road,Baltimore,Maryland,21218,United States,39.344612,-76.591602,Address,(708)-754-5064,,(708)-754-5064,,,,,randallschneider@mailinator.com,Team Leader,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8VIQA1,,,,,25,false,false,,"FON-Annual Conference Attendee Badge,FON-Organizational Member Badge",false,false,25,false,false,false,,,false,randallschneider@mailinator.com,,Personal,randallschneider@mailinator.com,Mobile,(708)-754-5064,"{""a1C1I000000DSOsUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSQSUA4"":1,""a1C1I000000DSOeUAO"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOnUAO"":1,""a1C1I000000DSOrUAO"":1}",false,false,false,false,false,false,randallschneider@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,DC,US,MD,US,,0034W000029mQHOQA2,,,,340,355,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzTQAQ,,,,,,
0034W00002AU8WMQA1,false,,0014W000021fm07QAA,Purchasing from an alternate BG,FON,,FON Purchasing from an alternate BG,,,,,,,,,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WMQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7OUAS"":4}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,PA,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WNQA1,false,,0014W000021fm07QAA,Draft Invoice,FON,,FON Draft Invoice,,,,,,,,,,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WNQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7OUAS"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,DC,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WOQA1,false,,0014W000021fm07QAA,"Adjust Invoice, Audit Trail",FON,,"FON Adjust Invoice, Audit Trail",,,,,,,,,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WOQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7VUAS"":1,""a1C6A000001Bn7NUAS"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,PA,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8T3QAL,false,,0014W000021fm07QAA,Profile,FON,,FON Profile,,,,,,,,,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,,,,,,,,fonprofile@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8T3QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,fonprofile@mailinator.com,,Personal,fonprofile@mailinator.com,Mobile,,"{""a1C6A000001Bn7VUAS"":3,""a1C6A000001Bn7OUAS"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,PA,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WPQA1,false,,0014W000021fm07QAA,Voided Invoice,FON,,FON Voided Invoice,,,,,,,,,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WPQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7QUAS"":1,""a1C6A000001Bn7VUAS"":1,""a1C6A000001Bn7NUAS"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,PA,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WQQA1,false,,0014W000021fm07QAA,Partial Refund,FON,,FON Partial Refund,,,,,,,,,,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,+41 25 759 8046,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WQQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7VUAS"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,DC,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WRQA1,false,,0014W000021fm07QAA,FON Proforma Invoice Example,,,FON Proforma Invoice Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WRQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WSQA1,false,,0014W000021fm07QAA,FON Installment Payments Example,,,FON Installment Payments Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WSQA1,,,,,100,false,false,,FON-Individual Member Badge,false,false,100,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7cUAC"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WTQA1,false,,0014W000021fm07QAA,FON Overpayment on Invoice Example,,,FON Overpayment on Invoice Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WTQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7PUAS"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WUQA1,false,,0014W000021fm07QAA,Full Refund,FON,,FON Full Refund,,,,,,,,,,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WUQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,DC,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8WVQA1,false,,0014W000021fm07QAA,Installment Invoice,FON,,FON Installment Invoice,,,,,,,,,,,,,,,38.88388,-77.026504,Address,,,,,,,,,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8WVQA1,,,,,,false,false,,,false,false,,false,false,false,,,false,,,Personal,,Mobile,,"{""a1C6A000001Bn7uUAC"":4}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm07QAA,,,,,,
0034W00002AU8T4QAL,false,,0014W000021flzXQAQ,Contact,FON - Partner,Mr.,FON - Partner Contact,,,,,,,,,,,,,,,,,,,,,,,,,partner@mainiliator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8T4QAL,,,,,,false,false,,,false,false,,false,false,false,,,false,partner@mainiliator.com,,Personal,partner@mainiliator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzXQAQ,,,,,,
0034W00002AU8TTQA1,false,,0014W000021fm0UQAQ,DeGarmo,Harry,,Harry DeGarmo,,,,,,,,,,,,,,,,,,,,,,,,,pdegarmo@mailinator.com,,,,,2018-11-01,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TTQA1,,,,,0,false,false,,,false,true,100,false,false,false,,,false,pdegarmo@mailinator.com,,Personal,pdegarmo@mailinator.com,Mobile,,"{""a1C6A000001CbbmUAC"":2,""a1C6A000001x2Y3UAI"":2}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,50,,Save the Whales,false,false,,,,,,,,,,,0014W000021fm0UQAQ,,,,,,
0034W00002AU8TUQA1,false,,0014W000021fm0VQAQ,Ruiz,Donald,,Donald Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,druiz@mailinator.com,Title,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TUQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,druiz@mailinator.com,,Work,druiz@mailinator.com,Mobile,,,false,false,false,false,false,false,druiz@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021fm0VQAQ,,,,,,
0034W00002AU8TVQA1,false,,0014W000021fm0WQAQ,Albricci,David,,David Albricci,,,,,,,,,,,,,,,,,,,,,,,,,dalbricci@mailinator.com,Student,,,,2018-12-05,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TVQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,dalbricci@mailinator.com,,Personal,dalbricci@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,,500,Askland Memorial Scholarship,false,false,,,,,,,,,,,0014W000021fm0WQAQ,,,,,,
0034W00002AU8TWQA1,false,,0014W000021fm0XQAQ,Star,Lucy,,Lucy Star,,,,,,,,,,,,,,,,,,,,,,,,,lstar@mailinator.com,,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8TWQA1,,,,,,false,false,,,false,true,,false,false,false,,,false,lstar@mailinator.com,,Personal,lstar@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,,false,Student,,500,Askland Memorial Scholarship,false,false,,,,,,,,,,,0014W000021fm0XQAQ,,,,,,
0034W00002AU8SbQAL,false,,0014W000021flznQAA,Crawley 11,Sabrina,,Sabrina Crawley 11,,,,,,,,,,1600 Pennsylvania Avenue,Washington,District of Columbia,,United States,38.897211,-77.036548,Address,7035555555,,7035555555,,,,,,Vice President,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8SbQAL,,,,,100,false,false,,"FON-Company Admin,FON-Organizational Member Badge",false,true,100,false,false,false,,,false,,,Other,,Mobile,7035555555,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",false,false,false,false,false,false,s.crawley0013s00000xs3bmaay@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,DC,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flznQAA,,,,,,
0034W00002AU8ScQAL,false,,0014W000021flzoQAA,Garrity 12,Tim,,Tim Garrity 12,,,,,,,,,,1600 Pennsylvania Avenue,Washington,District of Columbia,,United States,38.897211,-77.036548,Address,5555551234,,5555551234,,,,0034W00002AU8SdQAL,t.garrity0013s00000xs3bnaay@mailinator.com,Administrative Assistant,,,,,,false,false,false,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,,,,,false,/services/images/photo/0034W00002AU8ScQAL,,,,,100,false,false,,"FON-Company Admin,FON-Organizational Member Badge",false,false,100,false,false,false,,,false,t.garrity0013s00000xs3bnaay@mailinator.com,,Work,t.garrity0013s00000xs3bnaay@mailinator.com,Mobile,5555551234,,false,false,false,false,false,false,t.garrity0013s00000xs3bnaay@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,DC,US,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,0014W000021flzoQAA,0034W00002AU8SdQAL,,,,,
