Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__AR_Account__c,OrderApi__Scheduled_Payment__c,OrderApi__Subscription__c,OrderApi__Account__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Due_Date__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Days_Overdue__c,OrderApi__Description__c,OrderApi__Due_Date__c,OrderApi__Entity__c,OrderApi__Has_Payments__c,OrderApi__Has_Refunds__c,OrderApi__Invoice_Date__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Overdue__c,OrderApi__Is_Paid__c,OrderApi__Is_Posted__c,OrderApi__Is_Voided__c,OrderApi__Memo__c,OrderApi__Paid_Date__c,OrderApi__Payment_Count__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Refund_Count__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Total__c,OrderApi__Voided_Date__c,OrderApi__Adjustments__c,OrderApi__Item_Count__c,OrderApi__Subtotal__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Encrypted_Id__c,LastViewedDate,LastReferencedDate,FontevaReports__Posted_Age__c,OrderApi__AR_Account__r.Name,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Subscription__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Payment_Terms__r.External_Id__c
a124W00000LbEuRQAV,false,000000385,165,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021flzWQAQ,0,0,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VZQA1,0,Mittie Castro,,0,,2016-02-16,Contact,false,false,2016-02-16,false,false,true,true,false,,2016-03-25,0,a1A4W00000Dz3doUAB,2016-02-16,0,Las Vegas,Mittie Castro,United States,89117,Nevada,3245 Rosanna St,Paid,25,,-25,4,25,-25,eOLTQJ8Ufkg9sYzWpAVM94NLxEOLmZ8yz1WXk04zfLE=,,,1683,1000 - Cash,,97,78,FON-International Association,267,1
a124W00000LbEuSQAV,false,000000386,166,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021flzWQAQ,0,0,175,Ventura,Nell Powell,United States,93003,California,1001 Partridge Dr,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VaQAL,0,Nell Powell,,1825,,2015-09-27,Contact,false,false,2015-09-27,false,true,false,true,false,,2015-10-30,0,a1A4W00000Dz3doUAB,2015-09-27,0,Ventura,Nell Powell,United States,93003,California,1001 Partridge Dr,Overdue,175,,0,3,175,0,HYveaQJQ/mHUdIW0LbKzHNrFElryuOdlgYCqiBYZWYI=,,,1825,1000 - Cash,,97,78,FON-International Association,285,1
a124W00000LbEuTQAV,false,000000387,167,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021flzWQAQ,0,0,0,Lake,Lily Lindsey,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8S4QAL,0,FON-Ford Motor,,0,,2016-08-10,Account,false,false,2016-08-10,false,false,true,true,false,,2016-08-29,0,a1A4W00000Dz3doUAB,2016-08-10,0,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,Paid,30,,-30,2,30,-30,nQEnvEIxzYQJ0lgug7O5UfJDEvgutqlgZMB+MRREJvY=,,,1507,1000 - Cash,,97,78,FON-International Association,288,1
a124W00000LbEuUQAV,false,000000388,168,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021flzWQAQ,0,0,0,Bremerton,Jane Watson,United States,98337,Washington,545 5th St,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VbQAL,0,Jane Watson,,0,,2017-08-04,Contact,false,false,2017-08-04,false,false,true,true,false,,2017-08-28,0,a1A4W00000Dz3doUAB,2017-08-04,0,Bremerton,Jane Watson,United States,98337,Washington,545 5th St,Paid,25,,-25,4,25,-25,1Xkso3GhzLFskQzOWoVjlTsJC4hkh1+EUJogthX5Ie0=,,,1148,1000 - Cash,,97,78,FON-International Association,286,1
a124W00000LbEuVQAV,false,000000389,169,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021flzWQAQ,0,0,0,Harrisonburg,Evan Ward,United States,22801,Virginia,406 West Ave,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VcQAL,0,Evan Ward,,0,,2015-09-05,Contact,false,false,2015-09-05,false,false,true,true,false,,2015-09-21,0,a1A4W00000Dz3doUAB,2015-09-05,0,Harrisonburg,Evan Ward,United States,22801,Virginia,406 West Ave,Paid,25,,-25,4,25,-25,/syNhD6Hnqf7ze5YP0jJAlANQOCX/ocmrvGksL/E/gk=,,,1847,1000 - Cash,,97,78,FON-International Association,287,1
a124W00000LbEshQAF,false,000000916,170,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,0,,2020-11-20,Account,false,false,2020-11-20,false,false,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Posted,416.67,,0,1,416.67,0,gEs3eL1pxR+JXopq2BASW3ykJ0KxuFDrbxFqfNH3HoQ=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEsiQAF,false,000000917,171,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,0,,2020-12-20,Account,false,false,2020-12-20,false,false,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Posted,416.67,,0,1,416.67,0,pmjS2sDC4AJ1ohhKAl5m4VCJNwVPau82sRqPM7H9iV4=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEsjQAF,false,000000918,172,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,0,,2021-01-20,Account,false,false,2021-01-20,false,false,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Posted,416.67,,0,1,416.67,0,rEmwm9qYyuMCp6cxQIqAo5nvmnE3Shz6TYs4DjHx3yw=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEskQAF,false,000000919,173,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,0,,2021-02-20,Account,false,false,2021-02-20,false,false,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Posted,416.67,,0,1,416.67,0,XaVwCEddf2UceM+iO55Y3pxbTckLRG/rdedlkMNELxw=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEslQAF,false,000000920,174,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,0,,2021-03-20,Account,false,false,2021-03-20,false,false,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Posted,416.67,,0,1,416.67,0,1VgMVsBh2NY8srPXe+8+wpaskTmMy+jOS4PkfP2zyLk=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEomQAF,false,000000631,175,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flzTQAQ,0,0,975,Bremerton,Jerome Bates,United States,98337,District of Columbia,545 5th St,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8S8QAL,0,FON-Apple,,415,,2019-08-07,Account,false,false,2019-08-07,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2019-08-07,0,Stratford,Jerome Bates,United States,6615,Connecticut,40 Macs Harbor Ct,Overdue,975,,0,1,975,0,/dStX5XFIXu1Ln1fq5dfUQ6UFZp0qPa69JjtnrY7Fq0=,,,415,1100 - Accounts Receivable,,97,82,FON-International Association,181,1
a124W00000LbEsmQAF,false,000000921,176,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.63,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,0,,2021-04-20,Account,false,false,2021-04-20,false,false,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Posted,416.63,,0,1,416.63,0,6/IrBJbdgNqpltfLRph/MZphh/r3iUHEHfIaTkFIxDQ=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEsnQAF,false,000000922,177,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flztQAA,0,0,416.67,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SlQAL,0,FON-Brewtiful Coffee and Tea,,128,,2020-05-20,Account,false,false,2020-05-20,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-05-20,0,Arlington,Joe Brewer,United States,22203,Virginia,4401 Wilson Boulevard,Overdue,416.67,,0,1,416.67,0,Uh9S3PLTh78pQy+wZjuZVgLjxHK/t9VJJbAhht5D1+Y=,,,128,1100 - Accounts Receivable,,97,100,FON-International Association,215,1
a124W00000LbEolQAF,false,000000630,178,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flzSQAQ,0,0,305,Northeast,Gerald Frank,United States,20017,Washington DC,3110 10th street,a0o4W00000MOvweQAD,true,true,false,0034W00002AU8UXQA1,0,Gerald Frank,,428,,2019-07-25,Contact,false,false,2019-07-25,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2019-07-25,0,Northeast,Gerald Frank,United States,20017,Washington DC,3110 10th street,Overdue,335,,-30,4,335,-30,2SKRIsZS0D0HFXFq2kJxqyyQA16FWk3CvBtJHAermgY=,,,428,1100 - Accounts Receivable,,97,87,FON-International Association,281,1
a124W00000LbEonQAF,false,000000662,179,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flzVQAQ,0,0,975,,Bhakti Ash,,,,,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8S3QAL,0,Bhakti Ash,,407,,2019-08-15,Contact,false,false,2019-08-15,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2019-08-15,0,,Bhakti Ash,,,,,Overdue,975,,0,1,975,0,rhe59/YChLSIKdQXpMutjA6BdztTO8ZYLVX983Nixpk=,,,407,1100 - Accounts Receivable,,97,67,FON-International Association,264,1
a124W00000LbErJQAV,false,000000828,180,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flznQAA,0,,105,Washington,Sabrina Crawley 11,United States,,District of Columbia,1600 Pennsylvania Avenue,a0o4W00000MOvweQAD,true,true,false,0034W00002AU8SbQAL,,Sabrina Crawley 11,,158,,2020-04-20,Contact,false,false,2020-04-20,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-04-20,0,Washington,Sabrina Crawley 11,United States,20500,DC,1600 Pennsylvania Avenue Northwest,Overdue,105,,0,2,105,,jnNgl8aRGwBFm0Hk1B8zr75cn4qXd6GzDuXVddnz1qc=,,,158,1100 - Accounts Receivable,,97,114,FON-International Association,160,1
a124W00000LbEuWQAV,false,000000390,181,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021flzWQAQ,0,0,2500,Lake,Lily Lindsey,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8S4QAL,0,FON-Ford Motor,,1988,,2015-04-17,Account,false,false,2015-04-17,false,true,false,true,false,,2015-04-18,0,a1A4W00000Dz3doUAB,2015-04-17,0,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,Overdue,2500,,0,3,2500,0,1B8WreUdfgdtx+Ry18Ig7zWQTORms7+D6gEzM0414hQ=,,,1988,1000 - Cash,,97,78,FON-International Association,288,1
a124W00000LbEuXQAV,false,000000391,182,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,225,BECKENHAM,Jay Armstrong,United Kingdom,BR3 4SB,,123C  MACKENZIE ROAD,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VdQAL,0,Jay Armstrong,,1488,,2016-08-29,Contact,false,false,2016-08-29,false,true,false,true,false,,2016-09-13,0,a1A4W00000Dz3doUAB,2016-08-29,0,BECKENHAM,Jay Armstrong,United Kingdom,BR3 4SB,,123C  MACKENZIE ROAD,Overdue,225,,0,3,225,0,lbN9Pntxa1UhJAUZC5oTsMwwSWwsKLaQh7f+6Rdk5Q0=,,,1488,1000 - Cash,,97,77,FON-International Association,289,1
a124W00000LbEuYQAV,false,000000392,183,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,0,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VeQAL,0,Caroline Perkins,,0,,2016-01-27,Contact,false,false,2016-01-27,false,false,true,true,false,,2016-01-29,0,a1A4W00000Dz3doUAB,2016-01-27,0,BROMLEY,Caroline Perkins,United Kingdom,BR1 2QA,,45A  SUNDRIDGE AVENUE,Paid,25,,-25,4,25,-25,DIenJxrCEaAQAtn2TtsxOaOZTPectpog6wup1i5Dy6w=,,,1703,1000 - Cash,,97,77,FON-International Association,290,1
a124W00000LbEuZQAV,false,000000393,184,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,0,ORPINGTON,Sam Wilkins,United Kingdom,BR5 3QB,,T.M.S HOUSE  CRAY AVENUE,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VfQAL,0,Sam Wilkins,,0,,2016-09-17,Contact,false,false,2016-09-17,false,false,true,true,false,,2016-09-24,0,a1A4W00000Dz3doUAB,2016-09-17,0,ORPINGTON,Sam Wilkins,United Kingdom,BR5 3QB,,T.M.S HOUSE  CRAY AVENUE,Paid,50,,-50,4,50,-50,Rg1LdkXoWcg0qoyUFaHevINHvHBJm7mSrEy3SuME7io=,,,1469,1000 - Cash,,97,77,FON-International Association,291,1
a124W00000LbEuaQAF,false,000000394,185,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,0,ORPINGTON,Cory Shaw,United Kingdom,BR5 1QD,,10  WILLETT WAY,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VhQAL,0,FON-CVS Health,,0,,2016-09-07,Account,false,false,2016-09-07,false,false,true,true,false,,2016-10-17,0,a1A4W00000Dz3doUAB,2016-09-07,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,Paid,5,,-5,2,5,-5,SqFJUTy8XRSy7EK7jYwFuGwVvX2fz08B2uiaNf/Mc9k=,,,1479,1000 - Cash,,97,77,FON-International Association,293,1
a124W00000LbEubQAF,false,000000395,186,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,0,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VgQAL,0,Cory Reed,,0,,2017-09-27,Contact,false,false,2017-09-27,false,false,true,true,false,,2017-10-21,0,a1A4W00000Dz3doUAB,2017-09-27,0,BROMLEY,Cory Reed,United Kingdom,BR1 5NW,,45  SHAW ROAD,Paid,25,,-25,4,25,-25,LVv9yJSnbjWrrI6ACTZWEvSBJmXwNbYVkp+Mk7vzBwU=,,,1094,1000 - Cash,,97,77,FON-International Association,292,1
a124W00000LbEucQAF,false,000000396,187,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,0,ORPINGTON,Cory Shaw,United Kingdom,BR5 1QD,,10  WILLETT WAY,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VhQAL,0,FON-CVS Health,,0,,2016-01-08,Account,false,false,2016-01-08,false,false,true,true,false,,2016-01-31,0,a1A4W00000Dz3doUAB,2016-01-08,0,BECKENHAM,Cory Shaw,United Kingdom,BR3 4NP,,32  ALLEN ROAD,Paid,0,,0,3,0,0,PXKmhdieTSDmruihHXdND9e6exgWO2n6LFcW7ZKHMNQ=,,,1722,1000 - Cash,,97,77,FON-International Association,293,1
a124W00000LbEudQAF,false,000000397,188,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm19QAA,0,0,0,BROMLEY,Cory Shaw,United Kingdom,BR1 2PL,,1  LOGS HILL,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VhQAL,0,Cory Shaw,,0,,2015-05-11,Contact,false,false,2015-05-11,false,false,true,true,false,,2015-06-25,0,a1A4W00000Dz3doUAB,2015-05-11,0,BROMLEY,Cory Shaw,United Kingdom,BR1 2PL,,1  LOGS HILL,Paid,50,,-50,2,50,-50,qfsd6XR9xeTRoKQfsxCakIOG0eLnD2R0Htx3awNNQfE=,,,1964,1000 - Cash,,97,77,FON-International Association,293,1
a124W00000LbEueQAF,false,000000398,189,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm1AQAQ,0,0,0,KESTON,Belle Nash,United Kingdom,BR2 6AJ,,THE GARDEN HOUSE  WEST COMMON ROAD,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8ViQAL,0,Belle Nash,,0,,2016-09-01,Contact,false,false,2016-09-01,false,false,true,true,false,,2016-09-10,0,a1A4W00000Dz3doUAB,2016-09-01,0,KESTON,Belle Nash,United Kingdom,BR2 6AJ,,THE GARDEN HOUSE  WEST COMMON ROAD,Paid,1,,-1,3,1,-1,6exoHvVRy/QUbN3R7spD9GNXq1lmTIncZ5Ll5O+F+uw=,,,1485,1000 - Cash,,97,76,FON-International Association,294,1
a124W00000LbEufQAF,false,000000399,190,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm1AQAQ,0,0,0,BECKENHAM,Clarence Massey,United Kingdom,BR3 4TA,,148 FLAT 8 ELM VIEW COURT ELMERS END ROAD,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VjQAL,0,Clarence Massey,,0,,2014-10-18,Contact,false,false,2014-10-18,false,false,true,true,false,,2014-11-09,0,a1A4W00000Dz3doUAB,2014-10-18,0,BECKENHAM,Clarence Massey,United Kingdom,BR3 4TA,,148 FLAT 8 ELM VIEW COURT ELMERS END ROAD,Paid,1,,-1,3,1,-1,MUwd8q7demUUoLr6mGHCuy7zm5xGGF6syaC2rG9EYTQ=,,,2169,1000 - Cash,,97,76,FON-International Association,306,1
a124W00000LbEugQAF,false,000000400,191,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm1AQAQ,0,0,225,ORPINGTON,Cora Klein,United Kingdom,BR5 3PJ,,9  OKEMORE GARDENS,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VkQAL,0,Cora Klein,,1127,,2017-08-25,Contact,false,false,2017-08-25,false,true,false,true,false,,2017-10-11,0,a1A4W00000Dz3doUAB,2017-08-25,0,ORPINGTON,Cora Klein,United Kingdom,BR5 3PJ,,9  OKEMORE GARDENS,Overdue,225,,0,3,225,0,zbmklZUhAAnhhfQGRi7Judw3ajxHaZEMJU9T2X1QZg4=,,,1127,1000 - Cash,,97,76,FON-International Association,307,1
a124W00000LbEuhQAF,false,000000401,192,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm1AQAQ,0,0,0,ORPINGTON,Cora Klein,United Kingdom,BR5 3PJ,,9  OKEMORE GARDENS,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VkQAL,0,Cora Klein,,0,,2016-10-09,Contact,false,false,2016-10-09,false,false,true,true,false,,2016-10-11,0,a1A4W00000Dz3doUAB,2016-10-09,0,ORPINGTON,Cora Klein,United Kingdom,BR5 3PJ,,9  OKEMORE GARDENS,Paid,1,,-1,3,1,-1,PLmnxmKXAoJmBbR+KHj1+R9XYcY3iMp+exUIuZbiY9M=,,,1447,1000 - Cash,,97,76,FON-International Association,307,1
a124W00000LbEuiQAF,false,000000402,193,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm1AQAQ,0,0,0,CHISLEHURST,Alice Lloyd,United Kingdom,BR7 5LE,,9 KINGSMERE  CHISLEHURST ROAD,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VmQAL,0,FON-McKesson,,0,,2017-08-13,Account,false,false,2017-08-13,false,false,true,true,false,,2017-08-15,0,a1A4W00000Dz3doUAB,2017-08-13,0,BECKENHAM,Alice Lloyd,United Kingdom,BR3 4DA,,268 FLAT C GLOUCESTER COURT CROYDON ROAD,Paid,0,,0,3,0,0,JrqsOJGC4Hwvrq2GWoQH1UthOs0AVKUQ8Ccjaq2Bx5k=,,,1139,1000 - Cash,,97,76,FON-International Association,309,1
a124W00000LbEujQAF,false,000000403,194,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm1AQAQ,0,0,0,ORPINGTON,Alice Lloyd,United Kingdom,BR6 0RW,,80  HOMEFIELD RISE,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VmQAL,0,Alice Lloyd,,0,,2017-09-17,Contact,false,false,2017-09-17,false,false,true,true,false,,2017-10-16,0,a1A4W00000Dz3doUAB,2017-09-17,0,ORPINGTON,Alice Lloyd,United Kingdom,BR6 0RW,,80  HOMEFIELD RISE,Paid,40,,-40,3,40,-40,f5Vaz9r/FfYrbxJ9Q6xPw752NvV8jCav3VnQJ8sQg28=,,,1104,1000 - Cash,,97,76,FON-International Association,309,1
a124W00000LbErKQAV,false,000000829,195,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021flznQAA,0,0,416.67,Arlington,Sabrina Crawley 11,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8SbQAL,0,"EUT-XYZ, Inc. 11",,128,,2020-05-20,Account,false,false,2020-05-20,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2020-04-20,0,Arlington,Sabrina Crawley 11,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,YXWg3C7e9N0atEozLhFitd7uL+qtJSN1xOFReGq6rh0=,,,158,1100 - Accounts Receivable,,97,114,FON-International Association,160,1
