Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Sales_Order__c,OrderApi__Account__c,OrderApi__Activation_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Auto_Assign_Account_Contacts__c,OrderApi__Auto_Assign_Contact__c,OrderApi__Auto_Assign_Rule__c,OrderApi__Auto_Assign__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Auto_Renew__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__GL_Account__c,OrderApi__Is_Amendment__c,OrderApi__Is_Installment_Calculated__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax__c,OrderApi__Is_Valid__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Package_Item__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Required_Package_Items__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Shipping_Tracking_Number__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__System_Override__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total_Installment_Price__c,OrderApi__Total__c,EventApi__Attendee__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Group_Registration_Key__c,DonorApi__Tax_Deductible_Amount__c,DonorApi__Write_In__c,ProgramApi__Program_Profile__c,ProgramApi__Program_Term__c,OrderApi__Do_Not_Collect_Payment__c,EventApi__Is_Required_Schedule_Item__c,OrderApi__Display_Item__c,OrderApi__Foreign_Key__c,OrderApi__Incomplete__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Subscription_Start_Date__c,OrderApi__Item_Tax_Percent__c,OrderApi__Parent_Is_Installment_Calculated__c,OrderApi__Parent_Total_Installment_Price__c,OrderApi__Parent_Total__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__AR_Account__c,OrderApi__Adjustment_Reason__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credit_Note__c,OrderApi__Credits_Applied__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Line_Posted__c,OrderApi__Payment_Priority__c,OrderApi__Posted_Date__c,OrderApi__Credit_Memo__c,OrderApi__Item_Name__c,OrderApi__Overall_Total__c,Revenue_Category__c,Revenue_Subcategory__c,Program_Term_Is_Maintenance__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__GL_Account__r.Name,OrderApi__Item_Class__r.Name,OrderApi__Item__r.External_Id__c,OrderApi__Package_Item__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Shipping_Method__r.Name,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,EventApi__Attendee__r.External_Id__c,EventApi__Event__r.Name,EventApi__Schedule_Item__r.External_Id__c,EventApi__Sponsor_Package__r.Name,EventApi__Ticket_Type__r.External_Id__c,ProgramApi__Program_Profile__r.Name,ProgramApi__Program_Term__r.Name,OrderApi__AR_Account__r.Name,OrderApi__Credit_Note__r.External_Id__c,OrderApi__Credit_Memo__r.Name
a1I4W00000H4K5PUAV,false,0000002909,1315,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLKUAZ,0014W000021fm1CQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VuQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,BECKENHAM,Delia Flores,United Kingdom,,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,"Shipping, Tax & Delivery",Tax/VAT,false,863,74,FON-International Association,6,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5QUAV,false,0000002910,1316,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLLUAZ,0014W000021fm1CQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VuQAL,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjpqQAA,Fonteva Coffee Mug,3,,,false,a1C4W000006w73lUAA,1,0,3,,BECKENHAM,Delia Flores,United Kingdom,,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,,,3,false,false,0,0,3,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,Other,Other,false,927,74,FON-International Association,6,4500 - Merchandise Income,FON-Merchandise Class,482,,,479,,,,,,,,,,,,,,
a1I4W00000H4K5RUAV,false,0000002911,1302,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLLUAZ,0014W000021fm1CQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VuQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,BECKENHAM,Delia Flores,United Kingdom,,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,"Shipping, Tax & Delivery",Tax/VAT,false,927,74,FON-International Association,6,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5SUAV,false,0000002912,1303,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLMUAZ,0014W000021fm1CQAQ,2014-07-15,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VvQAL,false,false,2114-07-15,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjpSQAQ,Student Membership,45,,,true,,1,0,25,,BECKENHAM,Elijah Curtis,United Kingdom,,BR3 3HL,,125  STANHOPE GROVE,,a1R4W0000048ZSLUA2,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,Membership,New Member,false,928,74,FON-International Association,7,1000 - Cash,FON-Individual Memberships,514,,,,,,FON-1 Year Anniversary,,,,,,,,,,,
a1I4W00000H4K5TUAV,false,0000002913,1304,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLMUAZ,0014W000021fm1CQAQ,2014-07-15,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VvQAL,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,0,,BECKENHAM,Elijah Curtis,United Kingdom,,BR3 3HL,,125  STANHOPE GROVE,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,Other,Other,false,928,74,FON-International Association,7,4500 - Merchandise Income,FON-Merchandise Class,480,,,,,,,,,,,,,,,,,
a1I4W00000H4K5UUAV,false,0000002914,1305,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLMUAZ,0014W000021fm1CQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VvQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,BECKENHAM,Elijah Curtis,United Kingdom,,BR3 3HL,,125  STANHOPE GROVE,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,"Shipping, Tax & Delivery",Tax/VAT,false,928,74,FON-International Association,7,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5VUAV,false,0000002915,1306,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLNUAZ,0014W000021fm1CQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VvQAL,false,false,,Contact,a104W00000FuSxDQAV,false,false,false,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjpTQAQ,Fonteva Fleece Vest,25,,,false,a1C4W000006w74OUAQ,1,0,25,,BECKENHAM,Elijah Curtis,United Kingdom,,BR3 3HL,,125  STANHOPE GROVE,,,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,,,,,,,false,false,false,,,,,,Other,Other,false,929,74,FON-International Association,7,4500 - Merchandise Income,FON-Merchandise Class,483,,,480,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K5WUAV,false,0000002916,1383,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLNUAZ,0014W000021fm1CQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8VvQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,false,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,BECKENHAM,Elijah Curtis,United Kingdom,,BR3 3HL,,125  STANHOPE GROVE,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,"Shipping, Tax & Delivery",Tax/VAT,false,929,74,FON-International Association,7,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5XUAV,false,0000002917,1384,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:05.000+0000,2020-09-28T06:19:05.000+0000,a1J4W00000CvxLOUAZ,0014W000021fm1CQAQ,2016-07-15,1,14,13,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8VwQAL,false,false,2017-07-14,Account,a104W00000FuSwjQAF,false,false,false,false,false,false,true,false,true,a134W000008hIDMQA2,a154W000008mjptQAA,Company Membership,5000,,,true,,1,0,5000,,ORPINGTON,May Evans,United Kingdom,,BR6 9JJ,,14  SEVENOAKS ROAD,,a1R4W0000048ZSKUA2,,5000,false,false,0,0,5000,,,,,,,0,,,,true,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,Membership,New Member,false,930,74,FON-International Association,8,1000 - Cash,FON-Organizational Memberships,544,,,,,,FON-1 Year Calendar,,,,,,,,,,,
a1I4W00000H4K5YUAV,false,0000002948,1482,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:06.000+0000,2020-09-28T06:19:06.000+0000,a1J4W00000CvxLaUAJ,0014W000021flzSQAQ,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8T6QAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDWQA2,,Customer Luncheon Ticket,0,,,false,,1,0,55,,,Bob Kelley,,,,,,,,,55,false,false,0,0,55,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,Events,Registration,false,1006,87,FON-International Association,38,1000 - Cash,sim1-Ticket Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5ZUAV,false,0000003068,724,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:02.000+0000,2020-09-28T06:19:02.000+0000,a1J4W00000CvxLzUAJ,0014W000021fm0GQAQ,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UnQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqHQAQ,Season 5: Managing Complex Projects,0,,,false,a1C4W000006w79LUAQ,1,0,0,,New Orleans,Rachel Brown,United States,,70112,Louisiana,353 Baronne St,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,Events,Other,false,1156,68,FON-International Association,32,1000 - Cash,conf2-Schedule Class,438,,,328,,,,,,,,,,,,,,
a1I4W00000H4K5aUAF,false,0000003069,801,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxLzUAJ,0014W000021fm0GQAQ,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UnQAL,false,false,,Contact,a104W00000FuSxCQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqLQAQ,Golf Tournament,175,,,false,a1C4W000006w79RUAQ,1,0,175,,New Orleans,Rachel Brown,United States,,70112,Louisiana,353 Baronne St,,,,175,false,false,0,0,175,,,,,,,0,,,,false,false,false,FH3B85m07ZI16HEhPG8zU2z0nurhBy,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,1156,68,FON-International Association,32,4400 - Event Income,conf2-Schedule Class,473,,,358,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K5bUAF,false,0000003070,802,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM0UAJ,0014W000021fm0GQAQ,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8TAQA1,false,false,,Contact,a104W00000FuSxCQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDbQAM,a154W000008mjqEQAQ,Homecoming Game Ticket,100,,,false,a1C4W000006w78tUAA,1,0,100,,Scottsdale,Etta Brown,United States,,85258,Arizona,7868 E Via Marina,,,,100,false,false,0,0,100,,,,,a1j4W00000RiPm7QAF,,0,,,,false,false,false,gSIBob3CocoZf7cRuXxJPUvKEL62Dr,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,,0,Events,Registration,false,1157,68,FON-International Association,33,4400 - Event Income,hc1-Ticket Class,323,,,322,,,,,,,,,19,,,1100 - Accounts Receivable,,
a1I4W00000H4K5cUAF,false,0000003071,803,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM1UAJ,0014W000021fm0GQAQ,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UoQAL,false,false,,Account,a104W00000FuSxCQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDfQAM,a154W000008mjqZQAQ,User Group & Happy Hour  Ticket,40,,,false,a1C4W000006w78vUAA,1,0,40,,Lake,David Brown,United States,,,Michigan,7744 Mystic Lake Dr,,,,40,false,false,0,0,40,,,,,,,0,,,,false,false,false,1FDgTIisLOyUkq02ycLVhKQn06HZ6t,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,,0,Events,Registration,false,1158,68,FON-International Association,66,4400 - Event Income,sim3-Ticket Class,325,,,324,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K5dUAF,false,0000003072,804,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSxCQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDcQAM,a154W000008mjqWQAQ,Sponsor Registration 2014 Conference,150,,,false,a1C4W000006w78sUAA,1,0,150,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,150,false,false,0,0,150,,,,,,,0,,,,false,false,false,SK0J7BcmclgaYFzt29PmdhwnHhXYjF,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,,0,Events,Registration,false,35,62,FON-International Association,67,4400 - Event Income,conf2-Ticket Class,297,,,321,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K5eUAF,false,0000003073,805,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,,,Session 2a: Creative Brainstorming Methods,0,,,false,,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,jlKZE2oI5qPqEStJ0QWy2VD4RdMUBg,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5fUAF,false,0000003074,806,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,,,Session 2b: Quality Assurance in Modern Organizations,0,,,false,,1,0,40,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,40,false,false,0,0,40,,,,,,,0,,,,false,false,false,fno5pWBzt6UjXAYySdv1TCDfze7auL,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5gUAF,false,0000003075,807,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,,,Session 3: Round Table,0,,,false,,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,k3IFkVIJhAnnSSGFzfpN9V7hlZ8OE0,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5hUAF,false,0000003076,808,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,,,Session 4b: How to Lead and Follow,0,,,false,,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,xacZGCycDl4xhOGx2TcDS0OjskNOXv,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5iUAF,false,0000003077,809,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqAQAQ,Executive Reception & Dinner,25,,,false,a1C4W000006w79JUAQ,1,0,25,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,3QXRt7R0AiwR0lfqr81Uk2ZkUPSBfB,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,conf2-Schedule Class,436,,,326,,,,,,,,,,,,,,
a1I4W00000H4K5jUAF,false,0000003078,810,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqHQAQ,Season 5: Managing Complex Projects,0,,,false,a1C4W000006w79LUAQ,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,f0CxkeZxYXgxHVHkcSuTOsidWeboIa,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,conf2-Schedule Class,438,,,328,,,,,,,,,,,,,,
a1I4W00000H4K5kUAF,false,0000003079,811,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqFQAQ,Season 6: A Step Ahead: Anticipating Change,0,,,false,a1C4W000006w79MUAQ,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,yhGSSBk8cJVfmS1L0XvABaG4rZ8x7c,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,conf2-Schedule Class,439,,,329,,,,,,,,,,,,,,
a1I4W00000H4K5lUAF,false,0000003080,812,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqIQAQ,Marketing Keynote with Lunch,0,,,false,a1C4W000006w79NUAQ,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,01AnWnpJqvAMuv49rh1COkeCkAdwaO,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,conf2-Schedule Class,440,,,330,,,,,,,,,,,,,,
a1I4W00000H4K5mUAF,false,0000003081,813,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDYQA2,a154W000008mjqMQAQ,Closing Keynote,0,,,false,a1C4W000006w79QUAQ,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,HxRyepjWtspaY3RsqZW34LZsryRK5F,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,conf2-Schedule Class,472,,,333,,,,,,,,,,,,,,
a1I4W00000H4K5nUAF,false,0000003082,814,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM2UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UpQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,,,Lunch,0,,,false,,1,0,0,,Luzern,Bess Weber,Switzerland,,,,Adligenswilerstrasse 39,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,b0OA8Vg9rvF0nWj1tjL4CxJiFWbsH0,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Other,false,35,62,FON-International Association,67,1000 - Cash,,,,,,,,,,,,,,,,,,,
a1I4W00000H4K5oUAF,false,0000003083,815,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:03.000+0000,2020-09-28T06:19:03.000+0000,a1J4W00000CvxM3UAJ,0014W000021fm14QAA,,1,,,false,true,Contact,true,true,a0o4W00000MOvweQAD,true,0034W00002AU8UqQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,false,true,,,Non Member Registration,0,,,false,,1,0,300,,Zurich,Gary Flowers,Switzerland,,,,Dreikonigstrasse 26,,,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,JI3IXl2R3AbIFCTBU54OHvqGXzgZUj,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Events,Registration,false,36,62,FON-International Association,68,1000 - Cash,,,,,,,,,,,,,,,,,,,
